,set,mu,qs,mu_max,X_max,Ks,Ks_qs,Ki,Yxs,qs_max,m_s,lag,rmse
541,77,2,3,0.38521370030706276,23.740321784366717,9.403065003152424,0.25408636229391224,13.657750136204264,0.3027495286764504,1.227188310419139,0.1762771684669217,0.35843676422447895,11.278
636,90,4,2,0.27996518946646126,20.070837543049386,3.470875003287526,14.10093057156543,19.06481519775638,0.3972608942295262,1.4511258127727191,0.14051363002416012,0.04856467434712412,12.013
58,8,2,3,0.30691978291890226,24.17492854924721,3.711775393732154,13.843406991606976,8.771166985136539,0.3293523903536044,0.683906708254583,0.03768651341159124,0.587811222909525,13.104
534,76,2,3,0.3815138722703055,23.649723298319852,5.36020198296774,18.6986798327977,5.564537367900201,0.3501489918122725,1.2079006763358378,0.13147112705647337,0.4440940056494979,13.138
303,43,2,3,0.3965420297141084,23.267696103466577,12.479935149850053,13.688381843291483,10.51890673066115,0.32318299883509627,1.2799241269799928,0.0628291729059633,0.6593394811156635,13.197
268,38,2,3,0.3238706855552657,21.072431313202795,0.12361890212343804,4.27580454445462,8.101730153493836,0.3191549476101381,0.6106919238755039,0.146512028837394,0.7132003994227673,13.445
685,97,4,2,0.20955853251274048,18.32080114033767,1.7780403159349976,3.938473307180784,16.75854914746954,0.46515645740325995,1.1981335385701366,0.15094784913176446,0.059162694483458865,13.497
23,3,2,3,0.3885872143260732,21.954891233769903,6.089407048006464,6.4857499359742565,10.181621734365049,0.340680125434862,1.2992548176686023,0.03822765426119226,0.8487687687196507,13.736
270,38,4,0,0.3238706855552657,21.072431313202795,0.12361890212343804,4.27580454445462,8.101730153493836,0.3191549476101381,0.6106919238755039,0.146512028837394,0.7132003994227673,14.159
271,38,4,1,0.3238706855552657,21.072431313202795,0.12361890212343804,4.27580454445462,8.101730153493836,0.3191549476101381,0.6106919238755039,0.146512028837394,0.7132003994227673,14.325
261,37,2,3,0.32812552961172503,23.53730903917708,2.2675955776076355,17.02194804172675,11.251370570779196,0.36706727567490255,0.8299419106160646,0.16609168641899985,0.17297234947987686,14.363
176,25,1,3,0.26093575819610937,23.048495722758297,16.6225718231439,11.900385647250449,4.616183046504466,0.3121379860690745,1.316522973164498,0.1799028599374955,0.25319035204223295,14.443
93,13,2,3,0.35945761289062095,22.848809049771816,1.5542306971929247,4.375360487053152,1.0334568548404466,0.37092411451616075,0.2890207024796775,0.11334096215497354,0.8908141464030185,14.497
393,56,1,3,0.21000334656575498,22.605785839281456,15.970759321426193,15.730234276600749,2.394653279137489,0.3019151291209264,1.1678103879878279,0.10489930775313437,0.3928332377221931,14.664
350,50,0,3,0.20249395433924458,18.444036701318286,4.191966329262114,15.97415476489703,15.270735130160606,0.3590455145942283,1.4625575147084198,0.15686999903135723,0.30810705115040843,14.757
450,64,2,3,0.3438684995237302,21.468127858155363,8.898620392949567,2.1432139407310418,16.57998140668341,0.32059379681302513,0.32964356766520586,0.1590285929034997,0.6377702963944607,14.821
51,7,2,3,0.36163656246432146,21.2043385606899,8.27249162977949,14.758651012033777,19.682866788080705,0.3334400100767103,1.1810245245518853,0.016738539954379652,0.1875627858908525,14.85
273,39,0,3,0.25167075181894005,22.00370457774834,9.499429130188762,2.529450858959719,6.188453880595972,0.3159389384626312,1.4940518118508288,0.09076969402773745,0.03601533844048259,15.066
274,39,1,3,0.25167075181894005,22.00370457774834,9.499429130188762,2.529450858959719,6.188453880595972,0.3159389384626312,1.4940518118508288,0.09076969402773745,0.03601533844048259,15.166
443,63,2,3,0.38737776714858724,21.725560303361043,7.855789439082093,4.51612614505132,2.15820487299861,0.36303592612656327,1.41176172066769,0.013896885247211105,0.9111682284589089,15.194
218,31,1,3,0.2368341856538772,23.460160827179685,1.314548104688588,2.9390675024428443,10.443928952464779,0.3379530306460379,0.4223849810004304,0.10969077106439924,0.874326023319143,15.205
408,58,2,3,0.34422978556881473,18.565767727008986,5.854380600359867,11.678317665063876,12.876791959809195,0.31016050046172167,1.341050102196733,0.01877693728373423,0.32425519061129005,15.432
476,68,0,3,0.23891846962991614,18.026294141251764,10.878454287554375,0.884075737226355,4.464548420951614,0.32634339301929755,1.4376808872779143,0.06569705882953412,0.21969726141031323,15.474
219,31,2,3,0.2368341856538772,23.460160827179685,1.314548104688588,2.9390675024428443,10.443928952464779,0.3379530306460379,0.4223849810004304,0.10969077106439924,0.874326023319143,15.712
604,86,2,3,0.29848763057857863,24.029652253123253,5.053065810177717,19.111080512762722,4.894483509866349,0.3684894029940917,0.8436794487934763,0.09984371278859816,0.3684099985048301,15.815
440,62,4,2,0.2595280656334288,24.71522301054485,18.10465708315929,1.0310773469181649,18.133746374329476,0.4109527136082558,0.9098482489170348,0.18928474985711682,0.08527584503178061,15.834
618,88,2,3,0.3319660853615609,19.810380017330566,5.172234854333867,5.137378693585059,9.41816819239567,0.3357246921357919,1.2558059020566548,0.03133833097354551,0.12734453655329986,15.856
57,8,1,3,0.30691978291890226,24.17492854924721,3.711775393732154,13.843406991606976,8.771166985136539,0.3293523903536044,0.683906708254583,0.03768651341159124,0.587811222909525,15.922
169,24,1,3,0.20041289339103197,21.32561993990386,0.34310651226949473,17.01028533864829,9.574465026129294,0.3086633206546983,0.13154364835158577,0.021710094378466292,0.8627263545727333,16.239
467,66,4,1,0.3213441014824504,17.88618547784746,18.84403649962133,15.322392596106535,18.759428042350418,0.36032260515963055,0.7607896115261187,0.19983624115776655,0.46661121560946106,16.337
466,66,4,0,0.3213441014824504,17.88618547784746,18.84403649962133,15.322392596106535,18.759428042350418,0.36032260515963055,0.7607896115261187,0.19983624115776655,0.46661121560946106,16.357
513,73,2,3,0.3933778723354495,18.887894257388766,8.62791572716103,7.283897651803668,2.9610721412017003,0.3462249614175809,0.27089567185724195,0.19446079627401658,0.7867973266598595,16.382
175,25,0,3,0.26093575819610937,23.048495722758297,16.6225718231439,11.900385647250449,4.616183046504466,0.3121379860690745,1.316522973164498,0.1799028599374955,0.25319035204223295,16.393
285,40,4,1,0.37400796916077317,16.904050200152753,7.041658866718067,2.337637140827001,8.045363310033876,0.42767987236668437,0.46221822185694716,0.14216384254769704,0.7560150914051761,16.463
607,86,4,1,0.29848763057857863,24.029652253123253,5.053065810177717,19.111080512762722,4.894483509866349,0.3684894029940917,0.8436794487934763,0.09984371278859816,0.3684099985048301,16.486
378,54,0,3,0.21546072704635974,17.92062882097951,4.650705165485502,6.748899771889455,9.080063324791713,0.4142530514954007,0.8619132802710106,0.1708007089492888,0.5471005511836534,16.571
284,40,4,0,0.37400796916077317,16.904050200152753,7.041658866718067,2.337637140827001,8.045363310033876,0.42767987236668437,0.46221822185694716,0.14216384254769704,0.7560150914051761,16.836
385,55,0,3,0.2556995837619144,16.616427653461926,13.36751363684286,10.730645503213582,18.817703031311893,0.36590655351425666,0.989859866324989,0.10303188850327726,0.6861497702443458,16.879
142,20,2,3,0.2955205683269996,23.952060445175956,1.1808533396022372,15.0545170593032,8.520418312383905,0.43023895377814525,0.48761774086406584,0.07110105630260992,0.5350762523771563,16.906
639,91,2,3,0.3910770201489732,21.683070218895345,11.707859532349303,9.392007886544706,8.266190242072915,0.38985706511152385,0.9754298017937585,0.1530044472542111,0.6042024432892411,16.906
264,37,4,1,0.32812552961172503,23.53730903917708,2.2675955776076355,17.02194804172675,11.251370570779196,0.36706727567490255,0.8299419106160646,0.16609168641899985,0.17297234947987686,16.935
530,75,4,1,0.2332680661036964,17.020818840759848,11.88079560895946,19.86746777642573,1.4496184633339548,0.40207320613044667,0.8268514184504827,0.07660213739449347,0.7057913919447906,16.95
357,51,0,3,0.2834001867723137,18.65018478664563,13.087496601790962,1.1888627673760825,19.452202243488045,0.34223537477731353,0.3422280969874699,0.17277337090173475,0.47154062533321073,17.033
170,24,2,3,0.20041289339103197,21.32561993990386,0.34310651226949473,17.01028533864829,9.574465026129294,0.3086633206546983,0.13154364835158577,0.021710094378466292,0.8627263545727333,17.037
603,86,1,3,0.29848763057857863,24.029652253123253,5.053065810177717,19.111080512762722,4.894483509866349,0.3684894029940917,0.8436794487934763,0.09984371278859816,0.3684099985048301,17.045
334,47,4,1,0.2767160487437378,16.858564004658675,17.8441286785533,11.057968215756604,3.6261049992668806,0.4128339126397253,0.6406448333817685,0.09353407612054268,0.5167744797404631,17.054
606,86,4,0,0.29848763057857863,24.029652253123253,5.053065810177717,19.111080512762722,4.894483509866349,0.3684894029940917,0.8436794487934763,0.09984371278859816,0.3684099985048301,17.088
89,12,4,1,0.21760796845907454,24.311641570718585,15.316308618543129,1.5979701341273727,11.241319578692472,0.46111722740514294,0.40104946056774393,0.06778883350159588,0.24660079432607365,17.199
100,14,2,3,0.34780895948204005,19.570158862965283,15.163906816613073,12.371289784140462,1.8640369343529106,0.30721643088524003,0.31711688938418636,0.011790984429535545,0.8539315167121955,17.219
435,62,1,3,0.2595280656334288,24.71522301054485,18.10465708315929,1.0310773469181649,18.133746374329476,0.4109527136082558,0.9098482489170348,0.18928474985711682,0.08527584503178061,17.238
88,12,4,0,0.21760796845907454,24.311641570718585,15.316308618543129,1.5979701341273727,11.241319578692472,0.46111722740514294,0.40104946056774393,0.06778883350159588,0.24660079432607365,17.261
323,46,1,3,0.22632664593257737,22.46810557356835,11.278986870102857,7.902656131691724,1.5354456248168293,0.37428526677086216,0.7914038233105241,0.07977658131470385,0.8813931701013429,17.325
263,37,4,0,0.32812552961172503,23.53730903917708,2.2675955776076355,17.02194804172675,11.251370570779196,0.36706727567490255,0.8299419106160646,0.16609168641899985,0.17297234947987686,17.381
524,74,4,2,0.27514354545721786,19.101672015901762,11.550165380209043,10.26750799298494,2.879916120067269,0.47327589540818477,1.2637561311407128,0.17462226742520923,0.09732447653512308,17.402
14,2,0,3,0.29061870261710365,20.927958984891323,13.839928395603122,8.890628217541915,2.05223218955968,0.33946369992856884,0.535060774898126,0.06935775123977155,0.01641505183940542,17.419
134,19,1,3,0.27129197420105516,24.21732360090066,9.87928876475407,10.57336756305013,7.506150632208798,0.40902356802796325,1.1482470145931543,0.1342281189221282,0.16350292061136928,17.563
15,2,1,3,0.29061870261710365,20.927958984891323,13.839928395603122,8.890628217541915,2.05223218955968,0.33946369992856884,0.535060774898126,0.06935775123977155,0.01641505183940542,17.573
333,47,4,0,0.2767160487437378,16.858564004658675,17.8441286785533,11.057968215756604,3.6261049992668806,0.4128339126397253,0.6406448333817685,0.09353407612054268,0.5167744797404631,17.624
576,82,2,3,0.3652618381393009,23.340439721119463,7.862394039514624,10.975738518998575,0.3979945579770361,0.4461017102871758,0.929800942248494,0.0532425993940544,0.5775962903491252,17.693
310,44,2,3,0.3166284756870588,24.594177191545977,10.596673255296805,7.657037933912679,4.722742050657153,0.3860660807673675,0.3908090622092112,0.033986858001957145,0.4007797513944026,17.727
105,15,0,3,0.2870403836234392,15.289709190791315,14.15841936829844,19.21490029660688,14.260194672609337,0.3948157101720211,1.1077493943965095,0.12049533573549531,0.49127048670978635,17.737
555,79,2,3,0.33396309683953795,19.77287524172901,9.20860785455447,13.229481093597824,3.9555612878052253,0.3567376187205198,1.1518393344797444,0.18489131930182623,0.15594909054392106,17.757
267,38,1,3,0.3238706855552657,21.072431313202795,0.12361890212343804,4.27580454445462,8.101730153493836,0.3191549476101381,0.6106919238755039,0.146512028837394,0.7132003994227673,17.854
309,44,1,3,0.3166284756870588,24.594177191545977,10.596673255296805,7.657037933912679,4.722742050657153,0.3860660807673675,0.3908090622092112,0.033986858001957145,0.4007797513944026,17.895
233,33,2,3,0.356903902170223,22.252135133606394,11.233671086550723,12.790102902823916,6.49358263320547,0.4056792967310148,0.16029199413961087,0.12707950776598526,0.11470325251397263,17.952
622,88,4,2,0.3319660853615609,19.810380017330566,5.172234854333867,5.137378693585059,9.41816819239567,0.3357246921357919,1.2558059020566548,0.03133833097354551,0.12734453655329986,17.989
287,41,0,3,0.21330637623260296,19.62256135824634,6.406659158973714,11.366099272324975,17.95580033852096,0.41948320092890024,1.4291815164773234,0.0558104496822331,0.005738074720308481,17.989
462,66,0,3,0.3213441014824504,17.88618547784746,18.84403649962133,15.322392596106535,18.759428042350418,0.36032260515963055,0.7607896115261187,0.19983624115776655,0.46661121560946106,17.999
366,52,2,3,0.3544748446297762,16.436486977416077,12.835303751279378,17.30946565291783,11.646599480237546,0.30423068296325745,0.2585676115017968,0.18080513515111662,0.7687308988161152,18.092
540,77,1,3,0.38521370030706276,23.740321784366717,9.403065003152424,0.25408636229391224,13.657750136204264,0.3027495286764504,1.227188310419139,0.1762771684669217,0.35843676422447895,18.112
662,94,4,0,0.3739928774216865,15.82429558811917,0.8413205889544992,18.08948192914434,1.1464952445075882,0.35494055170022715,0.7536473944890804,0.025984376071432527,0.7761558446649707,18.129
694,99,1,3,0.25384284662655326,19.495415535175383,16.367437877229577,9.612011979540979,17.617586168250863,0.3495380118267797,1.125277633313522,0.026381391695914937,0.43959714404892886,18.163
455,65,0,3,0.2967843435880518,19.057773207249458,17.28810517669414,14.433458364334632,15.844489407911475,0.4220732625430512,1.1090598651887884,0.10174559181262868,0.661650945154641,18.211
260,37,1,3,0.32812552961172503,23.53730903917708,2.2675955776076355,17.02194804172675,11.251370570779196,0.36706727567490255,0.8299419106160646,0.16609168641899985,0.17297234947987686,18.219
569,81,2,3,0.3494766115791519,20.335532029067643,5.6212985800330175,6.126388170738884,12.807159533822835,0.4167152610269248,1.477868889731503,0.11666818126664635,0.9205895655405086,18.25
687,98,1,3,0.2183533442298889,24.85601780326397,8.065711210616229,12.099134336911636,16.191307632609405,0.4361882503880261,1.2402986595630816,0.09657034562798722,0.34864845522703647,18.261
317,45,2,3,0.3990481722436052,15.003903328145087,7.464176666545923,16.162486678055135,0.5492198338154738,0.32415320478361687,0.10943294498579834,8.65035016880511e-06,0.06824305627925589,18.296
477,68,1,3,0.23891846962991614,18.026294141251764,10.878454287554375,0.884075737226355,4.464548420951614,0.32634339301929755,1.4376808872779143,0.06569705882953412,0.21969726141031323,18.304
82,11,4,1,0.3418614075499995,22.929410828073426,14.7416795667267,18.29979321397774,17.446578296337417,0.42417795043465195,0.7231198122877298,0.11197327790746554,0.22513473161698652,18.305
449,64,1,3,0.3438684995237302,21.468127858155363,8.898620392949567,2.1432139407310418,16.57998140668341,0.32059379681302513,0.32964356766520586,0.1590285929034997,0.6377702963944607,18.369
149,21,2,3,0.3347324973787106,22.768641880162345,12.895506225816474,7.161900732059003,5.435865989635539,0.3854497576110916,0.36952429647227303,0.015523740426392197,0.9830817233964907,18.413
81,11,4,0,0.3418614075499995,22.929410828073426,14.7416795667267,18.29979321397774,17.446578296337417,0.42417795043465195,0.7231198122877298,0.11197327790746554,0.22513473161698652,18.458
693,99,0,3,0.25384284662655326,19.495415535175383,16.367437877229577,9.612011979540979,17.617586168250863,0.3495380118267797,1.125277633313522,0.026381391695914937,0.43959714404892886,18.522
660,94,2,3,0.3739928774216865,15.82429558811917,0.8413205889544992,18.08948192914434,1.1464952445075882,0.35494055170022715,0.7536473944890804,0.025984376071432527,0.7761558446649707,18.696
141,20,1,3,0.2955205683269996,23.952060445175956,1.1808533396022372,15.0545170593032,8.520418312383905,0.43023895377814525,0.48761774086406584,0.07110105630260992,0.5350762523771563,18.758
562,80,2,3,0.33916908402497103,22.587013864095226,3.0579116099613843,9.239702430880266,13.150205712135264,0.4838607312452788,1.0912241317316025,0.14535196144047885,0.957902993158964,18.784
211,30,1,3,0.26665136214369173,24.99888128041808,8.68607426143373,9.983193239226946,7.249744136973594,0.47036422618073814,1.353882331516987,0.08266315995617796,0.27278343017504036,18.809
492,70,2,3,0.3670540017732576,17.72502409357062,18.799234467106295,16.44171554766117,7.3913832505304375,0.3167205325481367,0.2149198682434435,0.1199943445392287,0.5033667130219901,18.814
226,32,2,3,0.3117620886642242,18.95253851958197,1.9450047784869742,0.3076231162645552,15.614715527752212,0.4078436071583713,0.3530822958162513,0.043761130663917014,0.07415283391223033,18.819
632,90,2,3,0.27996518946646126,20.070837543049386,3.470875003287526,14.10093057156543,19.06481519775638,0.3972608942295262,1.4511258127727191,0.14051363002416012,0.04856467434712412,18.879
358,51,1,3,0.2834001867723137,18.65018478664563,13.087496601790962,1.1888627673760825,19.452202243488045,0.34223537477731353,0.3422280969874699,0.17277337090173475,0.47154062533321073,18.936
329,47,0,3,0.2767160487437378,16.858564004658675,17.8441286785533,11.057968215756604,3.6261049992668806,0.4128339126397253,0.6406448333817685,0.09353407612054268,0.5167744797404631,18.975
484,69,1,3,0.24550730415650754,24.670978622386233,3.1223237342249996,1.3904696202187934,12.507797556025203,0.4763520331328238,0.555248664909948,0.16085404052538665,0.8306008175502559,19.022
422,60,2,3,0.3785726650022064,18.131359202806472,12.209339538010987,7.776771469616078,5.787233453642314,0.38372824614472867,1.3983511773785549,0.08917636369320216,0.6714614004786378,19.087
99,14,1,3,0.34780895948204005,19.570158862965283,15.163906816613073,12.371289784140462,1.8640369343529106,0.30721643088524003,0.31711688938418636,0.011790984429535545,0.8539315167121955,19.112
85,12,1,3,0.21760796845907454,24.311641570718585,15.316308618543129,1.5979701341273727,11.241319578692472,0.46111722740514294,0.40104946056774393,0.06778883350159588,0.24660079432607365,19.16
628,89,4,1,0.2060687513290814,20.684045202325336,17.093849073220074,7.009705031689747,14.83420478921156,0.44033962249463204,0.5645961254717811,0.003918032799603336,0.29019791810390305,19.187
344,49,1,3,0.3034716679894282,24.42808404194625,10.327644473521362,10.196968146609667,17.045787389500365,0.4498130534632747,1.0141244552908328,0.006977430474710351,0.5908698117974424,19.217
228,32,4,0,0.3117620886642242,18.95253851958197,1.9450047784869742,0.3076231162645552,15.614715527752212,0.4078436071583713,0.3530822958162513,0.043761130663917014,0.07415283391223033,19.237
674,96,2,3,0.39500806718062487,17.196701931834955,19.05240924970256,19.68629956942392,14.046232659760957,0.34480586253178924,1.007066102320344,0.1938977719586557,0.5266573388465817,19.253
595,85,0,3,0.23157169208621362,21.826965961789362,7.332313957285204,5.912446268742157,15.809476860822892,0.4872866982892521,1.0261862113628202,0.10687747385025351,0.6496312286000486,19.262
148,21,1,3,0.3347324973787106,22.768641880162345,12.895506225816474,7.161900732059003,5.435865989635539,0.3854497576110916,0.36952429647227303,0.015523740426392197,0.9830817233964907,19.279
497,71,0,3,0.2341843809128636,15.112860029368395,6.798540759837367,16.678232035955336,12.18080091887782,0.493552187574902,0.9591598938516485,0.04645130254866757,0.827125702247764,19.297
127,18,1,3,0.22454238590811365,19.931680408760535,2.624012218951227,8.314264501675327,6.038500802428261,0.3915008314853527,0.8887940387921976,0.14927814223031724,0.14682476190231467,19.298
302,43,1,3,0.3965420297141084,23.267696103466577,12.479935149850053,13.688381843291483,10.51890673066115,0.32318299883509627,1.2799241269799928,0.0628291729059633,0.6593394811156635,19.309
663,94,4,1,0.3739928774216865,15.82429558811917,0.8413205889544992,18.08948192914434,1.1464952445075882,0.35494055170022715,0.7536473944890804,0.025984376071432527,0.7761558446649707,19.317
229,32,4,1,0.3117620886642242,18.95253851958197,1.9450047784869742,0.3076231162645552,15.614715527752212,0.4078436071583713,0.3530822958162513,0.043761130663917014,0.07415283391223033,19.321
