,set,qs,Yxs,qs_max,Ks,Ki,m_s,lag,rmse
275,91,2,0.32894537648882494,1.3736228540824469,0.16445031551542247,13.056549269681657,0.007708678870409092,0.3168064870735271,4.918
164,54,2,0.3790459784471612,1.3500179512235846,0.24994896646106068,11.23282881520796,0.07388564032398556,0.39480104979281144,5.174
221,73,2,0.4068777438828656,1.0976784151711358,0.08464244156088982,10.587098428975699,0.17338146719165756,0.43141489376659614,5.642
182,60,2,0.46062856858641693,0.8073573394827177,0.39665953107631435,14.121489130064045,0.15438241566143937,0.41859483975721634,5.699
146,48,2,0.4627513345703046,1.4007995471080488,0.31389815633992685,6.230956084968093,0.08655951923932242,0.5327959774858294,5.726
224,74,2,0.32543998559858656,0.8185115478619625,0.14303490256842966,15.71275050885538,0.1396810512375671,0.307798615654524,5.752
116,38,2,0.45950569865925883,1.0583301598136978,0.9526628562371583,9.45834864033449,0.2388916492581494,0.5547154601796862,5.885
239,79,2,0.3269859685783988,1.0096445817086248,0.5641695219720094,9.88912879950096,0.09463410982490657,0.42797183553154683,5.905
125,41,2,0.4928522277625584,1.3805890620018941,0.7412593894624396,4.444092421096644,0.2632668183849836,0.6551836577092695,5.922
215,71,2,0.3722254464508671,1.2992966409116298,0.8192892579939139,15.30496897368235,0.0786715771217745,0.5173832627220828,5.992
80,26,2,0.3000938723625019,1.136310352715447,0.21470237394937022,10.705174469804483,0.2074938368339433,0.5708290945903396,6.053
53,17,2,0.4713503570070893,1.153405629947375,0.3571298609662115,9.802193192577304,0.31696860651294406,0.7136808694133563,6.107
140,46,2,0.3938154263073604,1.3231011619610165,0.3313954703516677,7.515403977500053,0.2742891391870549,0.8296564042544349,6.219
32,10,2,0.4640197660038968,1.305222102941065,0.655743659930948,1.9735062821616651,0.3559226461923834,0.9109759048698913,6.239
287,95,2,0.4295342504867751,0.9256659785352406,0.6045261432230041,11.80480127115257,0.34372199227974565,0.6977014684459143,6.267
14,4,2,0.3522468078946259,1.2358575564667817,0.424246914988903,12.569189907721235,0.31199447677429687,0.6218939649738866,6.27
167,55,2,0.35020464322176353,1.2042339637371275,0.8395593389794039,1.8322856145512714,0.3218586794103787,0.7789480650999646,6.304
155,51,2,0.344045090923871,0.9370376583373452,0.17553107459006734,4.2582914548105,0.3488690688801331,0.6451800049187469,6.326
185,61,2,0.44233413533398047,1.4926274330586815,0.9826977200838897,1.147728411378573,0.13246677380964922,0.7307675250323881,6.399
248,82,2,0.3054573113286127,1.397707020720791,0.7513504856252036,6.069525901800971,0.30816938424234414,0.5901577523188823,6.436
89,29,2,0.4311134591353013,0.9433968995464139,0.6865365565939521,5.7995514188341595,0.4066843952855547,0.7008324519418591,6.44
68,22,2,0.40442576549721165,1.1237299219030816,0.1031247788332664,2.124478624484878,0.4738666767370773,0.9456375981653395,6.493
212,70,2,0.4004839985152626,1.1669951834815935,0.5495709878928872,6.71234152329939,0.45072912495894835,0.8547803430783546,6.507
194,64,2,0.48181937719032236,0.5334312094504835,0.025502670824450596,5.378116483768182,0.33677004946718647,0.5993228424601797,6.539
122,40,2,0.42231417880517486,0.6536092339983022,0.22112885312389832,2.782486163485897,0.03215510566202156,0.33465446845489416,6.567
83,27,2,0.48729342924340974,1.185107183547066,0.055447402407801646,15.148841133263655,0.05412491995471719,0.19165230423995122,6.652
128,42,2,0.3410694878903919,0.6462809959917108,0.4864876894739023,12.194116653450966,0.04496459150206062,0.32930268918753064,6.744
284,94,2,0.30655331206590375,1.028086861587619,0.32004238909538796,13.507791340846026,0.2973182923368189,0.8731874332816071,6.82
11,3,2,0.4912019194508101,0.7926390176431749,0.045765181495381224,5.29950783391205,0.32910737498358555,0.9505504626726186,6.831
2,0,2,0.32291734022763935,0.6769446116183684,0.8079931492284058,3.1116798480314483,0.4632486831291666,0.7664271692452355,6.833
233,77,2,0.35890687897842566,0.5850597025030487,0.8554311196002248,10.216255256228484,0.19858402771497133,0.45601605510132975,6.883
131,43,2,0.37146266355884894,0.7644715005990399,0.7651845137855215,8.208790865624348,0.19416500783894464,0.6147652059664723,6.897
56,18,2,0.4940404590150605,0.7231554394561033,0.8770665670734811,6.438354721796298,0.2516443511472833,0.7587787554140362,6.925
152,50,2,0.4136508682201241,0.9090346360094654,0.6745659011599175,7.389503666821324,0.049163419717297374,0.49998266716591483,6.925
41,13,2,0.46952964580697715,0.6386491209029417,0.3457188518182343,8.621378723398243,0.09519264194130422,0.4637271590790395,6.932
266,88,2,0.3150952762288763,1.0325868116051922,0.9178939506299165,3.949825367653959,0.014742357826849434,0.4784902840475914,6.952
113,37,2,0.3093684037262736,0.5669716739646273,0.5359809897849184,2.3608493474552796,0.24241245505841386,0.18898381769844882,6.969
23,7,2,0.3186232382391657,1.2761131032594437,0.778814905962889,4.811265158142314,0.12873739041885554,0.7825832503678979,7.063
71,23,2,0.34783699679265273,1.3684802099069637,0.848563065310552,5.620863461683021,0.2025596073853991,0.9925062670590781,7.121
104,34,2,0.35479820561325637,0.7543274774642788,0.8686932698377828,3.62318397080338,0.16337387418024105,0.6087502737816463,7.164
95,31,2,0.31018623088207037,1.2415952568528836,0.28581219316050754,13.369448113607746,0.38015195756193415,0.5463564808121298,7.166
269,89,2,0.37799194509912226,0.5989247808470044,0.2556594640254319,12.456655941098285,0.26910762313899816,0.6749823824744295,7.17
251,83,2,0.3353461571416975,0.861689556634301,0.4665663460315586,7.912230778743597,0.2893112884763959,0.8972651156314355,7.177
296,98,2,0.3304801797688225,0.977393749993237,0.2614037126688342,10.861972614006794,0.35267437469052615,0.4480871110664456,7.197
197,65,2,0.39931532189268215,0.7048371998185623,0.47883237984681254,6.610043885245887,0.01567249857821674,0.40184827334402645,7.249
278,92,2,0.4195882003486495,0.8413771335540868,0.5034229586462121,3.43682775478536,0.25873099117091414,0.927142635872122,7.25
188,62,2,0.3953443252266746,0.9919057453109423,0.4139935965020775,8.719631869940706,0.4819997557679721,0.6350940207229323,7.253
191,63,2,0.38253597758834834,1.468640004966253,0.7956252195572594,5.942503013329474,0.14519420425672686,0.9632721329926126,7.272
206,68,2,0.4736326004131072,0.5774841474764154,0.9937056141464773,13.234623763752568,0.30079763413139604,0.8068384879900291,7.322
257,85,2,0.33331587567444165,1.4235876262898803,0.3627597107384365,5.147788323316552,0.10310190519315957,0.8678769717923916,7.326
245,81,2,0.38852161544948316,0.9654204111612277,0.8918355263112177,7.676256035295674,0.18128441209800922,0.8467584039800962,7.356
134,44,2,0.4790207348353712,1.2596342363130097,0.6952793359329668,7.841226414414792,0.0366257823860998,0.6615481607872237,7.407
290,96,2,0.42724049810127696,1.3113193903864415,0.5866927030794732,9.576458155365861,0.36242209351618276,0.52173033961577,7.507
170,56,2,0.4380251947144954,1.4312563800721052,0.9676511593679036,14.5946238717723,0.08213205773898298,0.21097112029398,7.548
74,24,2,0.38126923643993565,1.2157837294209672,0.7888637418593862,10.938367381902223,0.15912342330334728,0.9879340063447198,7.557
119,39,2,0.445718962943639,1.4431142140976567,0.06684149821013809,11.188855556302089,0.4457678809715604,0.6833828660772656,7.598
143,47,2,0.45131813968157186,0.7482180339643001,0.019523282506341024,2.961479877899015,0.22180262254055547,0.9752745211814172,7.696
263,87,2,0.41772620160439633,1.2848511478183453,0.9244764087407934,7.203564265694877,0.42698868750597485,0.5677118888272346,7.743
230,76,2,0.44007099433172486,1.4844503186214446,0.1581454320840118,12.937814054946388,0.24747518348576067,0.389025836286415,7.798
293,97,2,0.4036858217430408,1.4793577314733641,0.07555034386928361,8.983771013932358,0.3311152521508698,0.4857869602504659,7.891
272,90,2,0.44674131458741606,0.9117378134089056,0.4031712121792809,15.97741511766439,0.21034557945682794,0.2630719206347058,7.899
47,15,2,0.3175697813981483,0.7198950333579994,0.2776305777578279,14.212981210486053,0.17658313035594128,0.81412073045593,7.951
