,set,Yxs,Yc02s,qs_max,Ks,m_s,lag,rmse
58,58,0.4844942845328341,0.0011635124415247185,2.7803423080618237,0.6942589650800435,0.009741291179389447,0.1633878846365547,1.187
16,16,0.4719423696876557,0.0011525597347321335,2.620721137368737,0.5822223207599534,0.009691088054157523,0.16707902590902132,1.27
43,43,0.4562396499955577,0.0011490262826010884,2.687615818491163,0.7718274340333438,0.009089911375149435,0.16638282577417993,1.299
93,93,0.4569326139199251,0.0009901472185546577,2.7368228761169084,0.6928978806648479,0.009390655339031466,0.17210747450884487,1.346
3,3,0.48192366153484867,0.001170915410000503,2.770721804322392,0.7689216538647394,0.009526476501401395,0.17326611264959382,1.391
38,38,0.5730606843018627,0.0011442365670293337,2.8414048111607304,0.741330672539537,0.009256791459547152,0.16315856053061478,1.471
5,5,0.4438146581199392,0.0009556686238703048,2.2025482437552517,0.5796620438072673,0.00934067726731795,0.16834394965859886,1.481
78,78,0.5720051990214392,0.0010451411542182513,2.7675377659505354,0.600926385084665,0.009641560314875026,0.16600632849593122,1.508
22,22,0.5285140566592994,0.0009851742454590623,2.5256895873002216,0.6258958651970455,0.00918206223361496,0.16958388704820318,1.509
90,90,0.4540855789505736,0.001215677674130095,2.893676850392838,0.7234026850226802,0.009153348332643514,0.18488760843847024,1.509
70,70,0.49021757081339246,0.0012311163241462459,2.8221774640242927,0.616041358309628,0.009633653935550124,0.18288886873742094,1.516
46,46,0.4495598238649538,0.0011053557380016263,2.6541660499761734,0.6471924731219802,0.009724628733232807,0.18168201719958393,1.516
68,68,0.47800095943918947,0.0011994764237128182,2.3082532557218554,0.6294329125354113,0.009837828433709329,0.1717116114400123,1.517
7,7,0.5091258524742648,0.001220674900379345,2.1444346851054923,0.6320675000475573,0.009169279393796118,0.16409081838980616,1.531
67,67,0.5460511003451355,0.001121956945480038,2.4010970633884194,0.6737446932818675,0.009373146107599161,0.16461033290720958,1.541
30,30,0.4478906274885114,0.0011272318220836167,2.5026266341638572,0.7037032868911469,0.009588336457448427,0.1789985781774786,1.555
55,55,0.5043715242829678,0.001192746417863113,2.576964923018059,0.7437490783958469,0.0089616267282387,0.17500611577248096,1.557
52,52,0.5500193228811984,0.0010728985194912298,2.462052482393836,0.58635847596612,0.009370184514132114,0.16841489505166804,1.585
99,99,0.48039392927212415,0.0009786661097867242,2.629786386681653,0.6117988822677737,0.00957145582770486,0.18363150400174696,1.59
18,18,0.5055361684097034,0.0011820014148282492,2.676710458917291,0.7157249253201473,0.009142508049058938,0.17971268650710545,1.596
61,61,0.4639527608363894,0.0009622368571875982,2.1532345438404135,0.7694561567561846,0.009737172243365084,0.17015849091726143,1.603
24,24,0.5151300209020252,0.001084977788739051,2.8703168079298718,0.7270937197550729,0.009548078515562724,0.18400918111662312,1.624
0,0,0.43867961118464616,0.0010142158938936956,1.9330467844491765,0.6146009803073799,0.009440049015236223,0.1673222488165242,1.628
98,98,0.43664914923014864,0.0011669187976007548,2.7194933603929625,0.6644009074973819,0.009703073012304674,0.19073710258395066,1.639
72,72,0.4876738499387104,0.0009692032455448774,2.701294861327911,0.7002492611112386,0.008987780951129124,0.18598769845567134,1.656
81,81,0.5536899551872527,0.0010211136894754445,2.25491293678177,0.6384071681485061,0.009196101486563177,0.1654334622978923,1.659
63,63,0.5188100059711748,0.0009740203668022056,2.244215786806694,0.7074583301234859,0.009853460653069832,0.17244328528259684,1.686
17,17,0.5220045692812485,0.0009995966955325076,2.5288510678507654,0.7517107617546579,0.009029443547094961,0.17780804995619306,1.692
97,97,0.46066680862744985,0.0009457973190207196,2.7275385277747435,0.6032228234525525,0.00950176197284279,0.19550981980004362,1.723
45,45,0.44593898529368636,0.0012426896986064823,2.1833221365080715,0.6231946298201856,0.009653402708855664,0.18126182764609636,1.726
85,85,0.518358134557945,0.0009963199108944693,2.802250493343248,0.6126254692302588,0.00952089824562854,0.18910732423461285,1.731
26,26,0.4958405072075003,0.0012413129923120692,2.2593706863414917,0.7824623866525405,0.009466332710114,0.17740500217910204,1.744
11,11,0.5110655295897363,0.0010281933905888791,2.0868436410258036,0.5836650316381403,0.009218968131516165,0.17351620300760026,1.75
83,83,0.44171632019954393,0.0010930903934069152,1.96894128010847,0.6858501851651663,0.009124291020412845,0.17535207857180188,1.777
48,48,0.5076176359963855,0.0010813678872103906,2.457082963887059,0.6069125904106919,0.009419198029327891,0.18700315095514045,1.81
39,39,0.548685141686886,0.0010619511386623555,2.128540994159859,0.7541976970235055,0.00978782302271956,0.1694317089064719,1.811
21,21,0.4735338384739925,0.0012567286766367951,2.0053211834268163,0.7310205028884389,0.00919298274196402,0.17610330633872115,1.815
64,64,0.46905096165032645,0.0011416593285718593,2.191766473555298,0.5882578795461461,0.009330937134167647,0.18863075663906942,1.879
65,65,0.5513423110840683,0.0010661671511572534,2.047858292978263,0.6601614810787669,0.009604068197580706,0.17106565466665158,1.882
10,10,0.5684929143138362,0.0012049278530783074,2.373937728954209,0.7450983410121012,0.009061642152861357,0.17442050374416493,1.887
56,56,0.5165647488163501,0.000959379076518497,2.741218699544071,0.7474299970177296,0.00905524265064764,0.1939720669992637,1.892
6,6,0.4594362172847784,0.0009398129816064331,2.226601339007557,0.6056130346111903,0.009676508377333018,0.19152665273290892,1.895
28,28,0.5663851631364634,0.0011852754830033471,2.5638091314545655,0.6884073666334938,0.009288657526473438,0.18090480960086766,1.902
20,20,0.5139017388512737,0.0011178274223990646,2.3578569933018767,0.6542975199389895,0.008970950041352201,0.18736008990835779,1.913
95,95,0.44049166320361793,0.0012228660824073823,2.344872517101492,0.6524072325082894,0.009764679241694845,0.1973063528577481,1.918
35,35,0.47639574556607767,0.0012082940055435612,2.4316952264668297,0.6445495382440434,0.009458875314751251,0.19625186470904102,1.921
92,92,0.4499060569675137,0.0011260263988987506,2.1697982651864414,0.7361693199347873,0.009247320490983644,0.19038534581021,1.943
96,96,0.5398781058037269,0.0012529147718924848,2.1022356644241404,0.6082323583998472,0.009349518022243522,0.17816117163409187,1.944
13,13,0.4749308678505687,0.0011123440257101325,2.636857829369946,0.6661853858640259,0.008957618648554249,0.2027248661705449,1.951
82,82,0.4707941678178018,0.0012268745428853775,2.4174062065066044,0.6334245123533861,0.009716507348840496,0.19899691951956103,1.957
79,79,0.5641239564566064,0.001079675961593497,2.5422595323343007,0.6405791785642002,0.009508267206396963,0.18506320782165675,1.967
66,66,0.5637964126464778,0.001114613578466217,2.3203504097627095,0.621154058746492,0.00936168132048371,0.1802486263141249,1.973
84,84,0.47883038700266856,0.0010518497435900104,2.8564696997233066,0.7813707681501711,0.009304140097024285,0.2084805315283996,1.992
51,51,0.49969558898829775,0.0010553678323669256,2.8143262403057543,0.5948167863600776,0.009582227187804522,0.2072271774114921,1.994
33,33,0.5627151576542596,0.0010353905322666786,2.1195877561154717,0.6458311479975565,0.009802875911649914,0.1767633973720588,2.0
27,27,0.46525866579294456,0.0011767442366240877,1.954052078241847,0.6704666766990999,0.009775170033809441,0.18808516038943376,2.034
