,set,Yxs,Yc02s,qs_max,Ks,m_s,lag,rmse
38,38,1.0593160787412201,0.0024360543621581095,1.6856540413298315,0.6145160582811161,0.04265431733573603,0.14695651949732313,3.038
45,45,0.8608137355484946,0.002697886166974966,1.9670068718733538,0.5769290211140286,0.04531143263727455,0.15361331124565247,3.046
46,46,0.7633596511279517,0.0036047057529502327,2.031758305049825,0.7751421137705501,0.03859526700617036,0.14783603002157444,3.068
39,39,0.9684592614166337,0.002360772757065806,1.7547715884094501,0.5961101924708215,0.030524497777436606,0.14473959314555063,3.094
47,47,1.0250835770314217,0.002951990915449644,1.9413102552262014,0.8042814781133063,0.03746009847171748,0.15296942978225575,3.105
18,18,0.8396842722776109,0.002890458682034279,2.20794914247465,0.6798851183666117,0.032050749567247495,0.1572750038514038,3.113
20,20,0.7705478734143567,0.0024879225343885864,1.8979838065789414,0.5701974328543997,0.045917890892942834,0.15668260405122383,3.136
19,19,0.980800174741639,0.0036500905731427177,2.203523035446879,0.7857240198933466,0.04014757776307102,0.16418553000201075,3.14
26,26,0.835881628986585,0.0028532403983107754,2.3699412133572864,0.6039112115595344,0.04695387075641359,0.17250155837037418,3.151
37,37,1.0415682076317925,0.003713871683243223,1.8416066406951053,0.6247941874351501,0.030322293497869128,0.1507445674878185,3.167
4,4,0.9863084381342113,0.0025084102852307643,2.324880508995936,0.7088948222110526,0.031042852992032816,0.16225749548092488,3.17
13,13,0.9281250987021905,0.0033872347431950006,1.7768430700461817,0.8447478512377271,0.04639442093220961,0.16036075766522695,3.187
3,3,0.9967589943319746,0.003100139631435209,1.7493265796280306,0.5901415964393797,0.04816539204191839,0.16990706103677714,3.24
23,23,0.754137668775899,0.003288239907713739,2.1133304502819916,0.6640591795323364,0.03644244704470223,0.16693966677247166,3.245
34,34,0.9504398486849233,0.0031346731703589736,2.1783582103426484,0.797339849740667,0.0422121416383904,0.17659727405704484,3.279
41,41,0.8473449183525881,0.0027474062035132358,2.014241616656247,0.7922814310375315,0.0418753308789632,0.17155681354790592,3.288
5,5,1.0168114336459961,0.0026403408603339006,2.257726324446298,0.64036420823402,0.03557291259333151,0.17519093439427405,3.291
31,31,0.8942705847446193,0.002843738033013593,2.1422944689471004,0.7818345913190774,0.04722301759976037,0.18004155577931993,3.298
30,30,0.830688949978914,0.002980558844425456,1.646829024995028,0.5162385713824387,0.040780427519214665,0.1653036016930201,3.305
42,42,1.0326679704454826,0.002553401901440858,2.14977933141269,0.721271937776061,0.038129980151084285,0.17840258383151245,3.344
32,32,0.7265660720712943,0.0034738139123840508,2.2468801117963944,0.8102449940810168,0.04967459562525108,0.18282412080917437,3.366
48,48,0.918654244470086,0.0035214989389985123,2.3502078382254545,0.7584834108218553,0.03272205633713481,0.1840887612355411,3.422
21,21,0.9884021517108437,0.0030748142707131545,2.294715504758462,0.582315063628625,0.047859157022494506,0.20130218233679292,3.453
2,2,0.7878019594400354,0.0035833057588771484,2.230110206392996,0.6861912498782617,0.040912111783581784,0.19394203515890315,3.5
43,43,0.8541269635941926,0.002415445889744551,2.3424395305472947,0.7534741125812623,0.034198379795719935,0.1930043333392604,3.523
49,49,0.8749039940021897,0.0022856586010162622,1.8219165566564308,0.5188284998623461,0.043373634033097234,0.1901336003056394,3.527
6,6,1.0112667178973032,0.003179782260283132,2.175305301153792,0.7429463968356196,0.03183329283113781,0.18716779191819688,3.545
36,36,0.9392202296606176,0.003722566383178815,1.6267039417081637,0.8421172340879255,0.049409817521346655,0.1893074270060672,3.598
22,22,0.9648536702008104,0.0035037081978986466,2.0984976105148747,0.6385905721801007,0.03599175083687522,0.19889252128014578,3.65
14,14,0.8838969774043398,0.0034350887648577637,2.071850650156365,0.702014537845853,0.048697032100145435,0.21235969089087367,3.697
16,16,0.8873254478332999,0.0025892902598155815,1.793885476919137,0.6093608102837628,0.04121822671297523,0.20014155310026988,3.721
15,15,1.046337592327692,0.003351739121371561,1.6649468154063527,0.7652908020014244,0.03976888957905697,0.1956061230092601,3.765
33,33,1.054069849576858,0.0036658004709623675,2.311909730701087,0.6586193179327553,0.0465977908686766,0.22703163575280733,3.801
25,25,0.9585610940957769,0.0027720492002643233,2.275911307632788,0.5357408906430504,0.03680206027854378,0.21920769305753995,3.831
10,10,0.7474484141660831,0.0030149101761875754,2.130809545786171,0.7344811196350959,0.04299179302534302,0.21770362668239213,3.837
7,7,0.7822949088443781,0.0023193526362285098,1.8845832429109088,0.7001575497061967,0.033542376751226094,0.20339697280599606,3.848
44,44,1.0060704820710609,0.0023948153023356476,2.044565350194635,0.7298069859864857,0.03500515073701934,0.20942459371322933,3.855
27,27,0.8719997459684672,0.00320419119041508,1.9045253325992906,0.5585259208462925,0.037970359539845636,0.21124877247838317,3.857
24,24,0.7375265396303498,0.003398771613450819,1.949571637150798,0.6667311821273463,0.03305647603660236,0.20685140493795323,3.867
8,8,0.7941619752581103,0.002265161858926937,1.6910631904630162,0.8236601104812671,0.039477286524269,0.20559794708020138,3.934
