,set,Yxs,Yc02s,qs_max,Ks,m_s,lag,rmse
56,56,0.504269777429606,0.0027967321575881328,1.75830628272315,0.7257705318096904,0.00946011191384557,0.1735132933836129,2.76
2,2,0.4788754889274117,0.0027208653682434534,1.6734478349136201,0.7458987780541578,0.009595371767529415,0.17414057480647813,2.89
83,83,0.46256243767717214,0.003291842387953735,1.6624442725601734,0.7170484133227746,0.009636108279897651,0.17276699477030333,2.893
50,50,0.49596834998762385,0.0027841500781750988,1.7535043053622121,0.7127224639453965,0.00970976317771015,0.18006779489188576,2.908
68,68,0.4645279343842475,0.003214878177873861,1.6985513338406966,0.6786765524028348,0.009291516251746613,0.17640451212196817,2.919
14,14,0.4986120777835621,0.002863891004879385,1.6895573427348818,0.6360966416875586,0.009128764870600771,0.18069636456883312,2.955
23,23,0.4482873866487672,0.003012843802272398,1.7113478099522519,0.7074926617223982,0.009715270813348383,0.1774621227525546,2.972
13,13,0.4654886657130095,0.0031296656338585323,1.6274369869410084,0.747650665557724,0.009780621311794009,0.1750388000630504,2.974
32,32,0.43169646867968353,0.00326374372118375,1.7307650261531373,0.7122492478808814,0.009416527529789963,0.17630244485668556,2.983
72,72,0.44023728510025945,0.0029324442825742906,1.7491276096644057,0.7374422947843997,0.00973197113552666,0.1792828540114708,3.005
66,66,0.4499230277216977,0.0028806668817472156,1.6819065431263196,0.6675519557649624,0.009090988477309606,0.1788780937739513,3.011
60,60,0.45675449983926636,0.0032207761441018974,1.5067973421275176,0.6473324265773864,0.008978072774048837,0.1723023033272504,3.026
16,16,0.48064792358717845,0.003178427914922003,1.459559420136182,0.6639503093695343,0.009450237956822982,0.1729585882909755,3.049
21,21,0.49502231129366586,0.002729614717223717,1.4838503701171764,0.6143904405523888,0.009237652504083975,0.1759285081999325,3.053
70,70,0.45234722256483023,0.00329684039947535,1.716545339325965,0.6810075531623969,0.0092220234916806,0.18290342118096034,3.057
37,37,0.5052966392758605,0.0031879511378839973,1.5364374515640002,0.7434604844862006,0.009256567924039791,0.1770748449453361,3.059
