,set,Yxs,Yc02s,qs_max,Ks,m_s,lag,rmse
15,15,0.8309799857087792,0.005664270120199919,1.7196188888665829,0.7855605148113731,0.030089891718355535,0.0,2.731
12,12,0.8694130782815882,0.0037582102675685213,1.677353884055125,0.8374763209446947,0.034636514674113716,0.0,2.733
20,20,0.8068038802438133,0.005187363123184043,2.020370862992939,0.5870936809109732,0.0322358338751279,0.0,2.734
4,4,0.8744732913447588,0.005319700382240696,2.03203853738834,0.6480504338910837,0.03936692648250941,0.0,2.734
41,41,0.8981682348455288,0.005983797889004304,2.1556069908696873,0.6011792633436959,0.03607867865852929,0.0,2.737
33,33,0.9443477852048404,0.0060364778893439,1.7950223515622092,0.8325609105135225,0.0435026983150185,0.0,2.737
22,22,0.9398805698266699,0.005556116990566474,2.130666094690805,0.778717010732511,0.041344523689704565,0.0,2.738
0,0,0.9648907174160731,0.006092151307911704,1.8085692981586905,0.7153521122250178,0.0490717542293728,0.0,2.739
1,1,0.9077630352443931,0.005356913885417961,2.201461529095712,0.5140100278623241,0.04573788021069046,0.0,2.739
5,5,0.8225180919932082,0.004558062489053608,1.7259490618662243,0.8028977670559732,0.036692887214972866,0.0,2.739
17,17,0.9916996164999012,0.005449982540996261,1.6311830676464605,0.6437391355512908,0.04730113076110963,0.0,2.741
46,46,0.7660093326236594,0.005715510278451552,1.8464953420910355,0.6357382078281798,0.030493163672997616,0.0,2.743
47,47,0.999676896443791,0.004965634866571729,2.0890183632318284,0.7680768310902368,0.04617914942766241,0.0,2.744
48,48,0.8870824384335798,0.0039320751077802875,2.268045128734916,0.6768441153662194,0.046477905779567244,0.0,2.745
10,10,0.845142038300925,0.005241718721770617,1.8258232595860178,0.7477290005568098,0.04196169016102013,0.0,2.745
21,21,0.9200853067237376,0.003979443633781975,1.6713367134473285,0.7902583709423244,0.04976007598030059,0.0,2.745
14,14,0.9484414366885767,0.004670301525393615,2.2526793436489867,0.7243568411426468,0.03880057643101403,0.0,2.746
3,3,0.8839780963638233,0.004119928624383778,1.8851193528026557,0.8274909120614693,0.04680967847794807,0.0,2.746
40,40,0.9182899207272681,0.005061720604965146,1.8958030265712331,0.7965615874293293,0.034153818860233394,0.0,2.747
36,36,0.9005262968984664,0.005758646493287577,2.331920123364065,0.7401404233731321,0.0314221308048693,0.0,2.748
34,34,0.7931632909254177,0.0043792945473787636,1.7614935321034124,0.6262616006020306,0.037100111514877784,0.0,2.75
9,9,1.0087184252429062,0.004705790556166346,1.6956544905230466,0.8218000661901091,0.044507448835858644,0.0,2.75
44,44,0.8594875979065035,0.005926976771657995,2.350604896856227,0.6643841667139188,0.04557012457763773,0.0,2.751
7,7,0.8120474724773417,0.004292589882633274,2.372535475295965,0.5202401495517504,0.040378295156271976,0.0,2.753
42,42,1.0613675746398945,0.004928462679396625,2.3110925792941037,0.6880130288483675,0.049559544461667174,0.0,2.754
49,49,0.8434702288794039,0.004830678423943858,2.16640472254135,0.527066682745676,0.04512125230893761,0.0,2.755
26,26,0.9857166876330197,0.005463646043716516,2.2277310245807325,0.6135599108788892,0.03964426003178431,0.0,2.759
2,2,0.8563007746546062,0.005605528337749632,1.6269568937312198,0.555887308800403,0.04760302294005889,0.0,2.759
39,39,0.956213783965827,0.004887499524250459,2.0078546079357418,0.5439321454409375,0.03599784174062942,0.0,2.759
31,31,0.9287513816602139,0.0038198376709078466,2.3233071519900763,0.7297081927393951,0.031827662950412276,0.0,2.762
38,38,0.8020619063905989,0.00476822266511161,2.113703162650405,0.6550736996751995,0.04210699430123363,0.0,2.764
16,16,0.7713133727781467,0.003878004390350101,2.2205628063855087,0.6714854486150098,0.0381143069649852,0.0,2.766
25,25,1.016149634338331,0.0040943180978135025,1.8656521550258658,0.750936650073368,0.0408963902355199,0.0,2.768
30,30,0.8342418864206885,0.005004407071216971,2.1396450107653706,0.8454232207507568,0.04800066619844954,0.0,2.771
11,11,1.0075473178602952,0.004030064635855302,1.8418947453441634,0.7067202040928702,0.03853488040849782,0.0,2.776
29,29,0.7364276706225213,0.006101657487178204,1.7810960392287918,0.7608121107874755,0.03559909952686529,0.0,2.78
37,37,0.7860805876366841,0.004153170837219713,2.0747870448501455,0.7075908683266973,0.0440372748710414,0.0,2.783
13,13,0.7792732278714988,0.005849994444262499,1.654196938445806,0.6082315104102307,0.043927619829403484,0.0,2.787
45,45,0.7623453084939267,0.005294160824788528,1.7481810559333548,0.5351066512765933,0.04243663898418766,0.0,2.792
27,27,0.9806534689638231,0.00619347416615286,2.04064481367478,0.5817107922975231,0.032568429850527256,0.0,2.796
32,32,0.7440703702697773,0.004347474257739705,2.1902676550194506,0.6821039349101197,0.040537546780426634,0.0,2.797
43,43,0.9701020505224733,0.00588383052730516,2.291166612305831,0.544529151862261,0.030879491110246148,0.0,2.799
