,set,Yxs,Yc02s,qs_max,Ks,m_s,lag,rmse
77,77,0.45721054128279426,0.0009402263986714224,2.0425618801051972,0.6558126424114737,0.009502594318290035,0.21108262411020165,2.376
86,86,0.5216722120249819,0.0010935161880226238,1.863940281385822,0.7645539087690756,0.009591427771075025,0.19300356207126534,2.379
6,6,0.44523625749710055,0.0009513859141292864,2.083453090805236,0.7585922949289918,0.00936403763373042,0.21275463535811648,2.387
10,10,0.5016175297297193,0.0012066630839466113,1.8602980699215186,0.7035330029605872,0.009328158585950326,0.1985569296014779,2.414
91,91,0.5240624700392253,0.0010885521238208763,1.803339629373255,0.7183794037443241,0.00919666124992614,0.19226665550258054,2.415
60,60,0.4434534375556835,0.0011003901979459605,1.9041495955766956,0.6116525124893323,0.009029845717638586,0.2101344742885533,2.424
75,75,0.5084581595849934,0.0012582079040648572,1.8180123851948333,0.6340128320177469,0.008990334777983135,0.1976200116118126,2.436
53,53,0.43711437650833246,0.0010659599564925,1.8025879373993865,0.733001013111135,0.008953096117076504,0.20542226923563317,2.453
76,76,0.4855445340350796,0.0012032250117973479,2.0070743254955823,0.7241121903634754,0.009092644977720058,0.2087604282056964,2.462
36,36,0.5527580669346054,0.0012122708423463473,2.152687744045916,0.7408206839958453,0.009507159665587205,0.20181542144670728,2.469
4,4,0.5642771729085251,0.0009523267749215836,2.019609117689237,0.7812000780603572,0.009855652349705752,0.19533408734853575,2.474
59,59,0.5132402569378811,0.001179577366550088,1.9824239625550644,0.5846862526422612,0.009601680680516816,0.20753687657352737,2.49
35,35,0.4411738895165781,0.0011521949032613826,1.9474224933244813,0.5853251030930128,0.009481044920200455,0.21721180665853349,2.491
7,7,0.5660838800143979,0.0012419788631655832,2.145382445157466,0.6577248178548059,0.009404948297209073,0.20116869145252217,2.5
27,27,0.46135080660795963,0.0011363529245867132,1.9989146689521236,0.6959053554547447,0.00984140760494705,0.21607349930436517,2.509
22,22,0.46861715230195633,0.0009696929681254503,1.9628734416771414,0.5964984946457825,0.009140850307170479,0.2148269243014798,2.514
92,92,0.5021553761165257,0.0010598946801901761,2.117791709692517,0.6867108759303389,0.00934769416789236,0.21411287865507658,2.519
32,32,0.48689630548097723,0.0010614212833328846,2.1125618335172507,0.6228007562004487,0.00937953952369199,0.2178660599675189,2.521
49,49,0.4660028942094405,0.0009949269050086012,1.652300344808683,0.6673472582004013,0.009548487821450244,0.20101362283524352,2.527
72,72,0.46743947313603434,0.0010839269568944962,1.747647019841808,0.5944497179287997,0.009297866687209591,0.20695592623574155,2.535
78,78,0.5541208970710005,0.0009832445927059127,1.7320123977202249,0.6917223992524901,0.009472842882359798,0.19181510307470678,2.555
47,47,0.5154215274517353,0.0012111188739071372,2.1642876752655624,0.609305437080602,0.00963251354675607,0.2187622758726993,2.59
84,84,0.5693390252601844,0.001153889705741792,1.8313451730465147,0.6741038233002448,0.009565246652350652,0.196563917981762,2.626
37,37,0.5585232000222938,0.0012299999542202758,1.685880658754039,0.6809311331525015,0.008958402094638765,0.19332821592227195,2.649
66,66,0.5416757974790335,0.0010286332566744312,1.6506037876448367,0.7131898856140497,0.009058059993647281,0.1948164364817868,2.652
62,62,0.49348019108830876,0.001249629011384244,1.677914275905655,0.6624643173393223,0.009569440370695554,0.20567971835887439,2.656
61,61,0.5301094002438984,0.000990351275602072,2.104813922633933,0.7594634483953477,0.009792915996757823,0.21670763585470934,2.679
20,20,0.49469285211378855,0.0011056594303426944,1.847368277315205,0.5890770760193417,0.009359453277287677,0.21581273838615395,2.685
2,2,0.5269604815130123,0.0009458081329577308,1.8835303235439191,0.7710187651984877,0.009079250451350865,0.20911083641166586,2.701
56,56,0.5448291190422676,0.0009614440116282927,1.9682265640464798,0.6007775118184002,0.009113395378957584,0.21207887279725687,2.716
15,15,0.529510701268033,0.0010013467832386688,2.099338750375519,0.6908695177381539,0.009272041016138564,0.21905215446350126,2.717
41,41,0.4975737222045208,0.0011119457090870586,1.8138556708095632,0.7506884954056983,0.009210508976026686,0.2135977970819409,2.731
80,80,0.5403040782232469,0.0009797859169953006,1.8356976751098821,0.6306950404308053,0.009175935861118652,0.20850498431880843,2.732
23,23,0.5060206774295529,0.0011893803539130908,1.908041633560003,0.6191254029198509,0.009552613239173691,0.2194428959411346,2.743
98,98,0.5468714564373003,0.0009918335792979444,1.712843890656944,0.6145158784217304,0.009493742500819505,0.20424044162249272,2.759
85,85,0.5376215126729356,0.001071379338359041,1.6751882490909527,0.6122476340000981,0.009007401986794788,0.20650863422718135,2.81
82,82,0.5491266191838059,0.001258414231740064,1.7899333113726354,0.7550770180760666,0.009745138180787401,0.21074724768070377,2.856
8,8,0.5547846408664155,0.0011842004118500524,1.8495709008033658,0.6216171925594164,0.009761574042007498,0.21527504633616645,2.879
50,50,0.5726373738673762,0.0009429621605279444,1.7413436271682805,0.6290861491583544,0.009280832088236076,0.21173649814030365,2.978
