Date;Time;pO₂ Value (pO₂)
Jun 2, 2023;8:36:23 AM;-0,24
Jun 2, 2023;8:36:23 AM;-0,24
Jun 2, 2023;8:36:31 AM;-0,24
Jun 2, 2023;8:36:39 AM;-0,21
Jun 2, 2023;8:36:46 AM;-0,13
Jun 2, 2023;8:36:53 AM;-0,01
Jun 2, 2023;8:37:00 AM;0,10
Jun 2, 2023;8:37:07 AM;0,16
Jun 2, 2023;8:37:14 AM;0,23
Jun 2, 2023;8:37:21 AM;0,23
Jun 2, 2023;8:37:28 AM;0,25
Jun 2, 2023;8:37:35 AM;0,19
Jun 2, 2023;8:37:42 AM;0,14
Jun 2, 2023;8:37:49 AM;0,06
Jun 2, 2023;8:37:56 AM;0,05
Jun 2, 2023;8:38:03 AM;-0,09
Jun 2, 2023;8:38:10 AM;-0,06
Jun 2, 2023;8:38:17 AM;-0,17
Jul 11, 2023;10:53:59 PM;0,03
Jul 11, 2023;10:54:06 PM;0,06
Jul 11, 2023;10:54:20 PM;0,23
Jul 11, 2023;10:54:27 PM;0,20
Jul 11, 2023;10:54:34 PM;0,17
Jul 11, 2023;10:54:41 PM;0,11
Jul 11, 2023;10:54:48 PM;0,09
Jul 11, 2023;10:54:55 PM;0,11
Jul 11, 2023;10:55:16 PM;0,10
Jul 11, 2023;10:55:23 PM;0,09
Jul 11, 2023;10:55:30 PM;0,07
Jul 11, 2023;10:55:37 PM;0,10
Jul 11, 2023;10:55:45 PM;0,08
Jul 11, 2023;10:55:51 PM;0,09
Jul 11, 2023;10:55:58 PM;0,09
Jul 11, 2023;10:56:05 PM;0,05
Jul 11, 2023;10:56:19 PM;0,06
Jul 11, 2023;10:56:40 PM;0,08
Jul 11, 2023;10:56:47 PM;0,14
Jul 11, 2023;10:57:15 PM;0,11
Jul 11, 2023;10:57:22 PM;0,08
Jul 11, 2023;10:57:36 PM;0,14
Jul 11, 2023;10:57:44 PM;0,09
Jul 11, 2023;10:58:11 PM;0,12
Jul 11, 2023;10:58:32 PM;0,14
Jul 11, 2023;10:58:39 PM;0,15
Jul 11, 2023;10:58:46 PM;0,09
Jul 11, 2023;10:59:00 PM;0,16
Jul 11, 2023;10:59:21 PM;0,06
Jul 11, 2023;10:59:28 PM;0,18
Jul 11, 2023;10:59:42 PM;0,14
Jul 11, 2023;11:00:05 PM;0,08
Jul 11, 2023;11:00:12 PM;0,15
Jul 11, 2023;11:00:19 PM;0,11
Jul 11, 2023;11:00:26 PM;0,14
Jul 11, 2023;11:00:33 PM;0,11
Jul 11, 2023;11:00:40 PM;0,14
Jul 11, 2023;11:00:47 PM;0,14
Jul 11, 2023;11:01:08 PM;0,17
Jul 11, 2023;11:01:15 PM;0,17
Jul 11, 2023;11:01:36 PM;0,24
Jul 11, 2023;11:01:43 PM;0,16
Jul 11, 2023;11:01:50 PM;0,20
Jul 11, 2023;11:01:57 PM;0,18
Jul 11, 2023;11:02:04 PM;0,13
Jul 11, 2023;11:02:11 PM;0,13
Jul 11, 2023;11:02:18 PM;0,16
Jul 11, 2023;11:02:25 PM;0,18
Jul 11, 2023;11:02:39 PM;0,12
Jul 11, 2023;11:02:46 PM;0,15
Jul 11, 2023;11:02:53 PM;0,19
Jul 11, 2023;11:03:00 PM;0,17
Jul 11, 2023;11:03:07 PM;0,20
Jul 11, 2023;11:03:14 PM;0,17
Jul 11, 2023;11:03:28 PM;0,15
Jul 11, 2023;11:03:42 PM;0,13
Jul 11, 2023;11:03:49 PM;0,20
Jul 11, 2023;11:04:03 PM;0,16
Jul 11, 2023;11:04:17 PM;0,14
Jul 11, 2023;11:04:24 PM;0,19
Jul 11, 2023;11:04:31 PM;0,20
Jul 11, 2023;11:04:38 PM;0,20
Jul 11, 2023;11:05:14 PM;0,15
Jul 11, 2023;11:05:27 PM;0,15
Jul 11, 2023;11:05:41 PM;0,17
Jul 11, 2023;11:05:55 PM;0,14
Jul 11, 2023;11:06:23 PM;0,20
Jul 11, 2023;11:06:37 PM;0,21
Jul 11, 2023;11:06:58 PM;0,13
Jul 11, 2023;11:07:05 PM;0,24
Jul 11, 2023;11:07:12 PM;0,17
Jul 11, 2023;11:07:26 PM;0,18
Jul 11, 2023;11:07:34 PM;0,22
Jul 11, 2023;11:07:47 PM;0,17
Jul 11, 2023;11:08:01 PM;0,23
Jul 11, 2023;11:08:09 PM;0,19
Jul 11, 2023;11:08:15 PM;0,21
Jul 11, 2023;11:08:22 PM;0,19
Jul 11, 2023;11:08:36 PM;0,19
Jul 11, 2023;11:08:43 PM;0,23
Jul 11, 2023;11:08:50 PM;0,24
Jul 11, 2023;11:08:57 PM;0,23
Jul 11, 2023;11:09:18 PM;0,20
Jul 11, 2023;11:09:25 PM;0,22
Jul 11, 2023;11:09:32 PM;0,23
Jul 11, 2023;11:09:39 PM;0,22
Jul 11, 2023;11:09:53 PM;0,26
Jul 11, 2023;11:10:07 PM;0,20
Jul 11, 2023;11:10:28 PM;0,22
Jul 11, 2023;11:10:35 PM;0,21
Jul 11, 2023;11:10:42 PM;0,29
Jul 11, 2023;11:11:03 PM;0,23
Jul 11, 2023;11:11:31 PM;0,23
Jul 11, 2023;11:11:45 PM;0,18
Jul 11, 2023;11:12:06 PM;0,25
Jul 11, 2023;11:12:20 PM;0,18
Jul 11, 2023;11:12:27 PM;0,24
Jul 11, 2023;11:12:35 PM;0,16
Jul 11, 2023;11:12:55 PM;0,22
Jul 11, 2023;11:13:23 PM;0,33
Jul 11, 2023;11:14:33 PM;0,45
Jul 11, 2023;11:15:01 PM;0,47
Jul 11, 2023;11:15:08 PM;0,48
Jul 11, 2023;11:15:15 PM;0,48
Jul 11, 2023;11:15:22 PM;0,51
Jul 11, 2023;11:15:43 PM;0,55
Jul 11, 2023;11:15:50 PM;0,53
Jul 11, 2023;11:15:57 PM;0,47
Jul 11, 2023;11:16:04 PM;0,47
Jul 11, 2023;11:16:25 PM;0,49
Jul 11, 2023;11:16:32 PM;0,47
Jul 11, 2023;11:16:46 PM;0,50
Jul 11, 2023;11:17:00 PM;0,51
Jul 11, 2023;11:17:07 PM;0,50
Jul 11, 2023;11:17:14 PM;0,48
Jul 11, 2023;11:17:21 PM;0,52
Jul 11, 2023;11:17:28 PM;0,48
Jul 11, 2023;11:17:35 PM;0,52
Jul 11, 2023;11:17:42 PM;0,49
Jul 11, 2023;11:17:56 PM;0,55
Jul 11, 2023;11:18:17 PM;0,55
Jul 11, 2023;11:18:31 PM;0,51
Jul 11, 2023;11:18:39 PM;0,50
Jul 11, 2023;11:18:45 PM;0,50
Jul 11, 2023;11:18:52 PM;0,47
Jul 11, 2023;11:19:00 PM;0,55
Jul 11, 2023;11:19:06 PM;0,48
Jul 11, 2023;11:19:14 PM;0,47
Jul 11, 2023;11:19:27 PM;0,46
Jul 11, 2023;11:19:41 PM;0,46
Jul 11, 2023;11:19:48 PM;0,48
Jul 11, 2023;11:20:02 PM;0,54
Jul 11, 2023;11:20:31 PM;0,50
Jul 11, 2023;11:20:51 PM;0,49
Jul 11, 2023;11:21:05 PM;0,49
Jul 11, 2023;11:21:12 PM;0,48
Jul 11, 2023;11:21:19 PM;0,51
Jul 11, 2023;11:21:33 PM;0,44
Jul 11, 2023;11:21:40 PM;0,45
Jul 11, 2023;11:21:47 PM;0,44
Jul 11, 2023;11:21:54 PM;0,49
Jul 11, 2023;11:22:01 PM;0,48
Jul 11, 2023;11:22:22 PM;0,47
Jul 11, 2023;11:22:29 PM;0,50
Jul 11, 2023;11:22:43 PM;0,53
Jul 11, 2023;11:22:57 PM;0,45
Jul 11, 2023;11:23:18 PM;0,49
Jul 11, 2023;11:23:39 PM;0,44
Jul 11, 2023;11:24:00 PM;0,51
Jul 11, 2023;11:24:07 PM;0,47
Jul 11, 2023;11:24:14 PM;0,49
Jul 11, 2023;11:24:21 PM;0,47
Jul 11, 2023;11:24:29 PM;0,46
Jul 11, 2023;11:24:35 PM;0,43
Jul 11, 2023;11:24:56 PM;0,50
Jul 11, 2023;11:25:03 PM;0,51
Jul 11, 2023;11:25:10 PM;0,45
Jul 11, 2023;11:25:24 PM;0,46
Jul 11, 2023;11:25:31 PM;0,44
Jul 11, 2023;11:25:38 PM;0,51
Jul 11, 2023;11:25:59 PM;0,45
Jul 11, 2023;11:26:06 PM;0,49
Jul 11, 2023;11:26:13 PM;0,46
Jul 11, 2023;11:26:27 PM;0,46
Jul 11, 2023;11:26:48 PM;0,44
Jul 11, 2023;11:27:02 PM;0,52
Jul 11, 2023;11:27:24 PM;0,45
Jul 11, 2023;11:27:30 PM;0,53
Jul 11, 2023;11:27:37 PM;0,49
Jul 11, 2023;11:28:05 PM;0,52
Jul 11, 2023;11:28:12 PM;0,44
Jul 11, 2023;11:28:19 PM;0,44
Jul 11, 2023;11:28:40 PM;0,44
Jul 11, 2023;11:28:47 PM;0,47
Jul 11, 2023;11:28:54 PM;0,44
Jul 11, 2023;11:29:08 PM;0,46
Jul 11, 2023;11:29:15 PM;0,47
Jul 11, 2023;11:29:22 PM;0,45
Jul 11, 2023;11:29:44 PM;0,44
Jul 11, 2023;11:29:50 PM;0,46
Jul 11, 2023;11:29:57 PM;0,48
Jul 11, 2023;11:30:04 PM;0,39
Jul 11, 2023;11:30:11 PM;0,53
Jul 11, 2023;11:30:33 PM;0,45
Jul 11, 2023;11:30:46 PM;0,44
Jul 11, 2023;11:30:53 PM;0,40
Jul 11, 2023;11:31:07 PM;0,47
Jul 11, 2023;11:31:21 PM;0,42
Jul 11, 2023;11:31:28 PM;0,45
Jul 11, 2023;11:31:35 PM;0,44
Jul 11, 2023;11:31:42 PM;0,47
Jul 11, 2023;11:31:56 PM;0,48
Jul 11, 2023;11:32:03 PM;0,41
Jul 11, 2023;11:32:10 PM;0,48
Jul 11, 2023;11:32:17 PM;0,45
Jul 11, 2023;11:32:31 PM;0,45
Jul 11, 2023;11:32:38 PM;0,44
Jul 11, 2023;11:32:45 PM;0,45
Jul 11, 2023;11:32:52 PM;0,42
Jul 11, 2023;11:33:41 PM;0,45
Jul 11, 2023;11:33:55 PM;0,42
Jul 11, 2023;11:34:16 PM;0,46
Jul 11, 2023;11:34:23 PM;0,45
Jul 11, 2023;11:34:30 PM;0,43
Jul 11, 2023;11:34:38 PM;0,49
Jul 11, 2023;11:34:44 PM;0,50
Jul 11, 2023;11:35:12 PM;0,51
Jul 11, 2023;11:35:33 PM;0,46
Jul 11, 2023;11:35:40 PM;0,45
Jul 11, 2023;11:35:47 PM;0,45
Jul 11, 2023;11:36:01 PM;0,50
Jul 11, 2023;11:36:08 PM;0,43
Jul 11, 2023;11:36:15 PM;0,49
Jul 11, 2023;11:36:29 PM;0,46
Jul 11, 2023;11:36:36 PM;0,51
Jul 11, 2023;11:36:43 PM;0,47
Jul 11, 2023;11:37:04 PM;0,50
Jul 11, 2023;11:37:18 PM;0,49
Jul 11, 2023;11:37:25 PM;0,48
Jul 11, 2023;11:37:32 PM;0,48
Jul 11, 2023;11:37:39 PM;0,46
Jul 11, 2023;11:37:46 PM;0,47
Jul 11, 2023;11:38:00 PM;0,52
Jul 11, 2023;11:38:07 PM;0,51
Jul 11, 2023;11:38:22 PM;0,46
Jul 11, 2023;11:38:29 PM;0,47
Jul 11, 2023;11:38:36 PM;0,44
Jul 11, 2023;11:38:43 PM;0,41
Jul 11, 2023;11:39:04 PM;0,43
Jul 11, 2023;11:39:11 PM;0,51
Jul 11, 2023;11:39:18 PM;0,47
Jul 11, 2023;11:39:25 PM;0,44
Jul 11, 2023;11:39:32 PM;0,46
Jul 11, 2023;11:39:39 PM;0,43
Jul 11, 2023;11:39:53 PM;0,43
Jul 11, 2023;11:40:00 PM;0,53
Jul 11, 2023;11:40:14 PM;0,49
Jul 11, 2023;11:40:36 PM;0,45
Jul 11, 2023;11:40:42 PM;0,49
Jul 11, 2023;11:40:49 PM;0,47
Jul 11, 2023;11:40:56 PM;0,49
Jul 11, 2023;11:41:17 PM;0,50
Jul 11, 2023;11:41:24 PM;0,47
Jul 11, 2023;11:41:31 PM;0,49
Jul 11, 2023;11:41:38 PM;0,52
Jul 11, 2023;11:41:45 PM;0,51
Jul 11, 2023;11:41:52 PM;0,43
Jul 11, 2023;11:42:06 PM;0,47
Jul 11, 2023;11:42:13 PM;0,54
Jul 11, 2023;11:42:27 PM;0,58
Jul 11, 2023;11:42:41 PM;0,45
Jul 11, 2023;11:42:48 PM;0,51
Jul 11, 2023;11:42:55 PM;0,52
Jul 11, 2023;11:43:02 PM;0,46
Jul 11, 2023;11:43:16 PM;0,50
Jul 11, 2023;11:43:23 PM;0,50
Jul 11, 2023;11:43:37 PM;0,50
Jul 11, 2023;11:43:51 PM;0,51
Jul 11, 2023;11:43:58 PM;0,49
Jul 11, 2023;11:44:12 PM;0,50
Jul 11, 2023;11:44:19 PM;0,47
Jul 11, 2023;11:44:26 PM;0,50
Jul 11, 2023;11:44:33 PM;0,51
Jul 11, 2023;11:44:47 PM;0,51
Jul 11, 2023;11:45:02 PM;0,47
Jul 11, 2023;11:45:08 PM;0,49
Jul 11, 2023;11:45:16 PM;0,49
Jul 11, 2023;11:45:22 PM;0,50
Jul 11, 2023;11:45:29 PM;0,52
Jul 11, 2023;11:45:36 PM;0,49
Jul 11, 2023;11:45:43 PM;0,48
Jul 11, 2023;11:46:11 PM;0,51
Jul 11, 2023;11:46:18 PM;0,52
Jul 11, 2023;11:46:25 PM;0,53
Jul 11, 2023;11:46:40 PM;0,44
Jul 11, 2023;11:46:46 PM;0,56
Jul 11, 2023;11:46:53 PM;0,53
Jul 11, 2023;11:47:00 PM;0,57
Jul 11, 2023;11:47:07 PM;0,47
Jul 11, 2023;11:47:14 PM;0,52
Jul 11, 2023;11:47:21 PM;0,52
Jul 11, 2023;11:47:28 PM;0,54
Jul 11, 2023;11:47:42 PM;0,51
Jul 11, 2023;11:47:49 PM;0,54
Jul 11, 2023;11:47:56 PM;0,56
Jul 11, 2023;11:48:03 PM;0,52
Jul 11, 2023;11:48:17 PM;0,49
Jul 11, 2023;11:48:38 PM;0,55
Jul 11, 2023;11:48:45 PM;0,50
Jul 11, 2023;11:48:52 PM;0,49
Jul 11, 2023;11:48:59 PM;0,48
Jul 11, 2023;11:49:06 PM;0,52
Jul 11, 2023;11:49:20 PM;0,49
Jul 11, 2023;11:49:27 PM;0,53
Jul 11, 2023;11:49:34 PM;0,52
Jul 11, 2023;11:49:41 PM;0,47
Jul 11, 2023;11:50:02 PM;0,52
Jul 11, 2023;11:50:10 PM;0,47
Jul 11, 2023;11:50:16 PM;0,54
Jul 11, 2023;11:50:37 PM;0,50
Jul 11, 2023;11:50:44 PM;0,55
Jul 11, 2023;11:50:51 PM;0,53
Jul 11, 2023;11:50:58 PM;0,47
Jul 11, 2023;11:51:05 PM;0,57
Jul 11, 2023;11:51:12 PM;0,54
Jul 11, 2023;11:51:19 PM;0,54
Jul 11, 2023;11:51:26 PM;0,54
Jul 11, 2023;11:51:54 PM;0,54
Jul 11, 2023;11:52:01 PM;0,54
Jul 11, 2023;11:52:15 PM;0,51
Jul 11, 2023;11:52:22 PM;0,57
Jul 11, 2023;11:52:29 PM;0,53
Jul 11, 2023;11:52:36 PM;0,54
Jul 11, 2023;11:52:43 PM;0,59
Jul 11, 2023;11:53:04 PM;0,53
Jul 11, 2023;11:53:11 PM;0,54
Jul 11, 2023;11:53:18 PM;0,56
Jul 11, 2023;11:53:25 PM;0,56
Jul 11, 2023;11:53:32 PM;0,56
Jul 11, 2023;11:53:39 PM;0,53
Jul 11, 2023;11:53:53 PM;0,52
Jul 11, 2023;11:54:01 PM;0,54
Jul 11, 2023;11:54:14 PM;0,55
Jul 11, 2023;11:54:28 PM;0,56
Jul 11, 2023;11:54:42 PM;0,63
Jul 11, 2023;11:54:50 PM;0,48
Jul 11, 2023;11:54:56 PM;0,51
Jul 11, 2023;11:55:03 PM;0,55
Jul 11, 2023;11:55:31 PM;0,58
Jul 11, 2023;11:55:38 PM;0,52
Jul 11, 2023;11:55:45 PM;0,56
Jul 11, 2023;11:55:52 PM;0,57
Jul 11, 2023;11:55:59 PM;0,60
Jul 11, 2023;11:56:20 PM;0,59
Jul 11, 2023;11:57:02 PM;0,51
Jul 11, 2023;11:57:09 PM;0,58
Jul 11, 2023;11:57:16 PM;0,53
Jul 11, 2023;11:57:23 PM;0,53
Jul 11, 2023;11:57:38 PM;0,54
Jul 11, 2023;11:57:44 PM;0,57
Jul 11, 2023;11:57:52 PM;0,55
Jul 11, 2023;11:58:12 PM;0,61
Jul 11, 2023;11:58:19 PM;0,58
Jul 11, 2023;11:58:40 PM;0,55
Jul 11, 2023;11:59:15 PM;0,52
Jul 11, 2023;11:59:29 PM;0,60
Jul 11, 2023;11:59:36 PM;0,60
Jul 11, 2023;11:59:44 PM;0,58
Jul 11, 2023;11:59:50 PM;0,60
Jul 11, 2023;11:59:57 PM;0,55
Jul 12, 2023;12:00:04 AM;0,59
Jul 12, 2023;12:00:18 AM;0,56
Jul 12, 2023;12:00:32 AM;0,53
Jul 12, 2023;12:00:40 AM;0,55
Jul 12, 2023;12:00:53 AM;0,51
Jul 12, 2023;12:01:07 AM;0,54
Jul 12, 2023;12:01:56 AM;0,58
Jul 12, 2023;12:02:03 AM;0,58
Jul 12, 2023;12:02:10 AM;0,57
Jul 12, 2023;12:02:17 AM;0,58
Jul 12, 2023;12:02:24 AM;0,59
Jul 12, 2023;12:02:31 AM;0,58
Jul 12, 2023;12:02:59 AM;0,61
Jul 12, 2023;12:03:06 AM;0,55
Jul 12, 2023;12:03:13 AM;0,56
Jul 12, 2023;12:03:27 AM;0,61
Jul 12, 2023;12:03:48 AM;0,59
Jul 12, 2023;12:03:55 AM;0,61
Jul 12, 2023;12:04:02 AM;0,59
Jul 12, 2023;12:04:10 AM;0,60
Jul 12, 2023;12:04:16 AM;0,59
Jul 12, 2023;12:04:24 AM;0,63
Jul 12, 2023;12:04:44 AM;0,59
Jul 12, 2023;12:04:51 AM;0,58
Jul 12, 2023;12:05:33 AM;0,61
Jul 12, 2023;12:05:40 AM;0,59
Jul 12, 2023;12:05:48 AM;0,57
Jul 12, 2023;12:05:54 AM;0,56
Jul 12, 2023;12:06:01 AM;0,62
Jul 12, 2023;12:06:08 AM;0,59
Jul 12, 2023;12:06:22 AM;0,66
Jul 12, 2023;12:06:29 AM;0,62
Jul 12, 2023;12:06:50 AM;0,60
Jul 12, 2023;12:06:57 AM;0,57
Jul 12, 2023;12:07:18 AM;0,59
Jul 12, 2023;12:07:32 AM;0,62
Jul 12, 2023;12:07:39 AM;0,67
Jul 12, 2023;12:07:46 AM;0,62
Jul 12, 2023;12:08:00 AM;0,65
Jul 12, 2023;12:08:21 AM;0,65
Jul 12, 2023;12:08:35 AM;0,59
Jul 12, 2023;12:09:17 AM;0,62
Jul 12, 2023;12:09:24 AM;0,58
Jul 12, 2023;12:09:52 AM;0,63
Jul 12, 2023;12:09:59 AM;0,63
Jul 12, 2023;12:10:06 AM;0,58
Jul 12, 2023;12:10:34 AM;0,60
Jul 12, 2023;12:10:48 AM;0,63
Jul 12, 2023;12:10:55 AM;0,65
Jul 12, 2023;12:11:02 AM;0,59
Jul 12, 2023;12:11:09 AM;0,66
Jul 12, 2023;12:11:16 AM;0,64
Jul 12, 2023;12:11:23 AM;0,63
Jul 12, 2023;12:11:37 AM;0,69
Jul 12, 2023;12:11:45 AM;0,66
Jul 12, 2023;12:11:51 AM;0,65
Jul 12, 2023;12:11:58 AM;0,62
Jul 12, 2023;12:12:05 AM;0,64
Jul 12, 2023;12:12:19 AM;0,59
Jul 12, 2023;12:12:26 AM;0,64
Jul 12, 2023;12:12:33 AM;0,66
Jul 12, 2023;12:12:47 AM;0,66
Jul 12, 2023;12:12:54 AM;0,64
Jul 12, 2023;12:13:01 AM;0,63
Jul 12, 2023;12:13:08 AM;0,62
Jul 12, 2023;12:13:22 AM;0,63
Jul 12, 2023;12:13:29 AM;0,59
Jul 12, 2023;12:13:43 AM;0,67
Jul 12, 2023;12:13:57 AM;0,66
Jul 12, 2023;12:14:04 AM;0,65
Jul 12, 2023;12:14:11 AM;0,61
Jul 12, 2023;12:14:18 AM;0,70
Jul 12, 2023;12:14:46 AM;0,67
Jul 12, 2023;12:14:53 AM;0,65
Jul 12, 2023;12:15:00 AM;0,62
Jul 12, 2023;12:15:14 AM;0,67
Jul 12, 2023;12:15:21 AM;0,66
Jul 12, 2023;12:15:28 AM;0,64
Jul 12, 2023;12:15:35 AM;0,63
Jul 12, 2023;12:15:49 AM;0,64
Jul 12, 2023;12:15:56 AM;0,62
Jul 12, 2023;12:16:03 AM;0,66
Jul 12, 2023;12:16:17 AM;0,69
Jul 12, 2023;12:16:31 AM;0,59
Jul 12, 2023;12:16:52 AM;0,64
Jul 12, 2023;12:17:06 AM;0,64
Jul 12, 2023;12:17:13 AM;0,67
Jul 12, 2023;12:17:20 AM;0,67
Jul 12, 2023;12:17:27 AM;0,68
Jul 12, 2023;12:17:34 AM;0,66
Jul 12, 2023;12:17:48 AM;0,62
Jul 12, 2023;12:18:02 AM;0,67
Jul 12, 2023;12:18:16 AM;0,60
Jul 12, 2023;12:18:23 AM;0,65
Jul 12, 2023;12:18:44 AM;0,74
Jul 12, 2023;12:18:51 AM;0,67
Jul 12, 2023;12:19:12 AM;0,67
Jul 12, 2023;12:19:26 AM;0,63
Jul 12, 2023;12:19:33 AM;0,66
Jul 12, 2023;12:19:47 AM;0,64
Jul 12, 2023;12:20:08 AM;0,68
Jul 12, 2023;12:20:15 AM;0,64
Jul 12, 2023;12:20:22 AM;0,70
Jul 12, 2023;12:20:30 AM;0,59
Jul 12, 2023;12:20:43 AM;0,62
Jul 12, 2023;12:20:57 AM;0,63
Jul 12, 2023;12:21:04 AM;0,61
Jul 12, 2023;12:21:11 AM;0,67
Jul 12, 2023;12:21:26 AM;0,68
Jul 12, 2023;12:21:39 AM;0,67
Jul 12, 2023;12:22:14 AM;0,69
Jul 12, 2023;12:22:28 AM;0,72
Jul 12, 2023;12:22:42 AM;0,68
Jul 12, 2023;12:22:56 AM;0,70
Jul 12, 2023;12:23:10 AM;0,69
Jul 12, 2023;12:23:17 AM;0,71
Jul 12, 2023;12:23:24 AM;0,64
Jul 12, 2023;12:23:31 AM;0,70
Jul 12, 2023;12:23:38 AM;0,72
Jul 12, 2023;12:23:45 AM;0,68
Jul 12, 2023;12:23:52 AM;0,65
Jul 12, 2023;12:23:59 AM;0,69
Jul 12, 2023;12:24:20 AM;0,67
Jul 12, 2023;12:24:27 AM;0,67
Jul 12, 2023;12:24:34 AM;0,71
Jul 12, 2023;12:24:41 AM;0,66
Jul 12, 2023;12:24:48 AM;0,65
Jul 12, 2023;12:25:09 AM;0,70
Jul 12, 2023;12:25:16 AM;0,70
Jul 12, 2023;12:25:23 AM;0,68
Jul 12, 2023;12:25:44 AM;0,71
Jul 12, 2023;12:25:58 AM;0,69
Jul 12, 2023;12:26:12 AM;0,67
Jul 12, 2023;12:26:26 AM;0,75
Jul 12, 2023;12:26:33 AM;0,73
Jul 12, 2023;12:26:54 AM;0,68
Jul 12, 2023;12:27:15 AM;0,75
Jul 12, 2023;12:27:36 AM;0,66
Jul 12, 2023;12:27:43 AM;0,70
Jul 12, 2023;12:27:50 AM;0,72
Jul 12, 2023;12:28:04 AM;0,75
Jul 12, 2023;12:28:18 AM;0,69
Jul 12, 2023;12:28:25 AM;0,67
Jul 12, 2023;12:28:32 AM;0,73
Jul 12, 2023;12:29:07 AM;0,69
Jul 12, 2023;12:29:28 AM;0,77
Jul 12, 2023;12:29:35 AM;0,71
Jul 12, 2023;12:29:43 AM;0,71
Jul 12, 2023;12:29:49 AM;0,71
Jul 12, 2023;12:29:56 AM;0,74
Jul 12, 2023;12:30:03 AM;0,73
Jul 12, 2023;12:30:24 AM;0,75
Jul 12, 2023;12:30:31 AM;0,69
Jul 12, 2023;12:30:46 AM;0,75
Jul 12, 2023;12:31:06 AM;0,74
Jul 12, 2023;12:31:13 AM;0,71
Jul 12, 2023;12:31:20 AM;0,70
Jul 12, 2023;12:31:41 AM;0,76
Jul 12, 2023;12:31:48 AM;0,73
Jul 12, 2023;12:32:02 AM;0,74
Jul 12, 2023;12:32:09 AM;0,73
Jul 12, 2023;12:32:16 AM;0,69
Jul 12, 2023;12:32:23 AM;0,73
Jul 12, 2023;12:32:37 AM;0,75
Jul 12, 2023;12:32:44 AM;0,72
Jul 12, 2023;12:32:51 AM;0,76
Jul 12, 2023;12:32:58 AM;0,74
Jul 12, 2023;12:33:06 AM;0,73
Jul 12, 2023;12:33:40 AM;0,74
Jul 12, 2023;12:33:54 AM;0,74
Jul 12, 2023;12:34:15 AM;0,69
Jul 12, 2023;12:34:29 AM;0,77
Jul 12, 2023;12:34:43 AM;0,71
Jul 12, 2023;12:34:50 AM;0,73
Jul 12, 2023;12:35:32 AM;0,75
Jul 12, 2023;12:35:53 AM;0,77
Jul 12, 2023;12:36:00 AM;0,77
Jul 12, 2023;12:36:14 AM;0,76
Jul 12, 2023;12:36:28 AM;0,72
Jul 12, 2023;12:36:36 AM;0,75
Jul 12, 2023;12:36:42 AM;0,78
Jul 12, 2023;12:36:49 AM;0,80
Jul 12, 2023;12:37:03 AM;0,79
Jul 12, 2023;12:37:11 AM;0,75
Jul 12, 2023;12:37:17 AM;0,78
Jul 12, 2023;12:37:24 AM;0,73
Jul 12, 2023;12:37:31 AM;0,73
Jul 12, 2023;12:37:38 AM;0,79
Jul 12, 2023;12:37:52 AM;0,72
Jul 12, 2023;12:37:59 AM;0,76
Jul 12, 2023;12:38:06 AM;0,76
Jul 12, 2023;12:38:27 AM;0,82
Jul 12, 2023;12:38:35 AM;0,73
Jul 12, 2023;12:38:41 AM;0,77
Jul 12, 2023;12:38:48 AM;0,78
Jul 12, 2023;12:39:02 AM;0,75
Jul 12, 2023;12:39:09 AM;0,79
Jul 12, 2023;12:39:16 AM;0,71
Jul 12, 2023;12:39:23 AM;0,76
Jul 12, 2023;12:39:30 AM;0,76
Jul 12, 2023;12:39:37 AM;0,75
Jul 12, 2023;12:39:44 AM;0,79
Jul 12, 2023;12:39:51 AM;0,78
Jul 12, 2023;12:39:58 AM;0,78
Jul 12, 2023;12:40:05 AM;0,77
Jul 12, 2023;12:40:12 AM;0,74
Jul 12, 2023;12:40:19 AM;0,78
Jul 12, 2023;12:40:33 AM;0,77
Jul 12, 2023;12:40:40 AM;0,75
Jul 12, 2023;12:40:55 AM;0,76
Jul 12, 2023;12:41:01 AM;0,78
Jul 12, 2023;12:41:08 AM;0,76
Jul 12, 2023;12:41:29 AM;0,77
Jul 12, 2023;12:41:57 AM;0,80
Jul 12, 2023;12:42:04 AM;0,83
Jul 12, 2023;12:42:19 AM;0,76
Jul 12, 2023;12:42:54 AM;0,81
Jul 12, 2023;12:43:01 AM;0,78
Jul 12, 2023;12:43:15 AM;0,79
Jul 12, 2023;12:43:36 AM;0,78
Jul 12, 2023;12:43:57 AM;0,87
Jul 12, 2023;12:44:32 AM;0,81
Jul 12, 2023;12:44:39 AM;0,81
Jul 12, 2023;12:44:47 AM;0,77
Jul 12, 2023;12:44:53 AM;0,82
Jul 12, 2023;12:45:14 AM;0,82
Jul 12, 2023;12:45:21 AM;0,85
Jul 12, 2023;12:45:42 AM;0,85
Jul 12, 2023;12:45:49 AM;0,87
Jul 12, 2023;12:45:56 AM;0,79
Jul 12, 2023;12:46:31 AM;0,82
Jul 12, 2023;12:46:38 AM;0,80
Jul 12, 2023;12:46:45 AM;0,82
Jul 12, 2023;12:47:06 AM;0,80
Jul 12, 2023;12:47:20 AM;0,83
Jul 12, 2023;12:47:41 AM;0,83
Jul 12, 2023;12:48:02 AM;0,82
Jul 12, 2023;12:48:09 AM;0,84
Jul 12, 2023;12:48:23 AM;0,84
