,set,qs,Yxs,qs_max,Ks,Ki,m_s,lag,rmse
119,39,2,0.3323839761667531,1.4219308316083792,14.3242105907615,4.873154086235457,0.04677029459087789,0.27125810025561353,6.042
107,35,2,0.3034936921104303,1.0303277240763296,6.677710649180253,2.7114427734991975,0.04826963188835276,0.22797033411326584,6.134
11,3,2,0.3313186303130951,1.0590932604975274,5.155583393058065,15.598968939792055,0.1253018531107999,0.3825718529636388,6.297
32,10,2,0.43554200024607265,1.4718943991744606,17.122855203016826,0.5973452503234918,0.1635843433271801,0.4453957745197548,6.322
86,28,2,0.3587145762306992,1.3357252510806155,16.452152591520502,17.20838618140396,0.12317187555673498,0.3389305777622373,6.342
92,30,2,0.3915416228599765,0.4225625479734857,1.1684848966709376,10.605271690630996,0.18091325920467538,0.16602300223211333,6.4
5,1,2,0.36347021379428646,1.4395593018896247,17.73421216229308,10.844347162152532,0.039282460567052334,0.19619995918194022,6.422
209,69,2,0.44788402554428497,1.2790877296908503,4.022159691578393,13.128853773022144,0.07513314252931397,0.558096623405561,6.494
17,5,2,0.4300001803716541,1.1374720570181882,13.54240836358507,10.288825110009771,0.06451292813650257,0.17842025692389057,6.512
158,52,2,0.4101068298756745,1.3004982252821558,4.891648758638657,1.4298210801060098,0.03482939799571702,0.5014171873894202,6.519
185,61,2,0.42874600787790407,1.1019227287327569,8.537202449463743,15.703503031044416,0.1751674080118566,0.5210922476278189,6.537
143,47,2,0.37879901877332073,1.0925196765180885,0.8563942340634138,5.747981951877849,0.1132166964116667,0.26847462769154185,6.612
110,36,2,0.32731006580454064,1.2206954023631775,8.177837205368832,7.274162658946872,0.09328124391001397,0.4762620741693263,6.613
164,54,2,0.47205957263133097,0.8702957700261169,18.722262418806096,12.5581214474628,0.11909624054805222,0.3181682000735319,6.638
26,8,2,0.42517816065510805,1.3854119941275462,5.6125881301418605,15.420955747664463,0.13359868416570472,0.6713475668961189,6.667
35,11,2,0.31541338278729814,1.0726616152496382,2.907203017000788,11.817974794447965,0.120241923427929,0.2546534034014889,6.691
140,46,2,0.3779894672329528,0.9198139214736122,0.3832870853956095,11.095206643269547,0.19723284538558072,0.7363927736039587,6.776
