,set,qs,Yxs,qs_max,Ks,Ki,m_s,lag,rmse
83,27,2,0.4884623746888273,1.0502128839427258,0.2965304302894013,2.2017567594336143,0.007886220944302252,0.225443289798766,4.634
38,12,2,0.39506634479638747,1.213465764871434,0.3305687799534169,3.482621376293425,0.005938489733290089,0.25107138110840566,4.659
167,55,2,0.45410554474609066,1.3082684378840688,0.920499233161327,10.697578058041843,0.003404895639315764,0.2870479192728913,4.849
194,64,2,0.42717210971422337,1.1318746226224787,0.8319606655604007,9.289718562074867,0.0031706682312070055,0.19680176231026478,4.85
284,94,2,0.39734407964408086,1.240139138766763,0.21822721280760912,12.092746584075815,0.0004158347003676315,0.2928516895860767,4.854
230,76,2,0.4656849115639301,0.9443800436768829,0.10926134262091436,5.054079575273787,0.009264827319119411,0.18399614894801844,4.873
101,33,2,0.35288413434543736,0.9284042454555408,0.03272452663433702,8.004848777392038,0.008675479142984638,0.2502553077345427,4.888
5,1,2,0.34608022237682995,1.4280882718639494,0.5281445992991605,8.323813680512416,0.0006615346824403315,0.3200109787541196,4.933
29,9,2,0.3621374173378169,1.0017598353259336,0.3948965079890075,15.627753808716372,0.006052293233135601,0.26522354683192256,4.934
140,46,2,0.45296525642277563,0.7719859069862329,0.8970439300267513,8.589419468276024,0.0018664959769118677,0.15339257312532625,4.995
218,72,2,0.46734781171382145,1.1738926456907355,0.060169440487811976,2.140399272092421,0.007554114614978183,0.3082407834410647,5.038
245,81,2,0.31391369189031243,0.8534521153621633,0.4731711881849669,13.196224223846613,0.002527210067467979,0.21907978779620205,5.121
143,47,2,0.3061422734996447,1.142209705107113,0.42596221206869456,6.63652558693508,0.009532996908180665,0.32200663307255645,5.269
179,59,2,0.4140115420116149,0.7569912473741748,0.5793576244984021,15.87382140027649,0.009899055299889003,0.24075561201852458,5.314
77,25,2,0.3491178772029387,1.4853005837417184,0.6594617299810759,1.3364279763693667,0.0030214422390601424,0.20367026792753015,5.741
26,8,2,0.3600510249215409,1.2295059903309535,0.6283775210110658,2.628515202967718,0.006298400428297851,0.17967477495362832,5.93
8,2,2,0.4777801517570729,1.283218819794395,0.9650729866590967,7.520513626729997,0.0008127862133169268,0.3935256680645061,6.049
275,91,2,0.4846987308046268,1.0148856805938287,0.35500216131906503,7.1140066283344865,0.005457239159226147,0.36517289811109704,6.059
266,88,2,0.44201209054433943,1.3575402652478985,0.9361615191804455,15.363413727117223,0.005174870074488176,0.43390069580529117,6.18
215,71,2,0.3676054285564333,1.3866267673634216,0.7414763742710295,11.447339473025943,0.004663231544734445,0.4598602453531177,6.226
242,80,2,0.4619406914389782,1.0736320711197047,0.3015603511303809,7.286662006158848,0.0024193009425244466,0.40846516424615636,6.405
281,93,2,0.3320758458395677,0.8184312170231527,0.020109313390701423,10.84182268790722,0.0028478677711975303,0.38138435941724586,6.767
146,48,2,0.4594406813991812,1.313770866050037,0.24670163218892457,4.870205447888221,0.00995363343754601,0.5177588897907766,6.792
59,19,2,0.39332786194910097,0.7906512121255637,0.4628167472638605,3.0107091941107686,0.005614376015137987,0.378530206033495,6.842
98,32,2,0.37247116061388447,1.0992913542526204,0.6300819346151861,6.829573726960475,0.003501038228343463,0.4726686941448194,6.853
89,29,2,0.3518873640451534,0.9878869927381904,0.792172742937274,3.8206668753486888,0.0002181619004252865,0.4419106100731741,6.927
14,4,2,0.32738887563036867,1.4167995640708888,0.8730171156816903,11.528643666114482,0.006768600432931806,0.5843959817986285,7.031
197,65,2,0.4803649172900206,1.475041348296179,0.20448267905642328,1.6331961229255791,0.0012913894080261036,0.5537632166642733,7.056
236,78,2,0.3712389872425835,0.6854904791504959,0.9066717245808215,14.683179625243008,0.0011502762632610221,0.3429577392710881,7.115
272,90,2,0.3754931193961254,0.5452714836618427,0.40737321829497763,5.611411177743367,0.001343254163472713,0.2777591277021386,7.156
92,30,2,0.38319432906329365,1.160793223493005,0.6049008558814245,12.954012819173723,0.0037390804068983823,0.14682790123967038,7.203
131,43,2,0.31484225623408457,1.038158341045941,0.8527580193139943,10.047415446070314,0.0010879404513515153,0.5001807728742184,7.233
212,70,2,0.47279907949675376,1.3330371831385022,0.5938161835872867,13.733351819957258,0.0084935988710792,0.5758719418969764,7.253
110,36,2,0.4287012853356735,0.5866520100196694,0.6151952104809867,13.767569643173418,0.005716813293186633,0.3324798552783275,7.304
17,5,2,0.4335091192917412,1.0422093322643247,0.9971382555689029,7.63091166287803,0.0016424270741479492,0.5087446625538805,7.373
113,37,2,0.3410449924926305,0.915935814933377,0.7547115145308954,7.414899952645583,0.004014981970704641,0.486574953327506,7.406
71,23,2,0.3916164347462883,1.4312881833600315,0.2599125561050462,15.526194054423222,0.0071991131785729,0.16311602768744404,7.47
239,79,2,0.40966128937846435,0.7045185046720279,0.8064520588640732,4.295498958609343,0.007227433300844877,0.4140118677354668,7.498
56,18,2,0.389550691584589,1.4529855152467166,0.9123227982888312,6.258166489651014,0.0003647739604149351,0.643799623166243,7.532
