Date;Time;Temperature Output
May 31, 2023;10:18:45 AM;3,95
May 31, 2023;10:18:50 AM;3,59
May 31, 2023;10:18:55 AM;3,76
May 31, 2023;10:19:00 AM;3,49
May 31, 2023;10:19:05 AM;2,99
May 31, 2023;10:19:10 AM;3,81
May 31, 2023;10:19:15 AM;3,46
May 31, 2023;10:19:20 AM;3,38
May 31, 2023;10:19:25 AM;3,17
May 31, 2023;10:19:30 AM;2,18
May 31, 2023;10:19:35 AM;2,34
May 31, 2023;10:19:45 AM;2,12
May 31, 2023;10:19:55 AM;0,00
May 31, 2023;10:20:10 AM;2,36
May 31, 2023;10:20:15 AM;0,00
May 31, 2023;10:20:20 AM;2,37
May 31, 2023;10:20:30 AM;2,42
May 31, 2023;10:20:35 AM;2,09
May 31, 2023;10:20:40 AM;2,14
May 31, 2023;10:20:45 AM;2,37
May 31, 2023;10:20:50 AM;2,49
May 31, 2023;10:20:55 AM;2,23
May 31, 2023;10:21:05 AM;2,49
May 31, 2023;10:21:10 AM;0,00
May 31, 2023;10:21:20 AM;2,29
May 31, 2023;10:21:25 AM;2,46
May 31, 2023;10:21:30 AM;2,76
May 31, 2023;10:21:35 AM;2,57
May 31, 2023;10:21:40 AM;0,00
May 31, 2023;10:21:45 AM;2,21
May 31, 2023;10:21:50 AM;2,33
May 31, 2023;10:21:55 AM;2,81
May 31, 2023;10:22:00 AM;2,68
May 31, 2023;10:22:05 AM;2,32
May 31, 2023;10:22:15 AM;2,06
May 31, 2023;10:22:20 AM;2,54
May 31, 2023;10:22:25 AM;2,38
May 31, 2023;10:22:30 AM;2,25
May 31, 2023;10:22:35 AM;2,37
May 31, 2023;10:22:40 AM;2,72
May 31, 2023;10:22:45 AM;2,53
May 31, 2023;10:22:50 AM;2,49
May 31, 2023;10:22:55 AM;2,33
May 31, 2023;10:23:00 AM;2,27
May 31, 2023;10:23:05 AM;2,42
May 31, 2023;10:23:10 AM;2,02
May 31, 2023;10:23:15 AM;2,04
May 31, 2023;10:23:20 AM;2,27
May 31, 2023;10:23:30 AM;2,01
May 31, 2023;10:23:40 AM;2,32
May 31, 2023;10:23:45 AM;2,06
May 31, 2023;10:23:50 AM;2,39
May 31, 2023;10:23:55 AM;2,46
May 31, 2023;10:24:05 AM;2,85
May 31, 2023;10:24:10 AM;2,58
May 31, 2023;10:24:15 AM;2,18
May 31, 2023;10:24:25 AM;2,37
May 31, 2023;10:24:30 AM;2,34
May 31, 2023;10:24:35 AM;2,88
May 31, 2023;10:24:40 AM;2,54
May 31, 2023;10:24:50 AM;2,85
May 31, 2023;10:24:55 AM;2,69
May 31, 2023;10:25:00 AM;2,45
May 31, 2023;10:25:05 AM;2,72
May 31, 2023;10:25:10 AM;2,84
May 31, 2023;10:25:15 AM;2,64
May 31, 2023;10:25:20 AM;2,51
May 31, 2023;10:25:30 AM;3,22
May 31, 2023;10:25:35 AM;2,33
May 31, 2023;10:25:45 AM;2,86
May 31, 2023;10:25:50 AM;3,30
May 31, 2023;10:26:00 AM;2,55
May 31, 2023;10:26:10 AM;2,80
May 31, 2023;10:26:15 AM;3,19
May 31, 2023;10:26:20 AM;2,82
May 31, 2023;10:26:25 AM;2,90
May 31, 2023;10:26:30 AM;2,69
May 31, 2023;10:26:35 AM;3,04
May 31, 2023;10:26:40 AM;2,77
May 31, 2023;10:26:45 AM;2,90
May 31, 2023;10:26:50 AM;2,77
May 31, 2023;10:26:55 AM;2,75
May 31, 2023;10:27:00 AM;2,73
May 31, 2023;10:27:05 AM;3,32
May 31, 2023;10:27:10 AM;2,45
May 31, 2023;10:27:15 AM;3,12
May 31, 2023;10:27:20 AM;2,86
May 31, 2023;10:27:25 AM;2,92
May 31, 2023;10:27:30 AM;3,33
May 31, 2023;10:27:35 AM;2,82
May 31, 2023;10:27:45 AM;2,86
May 31, 2023;10:27:50 AM;3,07
May 31, 2023;10:27:55 AM;2,93
May 31, 2023;10:28:05 AM;3,12
May 31, 2023;10:28:10 AM;2,82
May 31, 2023;10:28:15 AM;3,61
May 31, 2023;10:28:20 AM;2,86
May 31, 2023;10:28:30 AM;2,92
May 31, 2023;10:28:35 AM;2,88
May 31, 2023;10:28:40 AM;3,25
May 31, 2023;10:28:45 AM;3,73
May 31, 2023;10:28:55 AM;2,99
May 31, 2023;10:29:00 AM;3,41
May 31, 2023;10:29:05 AM;3,16
May 31, 2023;10:29:10 AM;3,43
May 31, 2023;10:29:15 AM;3,16
May 31, 2023;10:29:20 AM;2,81
May 31, 2023;10:29:25 AM;3,55
May 31, 2023;10:29:30 AM;3,20
May 31, 2023;10:29:35 AM;2,92
May 31, 2023;10:29:45 AM;3,19
May 31, 2023;10:29:55 AM;2,86
May 31, 2023;10:30:05 AM;2,87
May 31, 2023;10:30:10 AM;2,90
May 31, 2023;10:30:15 AM;2,36
May 31, 2023;10:30:20 AM;3,29
May 31, 2023;10:30:25 AM;3,41
May 31, 2023;10:30:30 AM;3,22
May 31, 2023;10:30:35 AM;2,59
May 31, 2023;10:30:40 AM;2,73
May 31, 2023;10:30:50 AM;3,45
May 31, 2023;10:30:55 AM;3,21
May 31, 2023;10:31:00 AM;3,25
May 31, 2023;10:31:05 AM;3,13
May 31, 2023;10:31:10 AM;3,29
May 31, 2023;10:31:15 AM;3,13
May 31, 2023;10:31:20 AM;3,56
May 31, 2023;10:31:25 AM;3,10
May 31, 2023;10:31:30 AM;2,88
May 31, 2023;10:31:35 AM;2,68
May 31, 2023;10:31:40 AM;3,52
May 31, 2023;10:31:45 AM;3,50
May 31, 2023;10:31:50 AM;3,56
May 31, 2023;10:32:00 AM;2,54
May 31, 2023;10:32:05 AM;3,26
May 31, 2023;10:32:10 AM;3,26
May 31, 2023;10:32:15 AM;3,10
May 31, 2023;10:32:20 AM;3,19
May 31, 2023;10:32:25 AM;3,59
May 31, 2023;10:32:35 AM;3,47
May 31, 2023;10:32:45 AM;3,06
May 31, 2023;10:32:50 AM;2,50
May 31, 2023;10:32:55 AM;3,45
May 31, 2023;10:33:00 AM;3,67
May 31, 2023;10:33:05 AM;3,21
May 31, 2023;10:33:15 AM;2,92
May 31, 2023;10:33:20 AM;3,10
May 31, 2023;10:33:25 AM;2,97
May 31, 2023;10:33:30 AM;3,08
May 31, 2023;10:33:35 AM;2,71
May 31, 2023;10:33:40 AM;2,88
May 31, 2023;10:33:45 AM;3,10
May 31, 2023;10:33:50 AM;3,24
May 31, 2023;10:33:55 AM;2,27
May 31, 2023;10:34:05 AM;3,38
May 31, 2023;10:34:10 AM;2,69
May 31, 2023;10:34:20 AM;2,92
May 31, 2023;10:34:25 AM;2,78
May 31, 2023;10:34:30 AM;3,07
May 31, 2023;10:34:40 AM;3,16
May 31, 2023;10:34:45 AM;3,43
May 31, 2023;10:34:50 AM;3,17
May 31, 2023;10:34:55 AM;2,90
May 31, 2023;10:35:00 AM;2,80
May 31, 2023;10:35:10 AM;3,47
May 31, 2023;10:35:15 AM;2,38
May 31, 2023;10:35:20 AM;3,01
May 31, 2023;10:35:25 AM;3,22
May 31, 2023;10:35:30 AM;3,36
May 31, 2023;10:35:35 AM;3,16
May 31, 2023;10:35:40 AM;2,33
May 31, 2023;10:35:45 AM;3,11
May 31, 2023;10:35:55 AM;2,41
May 31, 2023;10:36:00 AM;2,90
May 31, 2023;10:36:10 AM;2,84
May 31, 2023;10:36:15 AM;2,69
May 31, 2023;10:36:20 AM;2,53
May 31, 2023;10:36:25 AM;2,68
May 31, 2023;10:36:30 AM;3,20
May 31, 2023;10:36:35 AM;2,64
May 31, 2023;10:36:40 AM;3,03
May 31, 2023;10:36:45 AM;2,38
May 31, 2023;10:36:50 AM;2,36
May 31, 2023;10:36:55 AM;3,49
May 31, 2023;10:37:00 AM;2,62
May 31, 2023;10:37:05 AM;2,73
May 31, 2023;10:37:10 AM;2,33
May 31, 2023;10:37:15 AM;3,08
May 31, 2023;10:37:25 AM;3,08
May 31, 2023;10:37:30 AM;3,22
May 31, 2023;10:37:40 AM;2,53
May 31, 2023;10:37:45 AM;3,04
May 31, 2023;10:37:55 AM;2,78
May 31, 2023;10:38:05 AM;2,63
May 31, 2023;10:38:10 AM;3,26
May 31, 2023;10:38:15 AM;3,16
May 31, 2023;10:38:20 AM;3,03
May 31, 2023;10:38:25 AM;2,69
May 31, 2023;10:38:30 AM;2,88
May 31, 2023;10:38:35 AM;2,78
May 31, 2023;10:38:40 AM;2,42
May 31, 2023;10:38:45 AM;3,30
May 31, 2023;10:38:55 AM;3,55
May 31, 2023;10:39:00 AM;2,87
May 31, 2023;10:39:05 AM;2,77
May 31, 2023;10:39:10 AM;2,82
May 31, 2023;10:39:15 AM;3,25
May 31, 2023;10:39:20 AM;3,03
May 31, 2023;10:39:25 AM;2,84
May 31, 2023;10:39:30 AM;2,47
May 31, 2023;10:39:35 AM;2,37
May 31, 2023;10:39:40 AM;2,71
May 31, 2023;10:39:45 AM;2,72
May 31, 2023;10:39:50 AM;2,71
May 31, 2023;10:39:55 AM;2,63
May 31, 2023;10:40:00 AM;2,75
May 31, 2023;10:40:05 AM;2,77
May 31, 2023;10:40:10 AM;2,99
May 31, 2023;10:40:15 AM;2,50
May 31, 2023;10:40:20 AM;2,67
May 31, 2023;10:40:25 AM;2,80
May 31, 2023;10:40:30 AM;2,89
May 31, 2023;10:40:35 AM;2,64
May 31, 2023;10:40:40 AM;2,69
May 31, 2023;10:40:45 AM;2,98
May 31, 2023;10:40:50 AM;2,85
May 31, 2023;10:40:55 AM;2,57
May 31, 2023;10:41:00 AM;2,67
May 31, 2023;10:41:05 AM;3,04
May 31, 2023;10:41:10 AM;2,49
May 31, 2023;10:41:15 AM;2,99
May 31, 2023;10:41:20 AM;2,92
May 31, 2023;10:41:25 AM;3,30
May 31, 2023;10:41:30 AM;2,97
May 31, 2023;10:41:35 AM;2,92
May 31, 2023;10:41:40 AM;3,29
May 31, 2023;10:41:50 AM;3,03
May 31, 2023;10:41:55 AM;3,11
May 31, 2023;10:42:00 AM;2,47
May 31, 2023;10:42:10 AM;2,59
May 31, 2023;10:42:20 AM;2,77
May 31, 2023;10:42:25 AM;2,46
May 31, 2023;10:42:35 AM;2,72
May 31, 2023;10:42:40 AM;2,85
May 31, 2023;10:42:45 AM;3,26
May 31, 2023;10:42:50 AM;2,81
May 31, 2023;10:42:55 AM;2,72
May 31, 2023;10:43:00 AM;2,38
May 31, 2023;10:43:05 AM;2,29
May 31, 2023;10:43:10 AM;2,64
May 31, 2023;10:43:15 AM;2,60
May 31, 2023;10:43:20 AM;2,69
May 31, 2023;10:43:25 AM;2,90
May 31, 2023;10:43:30 AM;3,19
May 31, 2023;10:43:35 AM;2,95
May 31, 2023;10:43:40 AM;2,73
May 31, 2023;10:43:45 AM;2,85
May 31, 2023;10:43:50 AM;3,54
May 31, 2023;10:43:55 AM;3,07
May 31, 2023;10:44:00 AM;2,47
May 31, 2023;10:44:05 AM;3,19
May 31, 2023;10:44:15 AM;2,45
May 31, 2023;10:44:20 AM;2,16
May 31, 2023;10:44:25 AM;2,75
May 31, 2023;10:44:30 AM;2,68
May 31, 2023;10:44:35 AM;2,32
May 31, 2023;10:44:45 AM;2,16
May 31, 2023;10:44:50 AM;3,13
May 31, 2023;10:44:55 AM;2,87
May 31, 2023;10:45:05 AM;2,28
May 31, 2023;10:45:10 AM;2,87
May 31, 2023;10:45:15 AM;2,66
May 31, 2023;10:45:20 AM;3,12
May 31, 2023;10:45:25 AM;2,53
May 31, 2023;10:45:30 AM;3,15
May 31, 2023;10:45:35 AM;2,82
May 31, 2023;10:45:40 AM;3,30
May 31, 2023;10:45:45 AM;3,40
May 31, 2023;10:45:55 AM;3,08
May 31, 2023;10:46:00 AM;2,59
May 31, 2023;10:46:05 AM;3,10
May 31, 2023;10:46:15 AM;2,62
May 31, 2023;10:46:20 AM;0,00
May 31, 2023;10:46:25 AM;2,62
May 31, 2023;10:46:30 AM;3,20
May 31, 2023;10:46:40 AM;2,99
May 31, 2023;10:46:45 AM;2,53
May 31, 2023;10:46:50 AM;3,29
May 31, 2023;10:46:55 AM;2,86
May 31, 2023;10:47:00 AM;3,02
May 31, 2023;10:47:05 AM;2,58
May 31, 2023;10:47:10 AM;2,67
May 31, 2023;10:47:15 AM;2,81
May 31, 2023;10:47:20 AM;3,12
May 31, 2023;10:47:25 AM;2,58
May 31, 2023;10:47:30 AM;3,03
May 31, 2023;10:47:35 AM;2,92
May 31, 2023;10:47:45 AM;2,71
May 31, 2023;10:47:55 AM;3,08
May 31, 2023;10:48:00 AM;3,02
May 31, 2023;10:48:05 AM;2,55
May 31, 2023;10:48:15 AM;3,32
May 31, 2023;10:48:20 AM;3,33
May 31, 2023;10:48:30 AM;3,36
May 31, 2023;10:48:35 AM;2,71
May 31, 2023;10:48:45 AM;2,99
May 31, 2023;10:48:50 AM;2,92
May 31, 2023;10:48:55 AM;2,75
May 31, 2023;10:49:00 AM;2,99
May 31, 2023;10:49:05 AM;2,90
May 31, 2023;10:49:10 AM;2,37
May 31, 2023;10:49:15 AM;2,87
May 31, 2023;10:49:25 AM;2,80
May 31, 2023;10:49:30 AM;2,68
May 31, 2023;10:49:35 AM;3,30
May 31, 2023;10:49:40 AM;2,62
May 31, 2023;10:49:50 AM;2,69
May 31, 2023;10:49:55 AM;2,85
May 31, 2023;10:50:05 AM;2,99
May 31, 2023;10:50:10 AM;2,20
May 31, 2023;10:50:15 AM;3,12
May 31, 2023;10:50:20 AM;2,86
May 31, 2023;10:50:25 AM;3,16
May 31, 2023;10:50:30 AM;2,72
May 31, 2023;10:50:35 AM;2,43
May 31, 2023;10:50:40 AM;2,66
May 31, 2023;10:50:45 AM;2,68
May 31, 2023;10:50:50 AM;2,66
May 31, 2023;10:50:55 AM;2,68
May 31, 2023;10:51:00 AM;3,06
May 31, 2023;10:51:05 AM;2,60
May 31, 2023;10:51:10 AM;2,88
May 31, 2023;10:51:15 AM;2,92
May 31, 2023;10:51:25 AM;2,94
May 31, 2023;10:51:30 AM;3,13
May 31, 2023;10:51:35 AM;3,64
May 31, 2023;10:51:45 AM;2,99
May 31, 2023;10:51:50 AM;3,02
May 31, 2023;10:51:55 AM;2,73
May 31, 2023;10:52:00 AM;2,94
May 31, 2023;10:52:05 AM;2,59
May 31, 2023;10:52:10 AM;2,71
May 31, 2023;10:52:15 AM;2,75
May 31, 2023;10:52:20 AM;2,92
May 31, 2023;10:52:25 AM;2,64
May 31, 2023;10:52:30 AM;2,58
May 31, 2023;10:52:35 AM;2,90
May 31, 2023;10:52:40 AM;2,51
May 31, 2023;10:52:45 AM;2,50
May 31, 2023;10:52:50 AM;2,59
May 31, 2023;10:52:55 AM;2,53
May 31, 2023;10:53:00 AM;2,67
May 31, 2023;10:53:05 AM;2,57
May 31, 2023;10:53:10 AM;2,46
May 31, 2023;10:53:15 AM;2,51
May 31, 2023;10:53:25 AM;3,21
May 31, 2023;10:53:30 AM;3,25
May 31, 2023;10:53:35 AM;3,20
May 31, 2023;10:53:40 AM;2,68
May 31, 2023;10:53:45 AM;2,49
May 31, 2023;10:53:50 AM;2,41
May 31, 2023;10:53:55 AM;2,88
May 31, 2023;10:54:05 AM;2,54
May 31, 2023;10:54:10 AM;3,11
May 31, 2023;10:54:15 AM;2,69
May 31, 2023;10:54:20 AM;2,68
May 31, 2023;10:54:30 AM;2,82
May 31, 2023;10:54:35 AM;3,03
May 31, 2023;10:54:40 AM;2,33
May 31, 2023;10:54:45 AM;2,75
May 31, 2023;10:54:55 AM;2,82
May 31, 2023;10:55:00 AM;2,88
May 31, 2023;10:55:05 AM;3,16
May 31, 2023;10:55:10 AM;2,73
May 31, 2023;10:55:15 AM;2,46
May 31, 2023;10:55:20 AM;3,04
May 31, 2023;10:55:25 AM;2,76
May 31, 2023;10:55:30 AM;2,06
May 31, 2023;10:55:35 AM;2,64
May 31, 2023;10:55:40 AM;2,73
May 31, 2023;10:55:45 AM;2,59
May 31, 2023;10:55:50 AM;2,60
May 31, 2023;10:56:00 AM;2,85
May 31, 2023;10:56:10 AM;3,08
May 31, 2023;10:56:15 AM;2,85
May 31, 2023;10:56:25 AM;2,68
May 31, 2023;10:56:30 AM;2,73
May 31, 2023;10:56:35 AM;2,86
May 31, 2023;10:56:40 AM;3,06
May 31, 2023;10:56:45 AM;3,03
May 31, 2023;10:56:50 AM;2,68
May 31, 2023;10:56:55 AM;3,21
May 31, 2023;10:57:05 AM;2,86
May 31, 2023;10:57:10 AM;2,99
May 31, 2023;10:57:20 AM;2,93
May 31, 2023;10:57:25 AM;2,39
May 31, 2023;10:57:30 AM;3,03
May 31, 2023;10:57:40 AM;3,20
May 31, 2023;10:57:45 AM;3,16
May 31, 2023;10:57:50 AM;2,73
May 31, 2023;10:57:55 AM;2,19
May 31, 2023;10:58:00 AM;2,59
May 31, 2023;10:58:05 AM;2,38
May 31, 2023;10:58:10 AM;2,62
May 31, 2023;10:58:15 AM;2,68
May 31, 2023;10:58:20 AM;2,14
May 31, 2023;10:58:25 AM;2,98
May 31, 2023;10:58:35 AM;3,08
May 31, 2023;10:58:40 AM;3,29
May 31, 2023;10:58:45 AM;3,04
May 31, 2023;10:58:50 AM;3,04
May 31, 2023;10:58:55 AM;2,69
May 31, 2023;10:59:00 AM;3,07
May 31, 2023;10:59:05 AM;2,41
May 31, 2023;10:59:10 AM;2,67
May 31, 2023;10:59:15 AM;2,21
May 31, 2023;10:59:20 AM;2,58
May 31, 2023;10:59:25 AM;2,69
May 31, 2023;10:59:30 AM;2,81
May 31, 2023;10:59:35 AM;2,24
May 31, 2023;10:59:40 AM;3,36
May 31, 2023;10:59:45 AM;3,16
May 31, 2023;10:59:50 AM;2,67
May 31, 2023;10:59:55 AM;2,90
May 31, 2023;11:00:05 AM;3,04
May 31, 2023;11:00:10 AM;2,99
May 31, 2023;11:00:15 AM;2,99
May 31, 2023;11:00:20 AM;2,81
May 31, 2023;11:00:25 AM;2,81
May 31, 2023;11:00:30 AM;2,55
May 31, 2023;11:00:40 AM;2,51
May 31, 2023;11:00:50 AM;2,69
May 31, 2023;11:01:00 AM;2,51
May 31, 2023;11:01:05 AM;2,71
May 31, 2023;11:01:10 AM;2,60
May 31, 2023;11:01:20 AM;2,30
May 31, 2023;11:01:25 AM;2,55
May 31, 2023;11:01:35 AM;2,36
May 31, 2023;11:01:40 AM;2,97
May 31, 2023;11:01:50 AM;2,49
May 31, 2023;11:01:55 AM;3,28
May 31, 2023;11:02:00 AM;2,09
May 31, 2023;11:02:05 AM;2,43
May 31, 2023;11:02:10 AM;2,63
May 31, 2023;11:02:20 AM;2,12
May 31, 2023;11:02:25 AM;3,04
May 31, 2023;11:02:30 AM;2,98
May 31, 2023;11:02:40 AM;2,82
May 31, 2023;11:02:45 AM;3,19
May 31, 2023;11:02:50 AM;2,69
May 31, 2023;11:02:55 AM;2,53
May 31, 2023;11:03:00 AM;3,02
May 31, 2023;11:03:05 AM;3,08
May 31, 2023;11:03:10 AM;2,81
May 31, 2023;11:03:20 AM;2,86
May 31, 2023;11:03:30 AM;2,69
May 31, 2023;11:03:35 AM;2,45
May 31, 2023;11:03:40 AM;3,07
May 31, 2023;11:03:45 AM;2,54
May 31, 2023;11:03:50 AM;2,39
May 31, 2023;11:03:55 AM;2,72
May 31, 2023;11:04:00 AM;2,92
May 31, 2023;11:04:05 AM;2,93
May 31, 2023;11:04:10 AM;2,47
May 31, 2023;11:04:15 AM;2,50
May 31, 2023;11:04:25 AM;2,95
May 31, 2023;11:04:30 AM;3,01
May 31, 2023;11:04:35 AM;2,64
May 31, 2023;11:04:45 AM;2,72
May 31, 2023;11:04:50 AM;2,69
May 31, 2023;11:05:00 AM;3,11
May 31, 2023;11:05:05 AM;2,38
May 31, 2023;11:05:15 AM;3,04
May 31, 2023;11:05:20 AM;2,97
May 31, 2023;11:05:25 AM;2,68
May 31, 2023;11:05:35 AM;2,94
May 31, 2023;11:05:40 AM;2,24
May 31, 2023;11:05:50 AM;3,08
May 31, 2023;11:05:55 AM;2,51
May 31, 2023;11:06:00 AM;2,27
May 31, 2023;11:06:05 AM;2,47
May 31, 2023;11:06:10 AM;3,04
May 31, 2023;11:06:15 AM;2,57
May 31, 2023;11:06:20 AM;3,33
May 31, 2023;11:06:25 AM;2,87
May 31, 2023;11:06:30 AM;2,47
May 31, 2023;11:06:35 AM;3,28
May 31, 2023;11:06:40 AM;3,07
May 31, 2023;11:06:45 AM;2,10
May 31, 2023;11:06:50 AM;2,46
May 31, 2023;11:06:55 AM;2,89
May 31, 2023;11:07:00 AM;2,50
May 31, 2023;11:07:05 AM;3,06
May 31, 2023;11:07:10 AM;2,41
May 31, 2023;11:07:20 AM;2,90
May 31, 2023;11:07:25 AM;2,92
May 31, 2023;11:07:30 AM;2,53
May 31, 2023;11:07:35 AM;2,90
May 31, 2023;11:07:40 AM;2,05
May 31, 2023;11:07:45 AM;2,37
May 31, 2023;11:07:50 AM;2,42
May 31, 2023;11:07:55 AM;2,72
May 31, 2023;11:08:00 AM;2,02
May 31, 2023;11:08:05 AM;2,98
May 31, 2023;11:08:15 AM;2,68
May 31, 2023;11:08:20 AM;2,53
May 31, 2023;11:08:25 AM;2,64
May 31, 2023;11:08:35 AM;2,68
May 31, 2023;11:08:45 AM;2,34
May 31, 2023;11:08:50 AM;3,22
May 31, 2023;11:08:55 AM;2,67
May 31, 2023;11:09:00 AM;2,92
May 31, 2023;11:09:05 AM;2,89
May 31, 2023;11:09:10 AM;3,01
May 31, 2023;11:09:15 AM;2,75
May 31, 2023;11:09:20 AM;3,13
May 31, 2023;11:09:25 AM;2,73
May 31, 2023;11:09:30 AM;3,55
May 31, 2023;11:09:40 AM;2,80
May 31, 2023;11:09:45 AM;2,69
May 31, 2023;11:09:50 AM;2,73
May 31, 2023;11:09:55 AM;3,30
May 31, 2023;11:10:00 AM;2,99
May 31, 2023;11:10:10 AM;3,10
May 31, 2023;11:10:15 AM;3,33
May 31, 2023;11:10:20 AM;2,85
May 31, 2023;11:10:25 AM;2,32
May 31, 2023;11:10:30 AM;2,98
May 31, 2023;11:10:35 AM;2,55
May 31, 2023;11:10:40 AM;2,68
May 31, 2023;11:10:45 AM;2,94
May 31, 2023;11:10:50 AM;2,78
May 31, 2023;11:10:55 AM;2,76
May 31, 2023;11:11:00 AM;2,41
May 31, 2023;11:11:05 AM;2,82
May 31, 2023;11:11:15 AM;2,80
May 31, 2023;11:11:20 AM;2,66
May 31, 2023;11:11:25 AM;2,76
May 31, 2023;11:11:30 AM;3,10
May 31, 2023;11:11:35 AM;3,12
May 31, 2023;11:11:40 AM;3,40
May 31, 2023;11:11:45 AM;3,16
May 31, 2023;11:11:50 AM;2,95
May 31, 2023;11:11:55 AM;2,02
May 31, 2023;11:12:00 AM;2,06
May 31, 2023;11:12:10 AM;0,00
May 31, 2023;11:13:00 AM;2,09
May 31, 2023;11:13:05 AM;0,00
May 31, 2023;11:13:55 AM;2,01
May 31, 2023;11:14:00 AM;0,00
May 31, 2023;11:15:11 AM;2,33
May 31, 2023;11:15:16 AM;0,00
May 31, 2023;11:15:31 AM;2,15
May 31, 2023;11:15:36 AM;0,00
May 31, 2023;11:15:51 AM;2,21
May 31, 2023;11:15:56 AM;2,02
May 31, 2023;11:16:11 AM;2,14
May 31, 2023;11:16:16 AM;2,10
May 31, 2023;11:16:21 AM;2,20
May 31, 2023;11:16:26 AM;2,43
May 31, 2023;11:16:31 AM;0,00
May 31, 2023;11:16:36 AM;2,28
May 31, 2023;11:16:46 AM;2,06
May 31, 2023;11:16:51 AM;2,23
May 31, 2023;11:16:56 AM;2,45
May 31, 2023;11:17:06 AM;0,00
May 31, 2023;11:17:11 AM;2,04
May 31, 2023;11:17:16 AM;2,34
May 31, 2023;11:17:21 AM;2,97
May 31, 2023;11:17:26 AM;2,46
May 31, 2023;11:17:31 AM;2,45
May 31, 2023;11:17:36 AM;2,05
May 31, 2023;11:17:41 AM;2,36
May 31, 2023;11:17:46 AM;2,39
May 31, 2023;11:17:51 AM;2,29
May 31, 2023;11:17:56 AM;2,46
May 31, 2023;11:18:01 AM;2,07
May 31, 2023;11:18:06 AM;0,00
May 31, 2023;11:18:11 AM;2,05
May 31, 2023;11:18:16 AM;2,68
May 31, 2023;11:18:21 AM;2,11
May 31, 2023;11:18:26 AM;2,11
May 31, 2023;11:18:31 AM;2,84
May 31, 2023;11:18:41 AM;2,27
May 31, 2023;11:18:46 AM;2,47
May 31, 2023;11:18:51 AM;2,81
May 31, 2023;11:18:56 AM;2,67
May 31, 2023;11:19:06 AM;3,02
May 31, 2023;11:19:11 AM;3,01
May 31, 2023;11:19:16 AM;2,66
May 31, 2023;11:19:21 AM;2,20
May 31, 2023;11:19:26 AM;2,63
May 31, 2023;11:19:31 AM;2,71
May 31, 2023;11:19:36 AM;2,98
May 31, 2023;11:19:41 AM;2,95
May 31, 2023;11:19:46 AM;2,62
May 31, 2023;11:19:51 AM;2,81
May 31, 2023;11:19:56 AM;2,93
May 31, 2023;11:20:01 AM;3,67
May 31, 2023;11:20:11 AM;2,19
May 31, 2023;11:20:16 AM;2,97
May 31, 2023;11:20:21 AM;2,78
May 31, 2023;11:20:26 AM;2,59
May 31, 2023;11:20:31 AM;3,10
May 31, 2023;11:20:36 AM;3,41
May 31, 2023;11:20:41 AM;3,16
May 31, 2023;11:20:46 AM;3,41
May 31, 2023;11:20:51 AM;3,03
May 31, 2023;11:20:56 AM;2,92
May 31, 2023;11:21:01 AM;2,68
May 31, 2023;11:21:06 AM;3,32
May 31, 2023;11:21:11 AM;2,93
May 31, 2023;11:21:16 AM;2,98
May 31, 2023;11:21:21 AM;3,30
May 31, 2023;11:21:26 AM;2,69
May 31, 2023;11:21:31 AM;3,38
May 31, 2023;11:21:36 AM;3,20
May 31, 2023;11:21:41 AM;4,02
May 31, 2023;11:21:51 AM;3,32
May 31, 2023;11:21:56 AM;3,28
May 31, 2023;11:22:01 AM;3,28
May 31, 2023;11:22:06 AM;3,11
May 31, 2023;11:22:11 AM;3,67
May 31, 2023;11:22:16 AM;3,38
May 31, 2023;11:22:21 AM;3,03
May 31, 2023;11:22:26 AM;2,53
May 31, 2023;11:22:31 AM;3,21
May 31, 2023;11:22:41 AM;2,82
May 31, 2023;11:22:46 AM;3,28
May 31, 2023;11:22:51 AM;2,88
May 31, 2023;11:22:56 AM;3,03
May 31, 2023;11:23:01 AM;3,04
May 31, 2023;11:23:06 AM;2,37
May 31, 2023;11:23:11 AM;3,21
May 31, 2023;11:23:16 AM;3,11
May 31, 2023;11:23:21 AM;3,51
May 31, 2023;11:23:31 AM;3,08
May 31, 2023;11:23:36 AM;2,93
May 31, 2023;11:23:41 AM;3,32
May 31, 2023;11:23:46 AM;2,76
May 31, 2023;11:23:51 AM;3,02
May 31, 2023;11:23:56 AM;3,73
May 31, 2023;11:24:01 AM;3,30
May 31, 2023;11:24:06 AM;3,33
May 31, 2023;11:24:11 AM;3,51
May 31, 2023;11:24:21 AM;3,12
May 31, 2023;11:24:26 AM;3,59
May 31, 2023;11:24:31 AM;3,47
May 31, 2023;11:24:41 AM;3,12
May 31, 2023;11:24:46 AM;3,52
May 31, 2023;11:24:56 AM;2,93
May 31, 2023;11:25:01 AM;3,20
May 31, 2023;11:25:06 AM;2,94
May 31, 2023;11:25:16 AM;3,02
May 31, 2023;11:25:21 AM;2,88
May 31, 2023;11:25:26 AM;2,64
May 31, 2023;11:25:31 AM;2,72
May 31, 2023;11:25:36 AM;3,13
May 31, 2023;11:25:46 AM;2,82
May 31, 2023;11:25:51 AM;3,11
May 31, 2023;11:25:56 AM;2,77
May 31, 2023;11:26:01 AM;2,97
May 31, 2023;11:26:06 AM;2,78
May 31, 2023;11:26:11 AM;2,53
May 31, 2023;11:26:16 AM;3,11
May 31, 2023;11:26:21 AM;2,93
