Date;Time;Temperature Output
May 31, 2023;6:03:27 PM;2,06
May 31, 2023;6:03:32 PM;3,21
May 31, 2023;6:03:37 PM;2,20
May 31, 2023;6:03:42 PM;2,09
May 31, 2023;6:03:47 PM;0,00
May 31, 2023;6:03:57 PM;2,28
May 31, 2023;6:04:02 PM;2,94
May 31, 2023;6:04:07 PM;2,28
May 31, 2023;6:04:12 PM;0,00
May 31, 2023;6:04:17 PM;2,62
May 31, 2023;6:04:22 PM;2,93
May 31, 2023;6:04:27 PM;2,10
May 31, 2023;6:04:32 PM;2,23
May 31, 2023;6:04:37 PM;2,51
May 31, 2023;6:04:42 PM;2,62
May 31, 2023;6:04:47 PM;2,09
May 31, 2023;6:04:52 PM;2,63
May 31, 2023;6:04:57 PM;0,00
May 31, 2023;6:05:02 PM;2,06
May 31, 2023;6:05:07 PM;2,33
May 31, 2023;6:05:17 PM;2,01
May 31, 2023;6:05:22 PM;2,69
May 31, 2023;6:05:27 PM;2,45
May 31, 2023;6:05:32 PM;2,16
May 31, 2023;6:05:37 PM;2,20
May 31, 2023;6:05:42 PM;2,33
May 31, 2023;6:05:47 PM;2,27
May 31, 2023;6:05:52 PM;0,00
May 31, 2023;6:06:02 PM;0,00
May 31, 2023;6:06:07 PM;2,55
May 31, 2023;6:06:12 PM;2,28
May 31, 2023;6:06:17 PM;2,16
May 31, 2023;6:06:22 PM;2,11
May 31, 2023;6:06:42 PM;2,20
May 31, 2023;6:06:47 PM;2,32
May 31, 2023;6:06:52 PM;2,11
May 31, 2023;6:06:57 PM;2,05
May 31, 2023;6:07:22 PM;2,06
May 31, 2023;6:07:27 PM;2,21
May 31, 2023;6:07:32 PM;2,03
May 31, 2023;6:07:37 PM;2,15
May 31, 2023;6:07:42 PM;0,00
May 31, 2023;6:07:52 PM;2,03
May 31, 2023;6:07:57 PM;2,45
May 31, 2023;6:08:02 PM;2,11
May 31, 2023;6:08:07 PM;2,11
May 31, 2023;6:08:12 PM;0,00
May 31, 2023;6:08:17 PM;2,58
May 31, 2023;6:08:22 PM;0,00
May 31, 2023;6:08:27 PM;2,02
May 31, 2023;6:08:37 PM;2,10
May 31, 2023;6:08:42 PM;0,00
May 31, 2023;6:08:52 PM;2,29
May 31, 2023;6:08:57 PM;2,42
May 31, 2023;6:09:02 PM;0,00
May 31, 2023;6:09:12 PM;2,89
May 31, 2023;6:09:17 PM;2,45
May 31, 2023;6:09:22 PM;0,00
May 31, 2023;6:09:27 PM;2,28
May 31, 2023;6:09:32 PM;2,05
May 31, 2023;6:09:42 PM;2,11
May 31, 2023;6:09:47 PM;0,00
May 31, 2023;6:09:57 PM;0,00
May 31, 2023;6:10:07 PM;2,28
May 31, 2023;6:10:12 PM;2,32
May 31, 2023;6:10:17 PM;2,76
May 31, 2023;6:10:22 PM;2,58
May 31, 2023;6:10:27 PM;2,21
May 31, 2023;6:10:32 PM;2,21
May 31, 2023;6:10:37 PM;2,29
May 31, 2023;6:10:42 PM;2,34
May 31, 2023;6:10:47 PM;2,11
May 31, 2023;6:10:57 PM;2,57
May 31, 2023;6:11:02 PM;2,09
May 31, 2023;6:11:07 PM;2,78
May 31, 2023;6:11:17 PM;2,47
May 31, 2023;6:11:22 PM;3,03
May 31, 2023;6:11:32 PM;2,62
May 31, 2023;6:11:42 PM;2,25
May 31, 2023;6:11:47 PM;2,46
May 31, 2023;6:11:52 PM;2,24
May 31, 2023;6:11:57 PM;2,63
May 31, 2023;6:12:07 PM;2,37
May 31, 2023;6:12:12 PM;2,75
May 31, 2023;6:12:17 PM;2,53
May 31, 2023;6:12:22 PM;2,62
May 31, 2023;6:12:27 PM;2,15
May 31, 2023;6:12:37 PM;2,81
May 31, 2023;6:12:42 PM;2,28
May 31, 2023;6:12:52 PM;2,80
May 31, 2023;6:13:02 PM;2,29
May 31, 2023;6:13:07 PM;2,41
May 31, 2023;6:13:12 PM;2,53
May 31, 2023;6:13:17 PM;2,53
May 31, 2023;6:13:22 PM;0,00
May 31, 2023;6:13:27 PM;2,49
May 31, 2023;6:13:32 PM;2,69
May 31, 2023;6:13:37 PM;2,75
May 31, 2023;6:13:42 PM;2,72
May 31, 2023;6:13:47 PM;2,93
May 31, 2023;6:13:52 PM;2,53
May 31, 2023;6:13:57 PM;3,03
May 31, 2023;6:14:02 PM;3,08
May 31, 2023;6:14:07 PM;2,10
May 31, 2023;6:14:12 PM;2,69
May 31, 2023;6:14:22 PM;2,41
May 31, 2023;6:14:27 PM;2,14
May 31, 2023;6:14:32 PM;3,28
May 31, 2023;6:14:37 PM;2,76
May 31, 2023;6:14:42 PM;2,54
May 31, 2023;6:14:52 PM;2,16
May 31, 2023;6:14:57 PM;2,76
May 31, 2023;6:15:02 PM;2,54
May 31, 2023;6:15:07 PM;2,59
May 31, 2023;6:15:12 PM;2,75
May 31, 2023;6:15:17 PM;2,46
May 31, 2023;6:15:22 PM;3,07
May 31, 2023;6:15:27 PM;2,47
May 31, 2023;6:15:37 PM;2,68
May 31, 2023;6:15:42 PM;2,29
May 31, 2023;6:15:52 PM;2,46
May 31, 2023;6:15:57 PM;2,27
May 31, 2023;6:16:07 PM;2,11
May 31, 2023;6:16:12 PM;2,50
May 31, 2023;6:16:17 PM;2,42
May 31, 2023;6:16:22 PM;2,14
May 31, 2023;6:16:27 PM;2,97
May 31, 2023;6:16:32 PM;2,24
May 31, 2023;6:16:37 PM;2,07
May 31, 2023;6:16:42 PM;2,14
May 31, 2023;6:16:52 PM;0,00
May 31, 2023;6:16:57 PM;2,07
May 31, 2023;6:17:07 PM;2,14
May 31, 2023;6:17:12 PM;2,88
May 31, 2023;6:17:17 PM;2,69
May 31, 2023;6:17:22 PM;2,34
May 31, 2023;6:17:27 PM;2,37
May 31, 2023;6:17:37 PM;2,27
May 31, 2023;6:17:42 PM;2,21
May 31, 2023;6:17:52 PM;2,24
May 31, 2023;6:17:57 PM;2,19
May 31, 2023;6:18:02 PM;2,94
May 31, 2023;6:18:12 PM;2,11
May 31, 2023;6:18:22 PM;2,20
May 31, 2023;6:18:27 PM;2,24
May 31, 2023;6:18:32 PM;2,53
May 31, 2023;6:18:37 PM;2,34
May 31, 2023;6:18:42 PM;2,04
May 31, 2023;6:18:47 PM;2,06
May 31, 2023;6:18:52 PM;2,42
May 31, 2023;6:18:57 PM;2,88
May 31, 2023;6:19:02 PM;2,57
May 31, 2023;6:19:12 PM;2,93
May 31, 2023;6:19:17 PM;2,42
May 31, 2023;6:19:22 PM;0,00
May 31, 2023;6:19:27 PM;2,60
May 31, 2023;6:19:37 PM;2,25
May 31, 2023;6:19:47 PM;2,39
May 31, 2023;6:19:52 PM;0,00
May 31, 2023;6:19:57 PM;2,25
May 31, 2023;6:20:02 PM;2,68
May 31, 2023;6:20:12 PM;2,04
May 31, 2023;6:20:17 PM;2,21
May 31, 2023;6:20:22 PM;0,00
May 31, 2023;6:20:27 PM;2,12
May 31, 2023;6:20:32 PM;0,00
May 31, 2023;6:20:42 PM;2,32
May 31, 2023;6:20:47 PM;2,29
May 31, 2023;6:20:52 PM;2,14
May 31, 2023;6:21:02 PM;2,29
May 31, 2023;6:21:12 PM;2,55
May 31, 2023;6:21:17 PM;0,00
May 31, 2023;6:21:27 PM;2,54
May 31, 2023;6:21:37 PM;2,09
May 31, 2023;6:21:42 PM;2,24
May 31, 2023;6:21:47 PM;2,80
May 31, 2023;6:21:52 PM;2,49
May 31, 2023;6:21:57 PM;2,37
May 31, 2023;6:22:02 PM;2,60
May 31, 2023;6:22:07 PM;2,21
May 31, 2023;6:22:12 PM;2,67
May 31, 2023;6:22:17 PM;2,54
May 31, 2023;6:22:22 PM;2,43
May 31, 2023;6:22:27 PM;2,41
May 31, 2023;6:22:32 PM;2,53
May 31, 2023;6:22:37 PM;2,62
May 31, 2023;6:22:42 PM;2,49
May 31, 2023;6:22:47 PM;2,60
May 31, 2023;6:22:57 PM;2,53
May 31, 2023;6:23:02 PM;2,23
May 31, 2023;6:23:07 PM;2,72
May 31, 2023;6:23:12 PM;0,00
May 31, 2023;6:23:17 PM;2,32
May 31, 2023;6:23:27 PM;2,71
May 31, 2023;6:23:32 PM;2,82
May 31, 2023;6:23:37 PM;2,43
May 31, 2023;6:23:42 PM;2,69
May 31, 2023;6:23:47 PM;0,00
May 31, 2023;6:23:52 PM;2,62
May 31, 2023;6:23:57 PM;2,46
May 31, 2023;6:24:07 PM;2,67
May 31, 2023;6:24:12 PM;2,51
May 31, 2023;6:24:22 PM;2,51
May 31, 2023;6:24:27 PM;0,00
May 31, 2023;6:24:32 PM;3,02
May 31, 2023;6:24:37 PM;2,81
May 31, 2023;6:24:42 PM;2,12
May 31, 2023;6:24:47 PM;2,34
May 31, 2023;6:24:52 PM;2,63
May 31, 2023;6:24:57 PM;2,71
May 31, 2023;6:25:02 PM;2,69
May 31, 2023;6:25:12 PM;2,78
May 31, 2023;6:25:17 PM;2,72
May 31, 2023;6:25:22 PM;2,29
May 31, 2023;6:25:27 PM;2,54
May 31, 2023;6:25:32 PM;2,29
May 31, 2023;6:25:37 PM;2,45
May 31, 2023;6:25:42 PM;2,33
May 31, 2023;6:25:47 PM;2,62
May 31, 2023;6:25:52 PM;2,39
May 31, 2023;6:25:57 PM;2,33
May 31, 2023;6:26:02 PM;0,00
May 31, 2023;6:26:07 PM;2,18
May 31, 2023;6:26:17 PM;2,05
May 31, 2023;6:26:22 PM;2,30
May 31, 2023;6:26:32 PM;2,41
May 31, 2023;6:26:37 PM;0,00
May 31, 2023;6:26:42 PM;2,24
May 31, 2023;6:26:47 PM;0,00
May 31, 2023;6:26:52 PM;2,47
May 31, 2023;6:26:57 PM;0,00
May 31, 2023;6:27:02 PM;2,57
May 31, 2023;6:27:07 PM;0,00
May 31, 2023;6:27:17 PM;2,10
May 31, 2023;6:27:22 PM;2,77
May 31, 2023;6:27:32 PM;2,23
May 31, 2023;6:27:37 PM;2,53
May 31, 2023;6:27:42 PM;2,37
May 31, 2023;6:27:47 PM;2,77
May 31, 2023;6:27:52 PM;2,02
May 31, 2023;6:27:57 PM;2,23
May 31, 2023;6:28:02 PM;2,16
May 31, 2023;6:28:07 PM;2,38
May 31, 2023;6:28:12 PM;2,43
May 31, 2023;6:28:17 PM;2,24
May 31, 2023;6:28:22 PM;2,36
May 31, 2023;6:28:27 PM;2,45
May 31, 2023;6:28:32 PM;2,23
May 31, 2023;6:28:37 PM;0,00
May 31, 2023;6:28:42 PM;2,75
May 31, 2023;6:28:47 PM;2,66
May 31, 2023;6:28:52 PM;0,00
May 31, 2023;6:29:07 PM;2,23
May 31, 2023;6:29:12 PM;2,21
May 31, 2023;6:29:17 PM;2,29
May 31, 2023;6:29:22 PM;2,51
May 31, 2023;6:29:27 PM;2,69
May 31, 2023;6:29:32 PM;2,33
May 31, 2023;6:29:37 PM;2,95
May 31, 2023;6:29:42 PM;2,57
May 31, 2023;6:29:47 PM;2,29
May 31, 2023;6:29:52 PM;2,27
May 31, 2023;6:29:57 PM;0,00
May 31, 2023;6:30:02 PM;2,53
May 31, 2023;6:30:07 PM;2,15
May 31, 2023;6:30:12 PM;2,81
May 31, 2023;6:30:17 PM;2,49
May 31, 2023;6:30:22 PM;2,47
May 31, 2023;6:30:27 PM;2,33
May 31, 2023;6:30:32 PM;0,00
May 31, 2023;6:30:37 PM;2,20
May 31, 2023;6:30:42 PM;2,06
May 31, 2023;6:30:47 PM;2,28
May 31, 2023;6:30:52 PM;2,33
May 31, 2023;6:30:57 PM;2,43
May 31, 2023;6:31:02 PM;2,37
May 31, 2023;6:31:07 PM;2,47
May 31, 2023;6:31:12 PM;2,37
May 31, 2023;6:31:17 PM;2,15
May 31, 2023;6:31:22 PM;2,99
May 31, 2023;6:31:32 PM;2,39
May 31, 2023;6:31:37 PM;0,00
May 31, 2023;6:31:48 PM;2,72
May 31, 2023;6:31:57 PM;2,03
May 31, 2023;6:32:02 PM;2,05
May 31, 2023;6:32:07 PM;2,42
May 31, 2023;6:32:12 PM;2,50
May 31, 2023;6:32:17 PM;2,45
May 31, 2023;6:32:27 PM;2,50
May 31, 2023;6:32:32 PM;2,25
May 31, 2023;6:32:42 PM;2,43
May 31, 2023;6:32:47 PM;2,21
May 31, 2023;6:32:52 PM;2,18
May 31, 2023;6:32:57 PM;2,69
May 31, 2023;6:33:02 PM;2,39
May 31, 2023;6:33:07 PM;2,89
May 31, 2023;6:33:12 PM;2,51
May 31, 2023;6:33:17 PM;2,23
May 31, 2023;6:33:22 PM;2,47
May 31, 2023;6:33:27 PM;0,00
May 31, 2023;6:33:37 PM;2,28
May 31, 2023;6:33:42 PM;2,63
May 31, 2023;6:33:47 PM;0,00
May 31, 2023;6:33:52 PM;2,36
May 31, 2023;6:33:57 PM;2,19
May 31, 2023;6:34:07 PM;2,11
May 31, 2023;6:34:12 PM;2,04
May 31, 2023;6:34:37 PM;2,68
May 31, 2023;6:34:42 PM;2,51
May 31, 2023;6:34:47 PM;2,97
May 31, 2023;6:34:52 PM;2,67
May 31, 2023;6:35:02 PM;2,47
May 31, 2023;6:35:07 PM;2,34
May 31, 2023;6:35:12 PM;2,29
May 31, 2023;6:35:17 PM;2,18
May 31, 2023;6:35:22 PM;2,02
May 31, 2023;6:35:27 PM;2,05
May 31, 2023;6:35:32 PM;2,39
May 31, 2023;6:35:37 PM;2,60
May 31, 2023;6:35:47 PM;2,63
May 31, 2023;6:35:52 PM;0,00
May 31, 2023;6:36:07 PM;2,12
May 31, 2023;6:36:17 PM;2,41
May 31, 2023;6:36:22 PM;2,06
May 31, 2023;6:36:27 PM;2,02
May 31, 2023;6:36:32 PM;2,19
May 31, 2023;6:36:37 PM;2,23
May 31, 2023;6:36:42 PM;2,49
May 31, 2023;6:36:47 PM;0,00
May 31, 2023;6:36:57 PM;2,62
May 31, 2023;6:37:02 PM;0,00
May 31, 2023;6:37:12 PM;2,07
May 31, 2023;6:37:17 PM;2,77
May 31, 2023;6:37:22 PM;0,00
May 31, 2023;6:37:27 PM;2,46
May 31, 2023;6:37:32 PM;2,18
May 31, 2023;6:37:37 PM;0,00
May 31, 2023;6:37:47 PM;2,37
May 31, 2023;6:37:52 PM;2,55
May 31, 2023;6:37:57 PM;2,20
May 31, 2023;6:38:02 PM;2,30
May 31, 2023;6:38:07 PM;0,00
May 31, 2023;6:38:12 PM;2,21
May 31, 2023;6:38:17 PM;2,34
May 31, 2023;6:38:22 PM;0,00
May 31, 2023;6:38:32 PM;0,00
May 31, 2023;6:38:37 PM;2,21
May 31, 2023;6:38:42 PM;2,02
May 31, 2023;6:38:47 PM;2,01
May 31, 2023;6:38:52 PM;2,18
May 31, 2023;6:38:57 PM;2,21
May 31, 2023;6:39:02 PM;0,00
May 31, 2023;6:39:07 PM;2,60
May 31, 2023;6:39:12 PM;0,00
May 31, 2023;6:39:17 PM;2,10
May 31, 2023;6:39:22 PM;2,45
May 31, 2023;6:39:27 PM;0,00
May 31, 2023;6:39:37 PM;2,46
May 31, 2023;6:39:42 PM;0,00
May 31, 2023;6:39:47 PM;2,07
May 31, 2023;6:39:52 PM;0,00
May 31, 2023;6:40:02 PM;2,11
May 31, 2023;6:40:17 PM;2,23
May 31, 2023;6:40:22 PM;2,39
May 31, 2023;6:40:27 PM;2,42
May 31, 2023;6:40:32 PM;2,25
May 31, 2023;6:40:42 PM;2,14
May 31, 2023;6:40:47 PM;0,00
May 31, 2023;6:40:52 PM;2,49
May 31, 2023;6:40:57 PM;2,99
May 31, 2023;6:41:02 PM;2,59
May 31, 2023;6:41:07 PM;2,16
May 31, 2023;6:41:12 PM;2,45
May 31, 2023;6:41:17 PM;2,81
May 31, 2023;6:41:22 PM;2,42
May 31, 2023;6:41:28 PM;2,64
May 31, 2023;6:41:38 PM;2,42
May 31, 2023;6:41:43 PM;2,49
May 31, 2023;6:41:48 PM;2,94
May 31, 2023;6:41:58 PM;2,19
May 31, 2023;6:42:03 PM;2,67
May 31, 2023;6:42:08 PM;2,63
May 31, 2023;6:42:13 PM;2,59
May 31, 2023;6:42:18 PM;0,00
May 31, 2023;6:42:28 PM;2,30
May 31, 2023;6:42:33 PM;2,21
May 31, 2023;6:42:38 PM;2,72
May 31, 2023;6:42:43 PM;2,72
May 31, 2023;6:42:53 PM;2,92
May 31, 2023;6:42:58 PM;2,41
May 31, 2023;6:43:03 PM;3,08
May 31, 2023;6:43:13 PM;2,54
May 31, 2023;6:43:23 PM;0,00
May 31, 2023;6:43:28 PM;2,94
May 31, 2023;6:43:33 PM;2,50
May 31, 2023;6:43:38 PM;2,98
May 31, 2023;6:43:48 PM;2,46
May 31, 2023;6:43:53 PM;2,34
May 31, 2023;6:43:58 PM;2,69
May 31, 2023;6:44:03 PM;2,45
May 31, 2023;6:44:13 PM;2,64
May 31, 2023;6:44:18 PM;2,47
May 31, 2023;6:44:23 PM;2,54
May 31, 2023;6:44:33 PM;2,55
May 31, 2023;6:44:38 PM;2,46
May 31, 2023;6:44:43 PM;2,42
May 31, 2023;6:44:48 PM;2,57
May 31, 2023;6:44:53 PM;2,39
May 31, 2023;6:44:58 PM;2,14
May 31, 2023;6:45:03 PM;2,49
May 31, 2023;6:45:08 PM;2,51
May 31, 2023;6:45:13 PM;2,37
May 31, 2023;6:45:18 PM;2,53
May 31, 2023;6:45:23 PM;2,75
May 31, 2023;6:45:28 PM;2,50
May 31, 2023;6:45:33 PM;2,64
May 31, 2023;6:45:43 PM;2,41
May 31, 2023;6:45:48 PM;2,41
May 31, 2023;6:45:53 PM;2,34
May 31, 2023;6:45:58 PM;2,25
May 31, 2023;6:46:03 PM;2,90
May 31, 2023;6:46:08 PM;0,00
May 31, 2023;6:46:13 PM;2,59
May 31, 2023;6:46:18 PM;2,29
May 31, 2023;6:46:23 PM;2,76
May 31, 2023;6:46:28 PM;2,64
May 31, 2023;6:46:33 PM;2,28
May 31, 2023;6:46:38 PM;2,45
May 31, 2023;6:46:43 PM;2,86
May 31, 2023;6:46:53 PM;0,00
May 31, 2023;6:46:58 PM;2,30
May 31, 2023;6:47:03 PM;0,00
May 31, 2023;6:47:13 PM;2,39
May 31, 2023;6:47:23 PM;2,71
May 31, 2023;6:47:28 PM;2,42
May 31, 2023;6:47:38 PM;2,37
May 31, 2023;6:47:48 PM;2,16
May 31, 2023;6:47:58 PM;2,38
May 31, 2023;6:48:03 PM;2,14
May 31, 2023;6:48:13 PM;2,14
May 31, 2023;6:48:18 PM;2,25
May 31, 2023;6:48:23 PM;3,08
May 31, 2023;6:48:28 PM;2,50
May 31, 2023;6:48:33 PM;2,59
May 31, 2023;6:48:43 PM;2,41
May 31, 2023;6:48:48 PM;2,50
May 31, 2023;6:48:53 PM;2,25
May 31, 2023;6:48:58 PM;0,00
May 31, 2023;6:49:03 PM;2,16
May 31, 2023;6:49:08 PM;2,54
May 31, 2023;6:49:18 PM;2,12
May 31, 2023;6:49:23 PM;2,57
May 31, 2023;6:49:28 PM;2,51
May 31, 2023;6:49:38 PM;2,18
May 31, 2023;6:49:43 PM;2,46
May 31, 2023;6:49:53 PM;2,10
May 31, 2023;6:49:58 PM;2,18
May 31, 2023;6:50:03 PM;0,00
May 31, 2023;6:50:08 PM;2,33
May 31, 2023;6:50:13 PM;2,01
May 31, 2023;6:50:18 PM;2,24
May 31, 2023;6:50:23 PM;0,00
May 31, 2023;6:50:33 PM;0,00
May 31, 2023;6:50:38 PM;2,28
May 31, 2023;6:50:43 PM;0,00
May 31, 2023;6:50:48 PM;2,14
May 31, 2023;6:50:53 PM;2,37
May 31, 2023;6:51:23 PM;2,09
May 31, 2023;6:51:38 PM;2,24
May 31, 2023;6:51:43 PM;2,27
May 31, 2023;6:51:48 PM;0,00
May 31, 2023;6:51:53 PM;2,05
May 31, 2023;6:51:58 PM;0,00
May 31, 2023;6:52:28 PM;2,05
May 31, 2023;6:52:33 PM;0,00
May 31, 2023;6:52:43 PM;2,11
May 31, 2023;6:52:48 PM;0,00
May 31, 2023;6:53:08 PM;2,04
May 31, 2023;6:53:13 PM;0,00
May 31, 2023;6:53:23 PM;2,18
May 31, 2023;6:53:28 PM;2,53
May 31, 2023;6:53:33 PM;0,00
May 31, 2023;6:53:43 PM;2,24
May 31, 2023;6:53:53 PM;2,57
May 31, 2023;6:53:58 PM;0,00
May 31, 2023;6:54:03 PM;2,15
May 31, 2023;6:54:08 PM;0,00
May 31, 2023;6:54:23 PM;2,54
May 31, 2023;6:54:28 PM;2,34
May 31, 2023;6:54:33 PM;2,28
May 31, 2023;6:54:38 PM;0,00
May 31, 2023;6:54:43 PM;2,34
May 31, 2023;6:54:48 PM;0,00
May 31, 2023;6:54:53 PM;2,18
May 31, 2023;6:54:58 PM;2,21
May 31, 2023;6:55:08 PM;2,34
May 31, 2023;6:55:13 PM;2,38
May 31, 2023;6:55:23 PM;2,32
May 31, 2023;6:55:28 PM;2,32
May 31, 2023;6:55:33 PM;2,04
May 31, 2023;6:55:38 PM;2,27
May 31, 2023;6:55:43 PM;2,18
May 31, 2023;6:55:53 PM;2,19
May 31, 2023;6:56:03 PM;2,68
May 31, 2023;6:56:08 PM;2,50
May 31, 2023;6:56:13 PM;2,11
May 31, 2023;6:56:18 PM;2,24
May 31, 2023;6:56:23 PM;2,58
May 31, 2023;6:56:28 PM;2,55
May 31, 2023;6:56:38 PM;2,64
May 31, 2023;6:56:48 PM;2,73
May 31, 2023;6:56:53 PM;2,51
May 31, 2023;6:56:58 PM;2,87
May 31, 2023;6:57:08 PM;2,80
May 31, 2023;6:57:13 PM;2,29
May 31, 2023;6:57:18 PM;2,21
May 31, 2023;6:57:23 PM;2,78
May 31, 2023;6:57:33 PM;2,19
May 31, 2023;6:57:38 PM;2,77
May 31, 2023;6:57:43 PM;2,85
May 31, 2023;6:57:48 PM;2,84
May 31, 2023;6:57:53 PM;2,62
May 31, 2023;6:58:03 PM;2,72
May 31, 2023;6:58:08 PM;2,43
May 31, 2023;6:58:13 PM;2,54
May 31, 2023;6:58:18 PM;2,73
May 31, 2023;6:58:23 PM;2,94
May 31, 2023;6:58:28 PM;2,86
May 31, 2023;6:58:38 PM;2,19
May 31, 2023;6:58:48 PM;2,72
May 31, 2023;6:58:58 PM;2,29
May 31, 2023;6:59:03 PM;2,11
May 31, 2023;6:59:08 PM;2,84
May 31, 2023;6:59:13 PM;2,27
May 31, 2023;6:59:23 PM;2,58
May 31, 2023;6:59:28 PM;0,00
May 31, 2023;6:59:33 PM;2,10
May 31, 2023;6:59:43 PM;2,89
May 31, 2023;6:59:48 PM;3,08
May 31, 2023;6:59:53 PM;2,45
May 31, 2023;6:59:58 PM;2,21
May 31, 2023;7:00:03 PM;2,88
May 31, 2023;7:00:08 PM;2,67
May 31, 2023;7:00:18 PM;2,58
May 31, 2023;7:00:23 PM;2,98
May 31, 2023;7:00:28 PM;2,47
May 31, 2023;7:00:33 PM;2,42
May 31, 2023;7:00:38 PM;2,67
May 31, 2023;7:00:48 PM;2,67
May 31, 2023;7:00:53 PM;2,85
May 31, 2023;7:00:58 PM;2,88
May 31, 2023;7:01:03 PM;2,18
May 31, 2023;7:01:08 PM;2,53
May 31, 2023;7:01:13 PM;2,82
May 31, 2023;7:01:18 PM;2,27
May 31, 2023;7:01:28 PM;2,62
May 31, 2023;7:01:33 PM;2,86
May 31, 2023;7:01:38 PM;0,00
May 31, 2023;7:01:48 PM;2,49
May 31, 2023;7:01:53 PM;2,11
May 31, 2023;7:02:03 PM;2,12
May 31, 2023;7:02:13 PM;2,58
May 31, 2023;7:02:18 PM;2,28
May 31, 2023;7:02:23 PM;2,38
May 31, 2023;7:02:28 PM;2,23
May 31, 2023;7:02:33 PM;2,41
May 31, 2023;7:02:43 PM;2,73
May 31, 2023;7:02:48 PM;2,42
May 31, 2023;7:02:58 PM;2,71
May 31, 2023;7:03:03 PM;2,72
May 31, 2023;7:03:08 PM;2,46
May 31, 2023;7:03:18 PM;2,28
May 31, 2023;7:03:28 PM;2,27
May 31, 2023;7:03:33 PM;2,10
May 31, 2023;7:03:38 PM;0,00
May 31, 2023;7:03:43 PM;2,14
May 31, 2023;7:03:53 PM;2,66
May 31, 2023;7:03:58 PM;2,21
May 31, 2023;7:04:03 PM;2,54
May 31, 2023;7:04:08 PM;2,76
May 31, 2023;7:04:18 PM;2,54
May 31, 2023;7:04:28 PM;2,24
May 31, 2023;7:04:33 PM;3,03
May 31, 2023;7:04:38 PM;2,01
May 31, 2023;7:04:43 PM;2,14
May 31, 2023;7:04:48 PM;2,45
May 31, 2023;7:04:53 PM;2,23
May 31, 2023;7:04:58 PM;2,06
May 31, 2023;7:05:03 PM;2,88
May 31, 2023;7:05:08 PM;2,09
May 31, 2023;7:05:13 PM;2,10
May 31, 2023;7:05:18 PM;0,00
May 31, 2023;7:05:23 PM;2,14
May 31, 2023;7:05:28 PM;2,66
May 31, 2023;7:05:33 PM;0,00
May 31, 2023;7:05:38 PM;2,10
May 31, 2023;7:05:43 PM;2,04
May 31, 2023;7:05:48 PM;2,11
May 31, 2023;7:05:53 PM;0,00
May 31, 2023;7:06:03 PM;0,00
May 31, 2023;7:06:18 PM;2,34
May 31, 2023;7:06:23 PM;2,09
May 31, 2023;7:06:28 PM;0,00
May 31, 2023;7:06:33 PM;2,42
May 31, 2023;7:06:38 PM;2,41
May 31, 2023;7:06:43 PM;2,15
May 31, 2023;7:06:48 PM;0,00
May 31, 2023;7:07:33 PM;2,04
May 31, 2023;7:07:38 PM;0,00
May 31, 2023;7:07:48 PM;2,06
May 31, 2023;7:07:58 PM;0,00
May 31, 2023;7:08:03 PM;2,02
May 31, 2023;7:08:08 PM;0,00
May 31, 2023;7:08:13 PM;2,46
May 31, 2023;7:08:18 PM;2,46
May 31, 2023;7:08:23 PM;2,03
May 31, 2023;7:08:33 PM;2,46
May 31, 2023;7:08:38 PM;2,73
May 31, 2023;7:08:43 PM;2,28
May 31, 2023;7:08:48 PM;0,00
May 31, 2023;7:08:58 PM;0,00
May 31, 2023;7:09:03 PM;2,27
May 31, 2023;7:09:08 PM;2,39
May 31, 2023;7:09:13 PM;2,18
May 31, 2023;7:09:18 PM;0,00
May 31, 2023;7:09:23 PM;2,20
May 31, 2023;7:09:28 PM;0,00
May 31, 2023;7:09:33 PM;2,15
May 31, 2023;7:09:38 PM;2,19
May 31, 2023;7:09:48 PM;0,00
May 31, 2023;7:09:53 PM;2,07
May 31, 2023;7:09:58 PM;2,30
May 31, 2023;7:10:03 PM;2,15
May 31, 2023;7:10:08 PM;2,04
May 31, 2023;7:10:13 PM;2,07
May 31, 2023;7:10:23 PM;2,50
May 31, 2023;7:10:33 PM;2,49
May 31, 2023;7:10:38 PM;2,53
May 31, 2023;7:10:43 PM;2,02
May 31, 2023;7:10:48 PM;2,32
May 31, 2023;7:10:58 PM;2,30
May 31, 2023;7:11:08 PM;2,28
May 31, 2023;7:11:13 PM;2,50
May 31, 2023;7:11:18 PM;2,67
May 31, 2023;7:11:23 PM;0,00
May 31, 2023;7:11:28 PM;2,06
May 31, 2023;7:11:33 PM;2,12
May 31, 2023;7:11:38 PM;2,28
May 31, 2023;7:11:43 PM;0,00
May 31, 2023;7:11:53 PM;2,50
May 31, 2023;7:11:58 PM;2,37
May 31, 2023;7:12:03 PM;2,01
May 31, 2023;7:12:08 PM;2,21
May 31, 2023;7:12:18 PM;3,02
May 31, 2023;7:12:23 PM;0,00
May 31, 2023;7:12:28 PM;2,55
May 31, 2023;7:12:33 PM;2,19
May 31, 2023;7:12:38 PM;2,51
May 31, 2023;7:12:43 PM;2,54
May 31, 2023;7:12:53 PM;2,55
May 31, 2023;7:12:58 PM;2,18
May 31, 2023;7:13:03 PM;2,36
May 31, 2023;7:13:08 PM;2,11
May 31, 2023;7:13:18 PM;2,66
May 31, 2023;7:13:23 PM;2,54
May 31, 2023;7:13:28 PM;2,47
