,Air feed [L/min],Biomass [g/L],Cum. Acid feed [L/min],Cum. Base feed [L/min],DO2 [%],DO2 [%]- smoothed,DateTime,Glucose feed [L/min],Glucose feed [g/h],Offgas CO2 [%],Offgas N2 [%],Offgas O2 [%],Pump - Acid [L/min],Pump - Base [L/min],Stirrer [rpm],Stirring [rpm]- smoothed,T [°C]- smoothed,Temperature [°C],Volume [L],pH Value (pH),time [h]
0,0.0001,,0.0,0.0,72.28333333333333,72.28333333333333,2023-05-31 10:15:00,0.0,0.0,0.039070124477786634,77.49764545931507,21.178897091443776,0.0,0.0,293.46416666666664,293.46416666666664,29.86916666666667,29.86916666666667,1.0,7.0225,0.0
1,0.0001,,0.0,0.0,65.32875,68.62302631578949,2023-05-31 10:16:00,0.0,0.0,0.039194203373307125,77.49578324311794,21.178617978935613,0.0,0.0,293.1458333333333,293.29662280701757,29.866096491228074,29.863333333333333,1.0,7.02,0.02
2,0.0001,,0.0,0.0,58.37111111111111,64.84003177531775,2023-05-31 10:17:00,0.0,0.0,0.03926825474096853,77.51063995764848,21.174855519855544,0.0,0.0,293.5258333333333,293.3812023370234,29.851854243542437,29.8275,1.0,7.0112499999999995,0.03
3,0.0001,,0.0,0.0,51.46375,60.95044707763885,2023-05-31 10:18:00,0.0,0.0,0.039736245054021915,77.51317025240164,21.17211954934245,0.0,0.0,293.10727272727274,293.3015484813239,29.82593770652145,29.762727272727272,1.0,7.01,0.05
4,0.0001,,0.0,0.0,52.29555555555556,58.83697206553089,2023-05-31 10:19:00,0.0,0.0,0.04102682689443281,77.51094971308626,21.173352715326015,0.0,0.0,292.355,293.0704067555238,29.824691247780976,29.820833333333336,1.0,7.005,0.07
5,0.0001,,0.0,0.0,50.26375,57.00727248329453,2023-05-31 10:20:00,0.0,0.0,0.04283449872805234,77.51325239252147,21.169530458047074,0.0,0.0,292.63,292.97641501584457,29.83631740774924,29.879166666666666,1.0,7.0,0.08
6,0.0001,,0.0,0.0,47.80444444444444,55.24327529047546,2023-05-31 10:21:00,0.0,0.0,0.04455319665264775,77.51153469883307,21.169275063910142,0.0,0.0,292.38416666666666,292.86289290927135,29.84405154981538,29.876666666666665,1.0,7.0,0.1
7,0.0001,,0.0,0.0,45.19888888888889,53.47965665815992,2023-05-31 10:22:00,0.0,0.0,0.04713080782492469,77.50989047635053,21.166262706634694,0.0,0.0,292.77909090909094,292.8481787432651,29.84743709387123,29.863333333333333,1.0,6.99375,0.12
8,0.0001,,0.0,0.0,44.535,52.01949410006875,2023-05-31 10:23:00,0.0,0.0,0.053562896891922084,77.50173227623118,21.154720036442903,0.0,0.0,292.13166666666666,292.73121236359816,29.85112035550888,29.87,1.0,6.99,0.13
9,0.0001,,0.0,0.0,42.958888888888886,50.62838320047394,2023-05-31 10:24:00,0.0,0.0,0.05268134880971367,77.51196260805155,21.153215042497,0.0,0.0,292.2766666666667,292.66142414762055,29.851076287848105,29.85083333333333,1.0,6.99,0.15
10,0.0001,,0.0,0.0,39.74875,49.04286859787583,2023-05-31 10:25:00,0.0,0.0,0.051315609188110296,77.52074920815753,21.15342436391883,0.0,0.0,292.62916666666666,292.6567231888517,29.847761903454348,29.828333333333333,1.0,6.99,0.17
11,0.0001,,0.0,0.0,40.26222222222222,47.819205303181,2023-05-31 10:26:00,0.0,0.0,0.05273095323189559,77.52010745093968,21.152638344537518,0.0,0.0,292.5158333333333,292.6370889002792,29.8433862680726,29.816363636363636,1.0,6.9825,0.18
12,0.0001,0.694,0.0,0.0,39.6375,46.72218758871584,2023-05-31 10:27:00,0.0,0.0,0.05432173982236844,77.51810604593062,21.152908449587645,0.0,0.0,292.2141666666667,292.5803827290201,29.837904163952256,29.8025,1.0,6.98,0.2
13,0.0001,,0.0,0.0,40.605555555555554,45.92908882793255,2023-05-31 10:28:00,0.0,0.0,0.055689263758531865,77.51586808142604,21.153528623095834,0.0,0.0,292.82545454545453,292.61215939187366,29.833205513774303,29.801666666666666,1.0,6.98,0.22
14,0.0001,,0.0,0.0,42.86333333333333,45.543026460604274,2023-05-31 10:29:00,0.0,0.0,0.056798709189311576,77.51443148416185,21.154037495060184,0.0,0.0,292.31083333333333,292.57421420945366,29.828919093047453,29.799166666666665,1.0,6.98,0.23
15,0.0001,,0.0,0.0,41.575,45.05597155773407,2023-05-31 10:30:00,0.0,0.0,0.061264453308713655,77.513166191465,21.145213082435944,0.0,0.0,291.90500000000003,292.49207159648955,29.824365146420686,29.79181818181818,1.0,6.98,0.25
16,0.0001,,0.0,0.0,38.89888888888889,44.317028397332045,2023-05-31 10:31:00,0.0,0.0,0.06912032933399499,77.51021371064333,21.129644865382463,0.0,0.0,292.45750000000004,292.4879224813738,29.820140795819967,29.78916666666667,1.0,6.98,0.27
17,0.0001,,0.0,0.0,41.665,44.00499031550881,2023-05-31 10:32:00,0.0,0.0,0.06184259339953821,77.51441418683088,21.147124537713335,0.0,0.0,293.0627272727273,292.5555541042845,29.8145353722283,29.772499999999997,1.0,6.97,0.28
18,0.0001,,0.0,0.0,43.88666666666667,43.99130993392906,2023-05-31 10:33:00,0.0,0.0,0.061831435284774576,77.51082956507152,21.15146603328809,0.0,0.0,291.44666666666666,292.4273464008875,29.813818302906267,29.808333333333334,1.0,6.97,0.3
19,0.0001,,0.0,0.0,44.057500000000005,43.998845032627976,2023-05-31 10:34:00,0.0,0.0,0.06311418823000252,77.50909419681692,21.15241323692243,0.0,0.0,292.20416666666665,292.4019395471891,29.81262469055207,29.80333333333333,1.0,6.97,0.32
20,0.0001,,0.0,0.0,43.65,43.95967453287885,2023-05-31 10:35:00,0.0,0.0,0.0643115231651293,77.51383501451643,21.14700508578458,0.0,0.0,292.77363636363634,292.443675987997,29.810390484165232,29.79272727272727,1.0,6.97,0.33
21,0.0001,,0.0,0.0,43.28666666666666,43.88502220192753,2023-05-31 10:36:00,0.0,0.0,0.06493214074334748,77.51180921282143,21.148198445637608,0.0,0.0,292.2941666666667,292.4270919034764,29.81182614919689,29.823333333333334,1.0,6.97,0.35
22,0.0001,,0.0,0.0,43.5325,43.84634175791779,2023-05-31 10:37:00,0.0,0.0,0.06632932515250942,77.51097321283248,21.1472288078743,0.0,0.0,293.4027272727273,292.5341433432663,29.81212452455511,29.814545454545453,1.0,6.97,0.37
23,0.0001,,0.0,0.0,41.10666666666667,43.54862656696003,2023-05-31 10:38:00,0.0,0.0,0.07782357382732041,77.50819593157159,21.126013115478887,0.0,0.0,291.9108333333333,292.4664094505775,29.811621986420054,29.8075,1.0,6.97,0.38
24,0.0001,,0.0,0.0,38.89875,43.0476757520698,2023-05-31 10:39:00,0.0,0.0,0.07715000212442134,77.50784683227484,21.1288003921458,0.0,0.0,292.0945454545454,292.4263469738304,29.813112226348053,29.825454545454544,1.0,6.97,0.4
25,0.0001,,0.0,0.0,39.73,42.692991753251164,2023-05-31 10:40:00,0.0,0.0,0.06879047499523176,77.5061247689395,21.14853323073532,0.0,0.0,291.9275,292.3730165543745,29.812868595882712,29.810833333333335,1.0,6.96125,0.42
26,0.0001,,0.0,0.0,43.4675,42.775224383763394,2023-05-31 10:41:00,0.0,0.0,0.06971428395473221,77.50406249111857,21.149548374156442,0.0,0.0,292.0,292.33341189862085,29.812740982262664,29.811666666666667,1.0,6.96,0.43
27,0.0001,,0.0,0.0,41.156666666666666,42.60443013549724,2023-05-31 10:42:00,0.0,0.0,0.07111926000078776,77.5077615974411,21.146168812681186,0.0,0.0,292.0725,292.3058798241585,29.812715553213106,29.8125,1.0,6.96,0.45
28,0.0001,,0.0,0.0,42.20444444444445,42.56245445795833,2023-05-31 10:43:00,0.0,0.0,0.07162717243894984,77.50882422405732,21.14494597393551,0.0,0.0,292.31083333333333,292.3063996600138,29.815054148751354,29.834999999999997,1.0,6.96,0.47
29,0.0001,,0.0,0.0,44.24875,42.7385488577348,2023-05-31 10:44:00,0.0,0.0,0.07207195839225122,77.50889123179932,21.14410294426816,0.0,0.0,292.5275,292.32948845476517,29.81696298498861,29.833333333333332,1.0,6.96,0.48
30,0.0001,,0.0,0.0,43.22,42.788603665096495,2023-05-31 10:45:00,0.0,0.0,0.07657974987484013,77.50704509400575,21.137974885337403,0.0,0.0,292.66,292.3638505951263,29.815979151222127,29.8075,1.0,6.96,0.5
31,0.0001,,0.0,0.0,42.12125,42.71949533711031,2023-05-31 10:46:00,0.0,0.0,0.09008630884534126,77.50200563131341,21.115007502497107,0.0,0.0,292.2109090909091,292.34801261866954,29.816866241427306,29.824545454545454,1.0,6.96,0.52
32,0.0001,,0.0,0.0,42.38333333333333,42.684807162724304,2023-05-31 10:47:00,0.0,0.0,0.0781851841853584,77.5033067672966,21.1385098512811,0.0,0.0,292.6408333333333,292.37822845478416,29.81710361968829,29.819166666666664,1.0,6.96,0.53
33,0.0001,,0.0,0.0,41.6325,42.57656595106484,2023-05-31 10:48:00,0.0,0.0,0.07417777825209815,77.50790841238802,21.142889083378083,0.0,0.0,291.93636363636364,292.33277786295156,29.81515730705792,29.798181818181817,1.0,6.96,0.55
34,0.0001,,0.0,0.0,44.20444444444445,42.74353325157712,2023-05-31 10:49:00,0.0,0.0,0.07448928847545047,77.50618080865816,21.144721962156357,0.0,0.0,291.8858333333333,292.28693591473944,29.815141172478516,29.814999999999998,1.0,6.96,0.57
35,0.0001,,0.0,0.0,42.2,42.687927211327555,2023-05-31 10:50:00,0.0,0.0,0.07520271051744039,77.50477140416555,21.145682573318442,0.0,0.0,292.81583333333333,292.3410446395707,29.814529952079987,29.809166666666666,1.0,6.96,0.58
36,0.0001,,0.0,0.0,41.01875,42.517555100305216,2023-05-31 10:51:00,0.0,0.0,0.07526586997134378,77.5022404383104,21.14705536857458,0.0,0.0,291.8781818181818,292.29380045515546,29.816108972392424,29.83,1.0,6.9511111111111115,0.6
37,0.0001,,0.0,0.0,40.67333333333333,42.32970503493296,2023-05-31 10:52:00,0.0,0.0,0.0757023802114287,77.50246193295386,21.146302359445183,0.0,0.0,293.0025,292.36598768242527,29.818542481842464,29.84,1.0,6.95,0.62
38,0.0001,,0.0,0.0,40.22125,42.11533895371398,2023-05-31 10:53:00,0.0,0.0,0.08701956563373049,77.50048347141528,21.12736950750417,0.0,0.0,292.48,292.3775792854352,29.818436492981608,29.8175,1.0,6.95,0.63
39,0.0001,,0.0,0.0,37.19111111111111,41.615528530089186,2023-05-31 10:54:00,0.0,0.0,0.09117222881179969,77.49907429310913,21.120263891762942,0.0,0.0,292.96363636363634,292.4370642333066,29.818426022250126,29.81833333333333,1.0,6.95,0.65
40,0.0001,,0.0,5.1225e-05,36.152499999999996,41.06186034288312,2023-05-31 10:55:00,0.0,0.0,0.07651375942778557,77.50456557702718,21.14280173387405,0.0,5.1225e-05,292.89416666666665,292.48339074876446,29.82098104533618,29.84363636363636,1.000051225,6.954444444444444,0.67
41,0.0001,,0.0,5.1225e-05,39.36555555555556,40.89017435100598,2023-05-31 10:56:00,0.0,0.0,0.07625238366769055,77.50520651681117,21.143596967061054,0.0,0.0,292.68416666666667,292.50371163264543,29.818773173692456,29.799166666666665,1.000051225,6.986666666666667,0.68
42,0.0001,,0.0,5.1225e-05,40.44222222222223,40.844891200238536,2023-05-31 10:57:00,0.0,0.0,0.07730464336581394,77.50214838300455,21.145608513695848,0.0,0.0,292.79749999999996,292.53341048231664,29.820750495823855,29.838333333333335,1.000051225,6.98,0.7
43,0.0001,,0.0,5.1225e-05,40.4725,40.807287408521205,2023-05-31 10:58:00,0.0,0.0,0.07785647948866613,77.50120925903333,21.1452112727694,0.0,0.0,292.62333333333333,292.54249082620794,29.820338113734973,29.816666666666666,1.000051225,6.98,0.72
44,0.0001,,0.0,5.1225e-05,37.693333333333335,40.49315022309261,2023-05-31 10:59:00,0.0,0.0,0.07683095129003821,77.50027599031974,21.146683147975224,0.0,0.0,293.01545454545453,292.5902036337788,29.821679647583665,29.833636363636366,1.000051225,6.98,0.73
45,0.0001,,0.0,5.1225e-05,38.34875,40.277012402058446,2023-05-31 11:00:00,0.0,0.0,0.07975700655860983,77.49930388224907,21.14343122123144,0.0,0.0,292.005,292.5312199436523,29.821762332327786,29.8225,1.000051225,6.98,0.75
46,0.0001,,0.0,5.1225e-05,39.193333333333335,40.16787291717312,2023-05-31 11:01:00,0.0,0.0,0.09670104838644673,77.49518628380423,21.117031201841698,0.0,0.0,292.9763636363636,292.576051254623,29.822042626128756,29.824545454545454,1.000051225,6.98,0.77
47,0.0001,,0.0,5.1225e-05,38.82,40.032222524678396,2023-05-31 11:02:00,0.0,0.0,0.08499444270423016,77.49738021123922,21.136096379109738,0.0,0.0,293.0025,292.6189692025632,29.822507991153813,29.826666666666668,1.000051225,6.974444444444445,0.78
48,0.0001,,0.0,5.1225e-05,37.70333333333333,39.79799230565991,2023-05-31 11:03:00,0.0,0.0,0.07814007831948472,77.5001386309424,21.14571827933921,0.0,0.0,292.4458333333333,292.6015558998091,29.82233956086974,29.820833333333336,1.000051225,6.97,0.8
49,0.0001,,0.0,5.1225e-05,38.34625,39.65206600373698,2023-05-31 11:04:00,0.0,0.0,0.07895705473172977,77.50278453813713,21.14288870296159,0.0,0.0,292.43833333333333,292.585149086132,29.82151803750267,29.814166666666665,1.000051225,6.97,0.82
50,0.0001,,0.0,5.1225e-05,38.98777777777778,39.585327621985535,2023-05-31 11:05:00,0.0,0.0,0.07932825942621764,77.502011838167,21.143560865650585,0.0,0.0,293.2233333333333,292.64926490552045,29.822453908025402,29.830833333333334,1.000051225,6.97,0.83
51,0.0001,,0.0,5.1225e-05,39.03375,39.529938635253856,2023-05-31 11:06:00,0.0,0.0,0.06138412616432575,77.49488872952081,21.163884344550144,0.0,0.0,291.5025,292.5341076844795,29.82330297077539,29.83090909090909,1.000051225,6.966666666666666,0.85
52,0.0001,,0.0,5.1225e-05,40.19555555555556,39.59675134947468,2023-05-31 11:07:00,0.0,0.0,0.04183253858824623,77.49342582339222,21.183463732401236,0.0,0.0,292.91,292.57183867521707,29.825982741871538,29.849999999999998,1.000051225,6.96,0.87
53,0.0001,,0.0,5.1225e-05,38.02,39.43854124415645,2023-05-31 11:08:00,0.0,0.0,0.041069801404564045,77.49942805880579,21.18276250248869,0.0,0.0,292.5341666666667,292.5680586927599,29.82563328603725,29.8225,1.000051225,6.96,0.88
54,0.0001,,0.0,5.1225e-05,36.71625,39.16548112880143,2023-05-31 11:09:00,0.0,0.0,0.04084571465146198,77.50025078909714,21.182171540033384,0.0,0.0,292.72083333333336,292.5833827919237,29.82414877301857,29.810833333333335,1.000051225,6.967777777777778,0.9
55,0.0001,,0.0,5.1225e-05,36.308888888888895,38.87903735609825,2023-05-31 11:10:00,0.0,0.0,0.04040423181482885,77.50207787972896,21.18141778814729,0.0,0.0,293.25416666666666,292.65064540682033,29.823185803668075,29.814545454545453,1.000051225,6.97,0.92
56,0.0001,,0.0,5.1225e-05,37.6625,38.757082998765185,2023-05-31 11:11:00,0.0,0.0,0.04020820119516352,77.50253608743976,21.182112088278984,0.0,0.0,292.3233333333333,292.6178333165303,29.82386890717512,29.83,1.000051225,6.963333333333334,0.93
57,0.0001,,0.0,5.1225e-05,37.23777777777778,38.604814664611105,2023-05-31 11:12:00,0.0,0.0,0.03977968216775357,77.50234149751226,21.183547349959827,0.0,0.0,292.58363636363634,292.61440601767134,29.83542431916671,29.939166666666665,1.000051225,6.96,0.95
58,0.0001,,0.0,5.1225e-05,36.5775,38.40167759881719,2023-05-31 11:13:00,0.0,0.0,0.039439470957625934,77.50131713019437,21.184785716243912,0.0,0.0,292.01916666666665,292.5547629946523,29.847906810767785,29.959999999999997,1.000051225,6.96,0.97
59,0.0001,,0.0,5.1225e-05,34.333333333333336,37.994110770480376,2023-05-31 11:14:00,0.0,0.0,0.0468781661293785,77.5020182688212,21.16658063659109,0.0,0.0,292.5941666666667,292.55871045548156,29.8578005755549,29.94666666666667,1.000051225,6.955,0.98
60,0.0001,,0.0,0.000102475,33.93375,37.58741694373632,2023-05-31 11:15:00,0.0,0.0,0.12945025418322859,77.42399947072407,21.05382039828008,0.0,5.125e-05,293.0566666666667,292.6085867419806,29.863613252228614,29.915833333333335,1.000102475,6.95,1.0
61,0.0001,,0.0,0.000153725,34.16777777777778,37.24495454629148,2023-05-31 11:16:00,0.0,0.0,0.1584128696047636,77.3953123351252,21.017237058436205,0.0,5.125e-05,293.2918181818182,292.6770094806209,29.865618482138615,29.883636363636366,1.000153725,7.014444444444444,1.02
62,0.0001,,0.0,0.000153725,32.803333333333335,36.80020980025726,2023-05-31 11:17:00,0.0,0.0,0.16054758597764998,77.39401558906785,21.017099149765226,0.0,0.0,292.67833333333334,292.67714203954705,29.866057208665502,29.87,1.000153725,7.02,1.03
63,0.0001,,0.0,0.000153725,33.845,36.50433998425736,2023-05-31 11:18:00,0.0,0.0,0.16119206780856277,77.39454344267487,21.017714602972948,0.0,0.0,292.1141666666667,292.6207780480727,29.863994510385066,29.845454545454547,1.000153725,7.018888888888888,1.05
64,0.0001,,0.0,0.000153725,32.864444444444445,36.139963784637644,2023-05-31 11:19:00,0.0,0.0,0.16148165090498093,77.39503473653691,21.016846687005792,0.0,0.0,293.05083333333334,292.66382925895374,29.860007495325313,29.824166666666667,1.000153725,7.01,1.07
65,0.0001,,0.0,0.000153725,33.2575,35.851441866313465,2023-05-31 11:20:00,0.0,0.0,0.1616572482861802,77.39442360919475,21.017531823420637,0.0,0.0,292.37916666666666,292.6353357883195,29.85441807453492,29.804166666666664,1.000153725,7.01,1.08
66,0.0001,,0.0,0.000153725,31.552222222222227,35.42115006418315,2023-05-31 11:21:00,0.0,0.0,0.16211378027647075,77.39470410848539,21.017139665728227,0.0,0.0,292.6963636363636,292.6414438230069,29.847970725556255,29.790000000000003,1.000153725,7.00375,1.1
67,0.0001,,0.0,0.000153725,30.2825,34.90688724770088,2023-05-31 11:22:00,0.0,0.0,0.1627971794935805,77.39477326793093,21.016291518364927,0.0,0.0,330.99,296.47926820514726,29.842586154410697,29.794166666666666,1.000153725,7.0,1.12
68,0.0001,,0.0,0.000153725,30.990000000000002,34.51492563980454,2023-05-31 11:23:00,0.0,0.0,0.16345970027489878,77.39189641951647,21.016719881797805,0.0,0.0,295.21583333333336,296.3528366965254,29.83690691842677,29.785833333333333,1.000153725,7.0,1.13
69,0.0001,,0.0,0.000153725,30.104285714285712,34.07358511265762,2023-05-31 11:24:00,0.0,0.0,0.16359347590933154,77.39135015094412,21.01476850482893,0.0,0.0,327.695,299.48901809148555,29.831121692593623,29.779090909090908,1.000153725,6.99,1.15
70,0.0001,,0.0,0.000153725,30.60777777777778,33.7268088247825,2023-05-31 11:25:00,0.0,0.0,0.1637137562982244,77.39415674230712,21.014899048591307,0.0,0.0,334.1466666666667,302.95673846890753,29.828924951212606,29.809166666666666,1.000153725,6.99,1.17
71,0.0001,,0.0,0.000153725,30.76875,33.43085273606982,2023-05-31 11:26:00,0.0,0.0,0.16404968961744126,77.39723826048812,21.013600544425774,0.0,0.0,292.36090909090905,301.8966174891938,29.825121434788183,29.79090909090909,1.000153725,6.987777777777778,1.18
72,0.0001,,0.0,0.000153725,30.09222222222222,33.09683711439637,2023-05-31 11:27:00,0.0,0.0,0.1640877101038349,77.39697847623448,21.013786295111583,0.0,0.0,308.32916666666665,302.54016636456265,29.819440029513647,29.768333333333334,1.000153725,6.98,1.2
73,0.0001,,0.0,0.000153725,30.52777777777778,32.8398255237022,2023-05-31 11:28:00,0.0,0.0,0.16451723813610336,77.39625964180344,21.01367624489275,0.0,0.0,357.27416666666664,308.01581742570716,29.818912476352732,29.814166666666665,1.000153725,6.98,1.22
74,0.0001,,0.0,0.000153725,31.603749999999998,32.71617222103386,2023-05-31 11:29:00,0.0,0.0,0.1654690827931913,77.39609957254073,21.01222396922377,0.0,0.0,297.9641666666667,307.01028031265,29.818187627198284,29.811666666666667,1.000153725,6.974444444444445,1.23
75,0.0001,,0.0,0.000153725,27.18777777777778,32.16314862558221,2023-05-31 11:30:00,0.0,0.0,0.16823833511038067,77.39412597185445,21.01205027978435,0.0,0.0,338.04083333333335,310.1143692441634,29.817535313931565,29.811666666666667,1.000153725,6.97,1.25
76,0.0001,,0.0,0.000153725,36.339999999999996,32.580958976889306,2023-05-31 11:31:00,0.0,0.0,0.17041774208243968,77.3947677304666,21.006333081953642,0.0,0.0,398.66499999999996,318.97208689511007,29.828368362435334,29.925833333333333,1.000153725,6.97,1.27
77,0.0001,,0.0,0.000153725,38.35444444444445,33.158463289035126,2023-05-31 11:32:00,0.0,0.0,0.17266491866610453,77.3966751098631,21.003726451627774,0.0,0.0,304.40727272727275,317.51521252783283,29.837988666450194,29.924545454545456,1.000153725,6.96375,1.28
78,0.0001,,0.0,0.000153725,33.44625,33.18724894783431,2023-05-31 11:33:00,0.0,0.0,0.1763654560727297,77.39636680644062,21.001753543013173,0.0,0.0,293.17083333333335,315.08018350643925,29.837106252266285,29.829166666666666,1.000153725,6.96,1.3
79,0.0001,,0.0,0.000153725,27.94,32.662409388990405,2023-05-31 11:34:00,0.0,0.0,0.17986951081595393,77.39481491141194,20.99934446765257,0.0,0.0,367.885,320.3618190584845,29.8378957995356,29.845,1.000153725,6.953333333333333,1.32
80,0.0001,,0.0,0.000153725,39.68666666666667,33.36497325981972,2023-05-31 11:35:00,0.0,0.0,0.18161376446906866,77.39476085054692,20.997775008713116,0.0,0.0,411.7336363636363,329.500797759426,29.849563059135424,29.954545454545453,1.000153725,6.95,1.33
81,0.0001,,0.0,0.00025627500000000004,39.8925,34.0178414682329,2023-05-31 11:36:00,0.0,0.0,0.1842887092737342,77.39563099030515,20.99458269919177,0.0,0.00010255000000000001,309.59,327.5093655709897,29.852607291942547,29.88,1.000256275,6.963333333333334,1.35
82,0.0001,,0.0,0.00025627500000000004,32.35888888888889,33.85191978429853,2023-05-31 11:37:00,0.0,0.0,0.18918387471609988,77.39366303720834,20.99165522667675,0.0,0.0,294.62833333333333,324.22073857447265,29.85084628227596,29.834999999999997,1.000256275,7.02,1.37
83,0.0001,,0.0,0.00025627500000000004,24.6725,32.933846208174224,2023-05-31 11:38:00,0.0,0.0,0.19280572364562065,77.39050337940215,20.989480326698942,0.0,0.0,373.86181818181814,329.1855581980116,29.846215535726515,29.80454545454546,1.000256275,7.02,1.38
84,0.0001,,0.0,0.00025627500000000004,35.794444444444444,33.2199429402846,2023-05-31 11:39:00,0.0,0.0,0.19378569699180045,77.39184298521967,20.98561832379851,0.0,0.0,414.1975,337.6878492333365,29.852594805124323,29.91,1.000256275,7.0112499999999995,1.4
85,0.0001,,0.0,0.00025627500000000004,34.87375,33.38534285022886,2023-05-31 11:40:00,0.0,0.0,0.19504516487611875,77.39577348770611,20.98334810810743,0.0,0.0,309.4633333333333,334.8650699008523,29.85250198050103,29.85166666666667,1.000256275,7.01,1.42
86,0.0001,,0.0,0.00025627500000000004,26.6,32.70673765389702,2023-05-31 11:41:00,0.0,0.0,0.19803102454645571,77.39770146265896,20.978919473112413,0.0,0.0,339.06083333333333,335.2846900925962,29.84608444517957,29.78833333333333,1.000256275,7.004444444444444,1.43
87,0.0001,,0.0,0.00025627500000000004,33.28888888888889,32.76495825281698,2023-05-31 11:42:00,0.0,0.0,0.19995212231080828,77.40010630539034,20.97465107487726,0.0,0.0,424.3808333333333,344.1951424100371,29.849142954969224,29.876666666666665,1.000256275,7.0,1.45
88,0.0001,,0.0,0.00025627500000000004,35.50375,33.038860611041144,2023-05-31 11:43:00,0.0,0.0,0.20198758755954793,77.39913961399859,20.97302666832429,0.0,0.0,330.3883333333333,342.81434462957435,29.848395262853188,29.84166666666667,1.000256275,7.0,1.47
89,0.0001,,0.0,0.00025627500000000004,25.136666666666667,32.24858101519987,2023-05-31 11:44:00,0.0,0.0,0.20583751995630872,77.39659171243612,20.97198623226563,0.0,0.0,329.1716666666667,341.44997289906337,29.839805082190686,29.7625,1.000256275,6.99,1.48
90,0.0001,,0.0,0.00025627500000000004,32.26125,32.24984800054391,2023-05-31 11:45:00,0.0,0.0,0.20943085944345738,77.39717344117891,20.967423615731903,0.0,0.0,430.46333333333337,350.35191925648974,29.840991321966428,29.85166666666667,1.000256275,6.99,1.5
91,0.0001,,0.0,0.00025627500000000004,39.5,32.97490793933561,2023-05-31 11:46:00,0.0,0.0,0.21190406930659347,77.39861465336385,20.96109041358503,0.0,0.0,348.08,350.1247133114042,29.842074074761406,29.85181818181818,1.000256275,6.99,1.52
92,0.0001,,0.0,0.00025627500000000004,27.30125,32.40751063596491,2023-05-31 11:47:00,0.0,0.0,0.21646129484085672,77.39901997966155,20.957481861114776,0.0,0.0,311.7845454545455,346.2904835983403,29.834199563321093,29.763333333333332,1.000256275,6.981111111111112,1.53
93,0.0001,,0.0,0.00025627500000000004,23.84111111111111,31.550827866510648,2023-05-31 11:48:00,0.0,0.0,0.2211766121604766,77.3978454835955,20.954499613854427,0.0,0.0,421.135,353.7753093297824,29.831529473538012,29.8075,1.000256275,6.98,1.55
94,0.0001,,0.0,0.00025627500000000004,39.00888888888889,32.29666751807952,2023-05-31 11:49:00,0.0,0.0,0.22375566637110067,77.39608412159008,20.953712303392948,0.0,0.0,378.25,356.2228884937177,29.83237656428801,29.84,1.000256275,6.98,1.57
95,0.0001,,0.0,0.00025627500000000004,27.0375,31.77072947431887,2023-05-31 11:50:00,0.0,0.0,0.22774855241776745,77.39738331670317,20.949007974155418,0.0,0.0,326.2291666666667,353.2233948802149,29.82788872617462,29.787499999999998,1.000256275,6.97,1.58
96,0.0001,,0.0,0.00025627500000000004,25.322222222222223,31.12585525286582,2023-05-31 11:51:00,0.0,0.0,0.23266855086484003,77.39565744707716,20.945437738972373,0.0,0.0,437.3558333333333,361.6369452765119,29.830266606862835,29.85166666666667,1.000256275,6.97,1.6
97,0.0001,,0.0,0.00025627500000000004,48.175,32.830825636713136,2023-05-31 11:52:00,0.0,0.0,0.23627903132164293,77.3930486863659,20.94406838570893,0.0,0.0,409.34666666666664,366.4080738696628,29.83574012566336,29.885,1.000256275,6.97,1.62
98,0.0001,,0.0,0.00025627500000000004,34.7,33.01774858963639,2023-05-31 11:53:00,0.0,0.0,0.24102826222060095,77.39328566841455,20.937282562256996,0.0,0.0,307.4116666666667,360.5082590301017,29.834620625512134,29.824545454545454,1.000256275,6.96,1.63
99,0.0001,,0.0,0.00025627500000000004,22.31,31.946945288639142,2023-05-31 11:54:00,0.0,0.0,0.24730452046259976,77.39402504392315,20.92918451712576,0.0,0.0,372.8209090909091,361.7395567411721,29.831794851540774,29.80636363636364,1.000256275,6.95888888888889,1.65
100,0.0001,,0.0,0.00025627500000000004,39.903333333333336,32.74260311351494,2023-05-31 11:55:00,0.0,0.0,0.2509516069002321,77.39414448891938,20.928962707519428,0.0,0.0,452.41,370.80681782227947,29.83753217020545,29.889166666666668,1.000256275,6.95,1.67
101,0.0001,,0.0,0.00025627500000000004,41.9975,33.668112714255486,2023-05-31 11:56:00,0.0,0.0,0.2538072537746748,77.39209445830313,20.92806314653013,0.0,0.0,353.35818181818183,369.06191668078736,29.840324467805896,29.865454545454543,1.000256275,6.95,1.68
102,0.0001,,0.0,0.00035880000000000005,25.868571428571432,32.88814348294023,2023-05-31 11:57:00,0.0,0.0,0.25920329364630224,77.39251344234053,20.921717432405135,0.0,0.00010252500000000001,326.36333333333334,364.7919756660648,29.835791933260662,29.795,1.0003588,7.002222222222222,1.7
103,0.0001,,0.0,0.00035880000000000005,26.863333333333333,32.2856519683998,2023-05-31 11:58:00,0.0,0.0,0.2640138665664395,77.3911836997769,20.917823805139623,0.0,0.0,433.905,371.70339854436736,29.835296064626455,29.830833333333334,1.0003588,7.02,1.72
